MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,MEINS,NETWR,WAERK,WERKS,LGORT,ROUTE,PSTYV,ABGRU,LFSTA,FKSTA,GBSTA,NETPR,KPEIN,ERNAM,OBJNR,ERDAT,FAKSP,ERZET,VGTYP,VGBEL,VGPOS,FKREL,KDMAT,BRGEW,NTGEW,GEWEI,VRKME
100,1000000261,20,MAT00016,Material MAT00016,108.0,EA,49052.52,USD,P002,SL01,1,TAN,,C,A,B,454.19,1,SALEUSER1,OR1000000261000020,2024-07-31,,11:49:29,,8000000261.0,20.0,B,,59.48,13.53,KG,PC
100,1000000262,10,MAT00033,Material MAT00033,138.0,EA,254408.52,USD,P003,SL03,5,TAN,,C,C,C,1843.54,1,SALEUSER3,OR1000000262000010,2024-09-18,,06:22:38,C,8000000262.0,10.0,A,,4.64,50.9,KG,EA
100,1000000263,10,MAT00025,Material MAT00025,127.0,EA,79593.44,USD,P003,SL02,2,TAN,,C,C,C,626.72,1,SALEUSER2,OR1000000263000010,2024-09-06,,14:01:30,B,8000000263.0,10.0,B,,5.87,75.78,KG,ST
100,1000000264,10,MAT00021,Material MAT00021,62.0,EA,110929.16,USD,P001,SL03,5,TAN,,C,C,C,1789.18,1,SALEUSER2,OR1000000264000010,2024-04-22,,07:35:47,C,8000000264.0,10.0,D,,12.9,74.84,KG,EA
100,1000000265,10,MAT00024,Material MAT00024,45.0,EA,21840.75,USD,P003,SL01,3,TAN,,C,C,C,485.35,1,SALEUSER3,OR1000000265000010,2024-04-07,,10:31:01,,8000000265.0,10.0,A,,53.44,51.82,KG,KG
100,1000000266,10,MAT00016,Material MAT00016,70.0,EA,69944.0,USD,P003,SL03,2,TAN,,C,C,C,999.2,1,SALEUSER2,OR1000000266000010,2024-07-21,,11:37:58,C,8000000266.0,10.0,D,,21.52,76.6,KG,KG
100,1000000267,10,MAT00023,Material MAT00023,173.0,EA,154857.49,USD,P002,SL02,3,TAN,,C,A,B,895.13,1,SALEUSER1,OR1000000267000010,2024-08-31,,14:59:03,C,8000000267.0,10.0,C,,77.93,67.88,KG,ST
100,1000000267,20,MAT00030,Material MAT00030,115.0,EA,217420.15,USD,P002,SL02,1,TAN,,C,A,B,1890.61,1,SALEUSER1,OR1000000267000020,2024-08-31,,10:50:59,C,8000000267.0,20.0,B,,96.71,52.74,KG,KG
100,1000000268,10,MAT00017,Material MAT00017,92.0,EA,53449.24,USD,P002,SL01,2,TAN,,C,C,C,580.97,1,SALEUSER3,OR1000000268000010,2024-04-15,,10:13:34,B,8000000268.0,10.0,C,,23.13,45.55,KG,PC
100,1000000269,10,MAT00016,Material MAT00016,103.0,EA,163218.95,USD,P003,SL02,3,TAN,,C,C,C,1584.65,1,SALEUSER2,OR1000000269000010,2024-01-21,,11:40:10,C,8000000269.0,10.0,A,CUST-MAT-2477,34.61,53.45,KG,ST
100,1000000270,10,MAT00022,Material MAT00022,83.0,EA,112461.68,USD,P002,SL01,3,TAN,,C,C,C,1354.96,1,SALEUSER1,OR1000000270000010,2024-06-26,,15:45:10,C,8000000270.0,10.0,A,,10.74,9.37,KG,ST
100,1000000271,10,MAT00018,Material MAT00018,122.0,EA,114817.86,USD,P001,SL01,2,TAN,,C,C,C,941.13,1,SALEUSER1,OR1000000271000010,2024-05-01,,16:50:33,,8000000271.0,10.0,C,,19.47,48.24,KG,L
100,1000000271,20,MAT00031,Material MAT00031,95.0,EA,18155.45,USD,P001,SL01,4,TAN,,C,C,C,191.11,1,SALEUSER1,OR1000000271000020,2024-05-01,,08:39:09,B,8000000271.0,20.0,A,CUST-MAT-4078,0.83,84.42,KG,L
100,1000000272,10,MAT00026,Material MAT00026,130.0,EA,252995.6,USD,P003,SL03,5,TAN,,C,A,B,1946.12,1,SALEUSER2,OR1000000272000010,2024-07-17,,12:52:29,C,8000000272.0,10.0,D,CUST-MAT-6821,27.28,81.78,KG,PC
100,1000000272,20,MAT00017,Material MAT00017,107.0,EA,9786.22,USD,P003,SL03,3,TAN,,C,A,B,91.46,1,SALEUSER2,OR1000000272000020,2024-07-17,,13:42:06,C,8000000272.0,20.0,B,,4.81,82.31,KG,ST
100,1000000273,10,MAT00030,Material MAT00030,178.0,EA,333828.32,USD,P001,SL03,5,TAN,1.0,A,A,C,1875.44,1,SALEUSER1,OR1000000273000010,2024-06-08,,09:14:23,,,,A,CUST-MAT-7855,46.86,72.97,KG,EA
100,1000000274,10,MAT00026,Material MAT00026,71.0,EA,128239.49,USD,P001,SL01,5,TAN,,C,C,C,1806.19,1,SALEUSER1,OR1000000274000010,2024-06-27,,08:23:46,C,8000000274.0,10.0,A,,85.74,7.05,KG,ST
100,1000000275,10,MAT00031,Material MAT00031,121.0,EA,25804.46,USD,P003,SL03,1,TAN,,C,C,C,213.26,1,SALEUSER1,OR1000000275000010,2024-03-25,,12:17:27,,8000000275.0,10.0,D,,16.58,75.82,KG,ST
100,1000000276,10,MAT00028,Material MAT00028,164.0,EA,53762.48,USD,P001,SL02,5,TAN,,C,C,C,327.82,1,SALEUSER3,OR1000000276000010,2024-05-06,,09:00:15,,8000000276.0,10.0,B,CUST-MAT-4441,63.56,72.21,KG,PC
100,1000000277,10,MAT00017,Material MAT00017,85.0,EA,77945.0,USD,P003,SL01,3,TAN,,C,C,C,917.0,1,SALEUSER1,OR1000000277000010,2024-01-25,,17:11:08,,8000000277.0,10.0,B,,97.56,58.17,KG,KG
100,1000000278,10,MAT00024,Material MAT00024,83.0,EA,109727.66,USD,P001,SL03,1,TAN,,C,C,C,1322.02,1,SALEUSER3,OR1000000278000010,2024-02-28,,15:53:44,C,8000000278.0,10.0,B,,22.75,7.59,KG,PC
100,1000000279,10,MAT00023,Material MAT00023,197.0,EA,217850.48,USD,P002,SL02,2,TAN,,C,C,C,1105.84,1,SALEUSER3,OR1000000279000010,2024-03-06,,07:59:26,C,8000000279.0,10.0,C,,40.58,54.18,KG,EA
100,1000000280,10,MAT00020,Material MAT00020,56.0,EA,58753.52,USD,P001,SL02,3,TAN,,C,C,C,1049.17,1,SALEUSER2,OR1000000280000010,2024-02-14,,13:30:13,,8000000280.0,10.0,D,,67.27,87.63,KG,L
100,1000000281,10,MAT00021,Material MAT00021,75.0,EA,129994.5,USD,P001,SL01,1,TAN,,C,C,C,1733.26,1,SALEUSER3,OR1000000281000010,2024-04-10,,13:52:33,B,8000000281.0,10.0,A,CUST-MAT-2948,22.58,81.37,KG,KG
100,1000000282,10,MAT00022,Material MAT00022,88.0,EA,134478.08,USD,P003,SL02,1,TAN,,C,C,C,1528.16,1,SALEUSER2,OR1000000282000010,2024-07-04,,10:10:38,,8000000282.0,10.0,B,,48.03,42.05,KG,PC
100,1000000283,10,MAT00031,Material MAT00031,61.0,EA,98557.09,USD,P002,SL03,5,TAN,,C,C,C,1615.69,1,SALEUSER3,OR1000000283000010,2024-08-09,,06:52:25,,8000000283.0,10.0,A,,77.21,74.76,KG,PC
100,1000000284,10,MAT00030,Material MAT00030,27.0,EA,53450.55,USD,P001,SL01,2,TAN,,C,C,C,1979.65,1,SALEUSER2,OR1000000284000010,2024-02-27,,15:35:47,C,8000000284.0,10.0,A,,56.82,41.41,KG,ST
100,1000000284,20,MAT00031,Material MAT00031,25.0,EA,19992.25,USD,P001,SL01,3,TAN,,C,C,C,799.69,1,SALEUSER2,OR1000000284000020,2024-02-27,,15:27:31,,8000000284.0,20.0,A,,44.22,62.67,KG,L
100,1000000285,10,MAT00024,Material MAT00024,158.0,EA,227550.02,USD,P002,SL02,3,TAN,,C,C,C,1440.19,1,SALEUSER1,OR1000000285000010,2024-06-23,,14:27:57,B,8000000285.0,10.0,D,,82.04,10.05,KG,ST
100,1000000285,20,MAT00028,Material MAT00028,110.0,EA,158945.6,USD,P002,SL02,5,TAN,,C,C,C,1444.96,1,SALEUSER1,OR1000000285000020,2024-06-23,,11:17:19,C,8000000285.0,20.0,D,,6.35,71.28,KG,L
100,1000000286,10,MAT00023,Material MAT00023,75.0,EA,25483.5,USD,P002,SL02,2,TAN,,C,C,C,339.78,1,SALEUSER1,OR1000000286000010,2024-02-14,,06:03:15,,8000000286.0,10.0,A,,69.48,27.95,KG,L
100,1000000286,20,MAT00029,Material MAT00029,91.0,EA,157392.69,USD,P002,SL02,3,TAN,,C,C,C,1729.59,1,SALEUSER1,OR1000000286000020,2024-02-14,,07:13:23,,8000000286.0,20.0,D,,52.06,16.6,KG,L
100,1000000287,10,MAT00017,Material MAT00017,161.0,EA,318348.52,USD,P002,SL03,2,TAN,,C,C,C,1977.32,1,SALEUSER1,OR1000000287000010,2024-02-25,,14:24:01,B,8000000287.0,10.0,C,,2.33,50.56,KG,KG
100,1000000287,20,MAT00018,Material MAT00018,40.0,EA,71064.0,USD,P002,SL03,3,TAN,,C,C,C,1776.6,1,SALEUSER1,OR1000000287000020,2024-02-25,8.0,10:48:03,,8000000287.0,20.0,D,,70.39,42.15,KG,EA
100,1000000288,10,MAT00023,Material MAT00023,199.0,EA,27525.68,USD,P003,SL02,5,TAN,,C,C,C,138.32,1,SALEUSER1,OR1000000288000010,2024-09-12,,10:45:06,C,8000000288.0,10.0,C,,85.43,21.52,KG,KG
100,1000000289,10,MAT00027,Material MAT00027,165.0,EA,258668.85,USD,P001,SL03,4,TAN,,C,C,C,1567.69,1,SALEUSER1,OR1000000289000010,2024-02-05,,14:54:55,,8000000289.0,10.0,D,,89.14,37.14,KG,KG
100,1000000290,10,MAT00021,Material MAT00021,105.0,EA,193335.45,USD,P003,SL03,3,TAN,,C,C,C,1841.29,1,SALEUSER2,OR1000000290000010,2024-05-01,,07:59:59,,8000000290.0,10.0,C,,1.2,34.75,KG,L
100,1000000291,10,MAT00019,Material MAT00019,75.0,EA,29262.0,USD,P003,SL02,1,TAN,,C,C,C,390.16,1,SALEUSER1,OR1000000291000010,2024-06-10,,14:52:14,C,8000000291.0,10.0,D,,5.25,31.19,KG,ST
100,1000000291,20,MAT00017,Material MAT00017,32.0,EA,35440.32,USD,P003,SL02,1,TAN,,C,C,C,1107.51,1,SALEUSER1,OR1000000291000020,2024-06-10,,10:56:44,,8000000291.0,20.0,A,,45.68,7.27,KG,KG
100,1000000292,10,MAT00017,Material MAT00017,81.0,EA,153196.92,USD,P001,SL01,4,TAN,,C,C,C,1891.32,1,SALEUSER1,OR1000000292000010,2024-08-11,,11:03:18,B,8000000292.0,10.0,C,,72.12,83.32,KG,L
100,1000000293,10,MAT00017,Material MAT00017,21.0,EA,29971.83,USD,P002,SL01,3,TAN,,C,C,C,1427.23,1,SALEUSER3,OR1000000293000010,2024-01-10,,15:08:11,C,8000000293.0,10.0,B,,80.48,21.47,KG,ST
100,1000000293,20,MAT00027,Material MAT00027,34.0,EA,54250.06,USD,P002,SL01,1,TAN,,C,C,C,1595.59,1,SALEUSER3,OR1000000293000020,2024-01-10,,16:50:33,C,8000000293.0,20.0,B,,77.44,6.4,KG,ST
100,1000000294,10,MAT00027,Material MAT00027,184.0,EA,210668.96,USD,P003,SL01,1,TAN,,C,C,C,1144.94,1,SALEUSER1,OR1000000294000010,2024-05-28,,10:58:41,B,8000000294.0,10.0,A,,43.75,27.1,KG,PC
100,1000000294,20,MAT00026,Material MAT00026,70.0,EA,114857.4,USD,P003,SL01,3,TAN,,C,C,C,1640.82,1,SALEUSER1,OR1000000294000020,2024-05-28,,12:17:46,C,8000000294.0,20.0,D,,36.54,51.8,KG,KG
100,1000000295,10,MAT00020,Material MAT00020,36.0,EA,12868.2,USD,P003,SL03,2,TAN,,C,C,C,357.45,1,SALEUSER3,OR1000000295000010,2024-03-04,,17:40:02,C,8000000295.0,10.0,A,,81.39,87.91,KG,EA
100,1000000296,10,MAT00020,Material MAT00020,157.0,EA,287003.85,USD,P002,SL03,3,TAN,,C,C,C,1828.05,1,SALEUSER1,OR1000000296000010,2024-04-16,,09:08:15,C,8000000296.0,10.0,A,CUST-MAT-4367,39.04,71.28,KG,KG
100,1000000297,10,MAT00028,Material MAT00028,103.0,EA,68338.44,USD,P001,SL03,2,TAN,,C,C,C,663.48,1,SALEUSER1,OR1000000297000010,2024-09-24,,17:28:58,,8000000297.0,10.0,C,,2.62,42.34,KG,PC
100,1000000297,20,MAT00028,Material MAT00028,186.0,EA,59445.6,USD,P001,SL03,4,TAN,,C,C,C,319.6,1,SALEUSER1,OR1000000297000020,2024-09-24,,15:00:33,C,8000000297.0,20.0,D,CUST-MAT-4610,17.49,40.51,KG,KG
100,1000000298,10,MAT00026,Material MAT00026,17.0,EA,26647.67,USD,P002,SL01,5,TAN,,C,C,C,1567.51,1,SALEUSER3,OR1000000298000010,2024-01-07,,12:34:28,B,8000000298.0,10.0,C,,85.0,68.4,KG,PC
100,1000000298,20,MAT00023,Material MAT00023,104.0,EA,129198.16,USD,P002,SL01,4,TAN,,C,C,C,1242.29,1,SALEUSER3,OR1000000298000020,2024-01-07,,17:16:46,B,8000000298.0,20.0,D,,18.23,58.15,KG,EA
100,1000000299,10,MAT00021,Material MAT00021,75.0,EA,63932.25,USD,P001,SL01,5,TAN,,C,C,C,852.43,1,SALEUSER1,OR1000000299000010,2024-09-18,,16:20:27,B,8000000299.0,10.0,C,,99.17,63.77,KG,L
100,1000000300,10,MAT00023,Material MAT00023,158.0,EA,58044.46,USD,P001,SL01,1,TAN,,C,C,C,367.37,1,SALEUSER2,OR1000000300000010,2024-07-29,,11:12:45,,8000000300.0,10.0,A,,41.57,41.55,KG,L
100,1000000301,10,MAT00019,Material MAT00019,88.0,EA,44183.92,USD,P003,SL03,1,TAN,,C,C,C,502.09,1,SALEUSER1,OR1000000301000010,2024-06-13,,12:18:12,C,8000000301.0,10.0,A,,89.7,15.55,KG,EA
100,1000000301,20,MAT00031,Material MAT00031,61.0,EA,22400.42,USD,P003,SL03,1,TAN,,C,C,C,367.22,1,SALEUSER1,OR1000000301000020,2024-06-13,,06:57:22,C,8000000301.0,20.0,A,CUST-MAT-1909,47.14,67.66,KG,KG
100,1000000302,10,MAT00016,Material MAT00016,175.0,EA,139252.75,USD,P002,SL02,2,TAN,,C,C,C,795.73,1,SALEUSER2,OR1000000302000010,2024-03-26,,08:05:19,C,8000000302.0,10.0,D,,59.17,26.81,KG,EA
100,1000000303,10,MAT00026,Material MAT00026,90.0,EA,36296.1,USD,P002,SL02,5,TAN,,C,C,C,403.29,1,SALEUSER2,OR1000000303000010,2024-03-04,,12:47:10,,8000000303.0,10.0,A,,26.52,57.22,KG,EA
100,1000000304,10,MAT00023,Material MAT00023,112.0,EA,87207.68,USD,P003,SL03,1,TAN,,C,C,C,778.64,1,SALEUSER3,OR1000000304000010,2024-04-27,,17:01:52,C,8000000304.0,10.0,D,CUST-MAT-5230,77.86,17.86,KG,ST
100,1000000305,10,MAT00018,Material MAT00018,27.0,EA,17634.78,USD,P003,SL02,3,TAN,,C,C,C,653.14,1,SALEUSER3,OR1000000305000010,2024-09-19,,06:57:14,B,8000000305.0,10.0,B,,6.92,79.51,KG,EA
100,1000000306,10,MAT00028,Material MAT00028,45.0,EA,5459.85,USD,P002,SL02,5,TAN,,C,C,C,121.33,1,SALEUSER3,OR1000000306000010,2024-04-04,,09:17:12,,8000000306.0,10.0,C,CUST-MAT-3082,88.65,77.41,KG,KG
100,1000000307,10,MAT00030,Material MAT00030,15.0,EA,16750.05,USD,P002,SL01,5,TAN,,C,C,C,1116.67,1,SALEUSER3,OR1000000307000010,2024-04-25,,07:13:34,,8000000307.0,10.0,D,,86.41,56.07,KG,PC
100,1000000308,10,MAT00023,Material MAT00023,110.0,EA,185576.6,USD,P003,SL02,2,TAN,,C,C,C,1687.06,1,SALEUSER3,OR1000000308000010,2024-05-13,,06:57:07,C,8000000308.0,10.0,B,,52.36,41.67,KG,PC
100,1000000309,10,MAT00017,Material MAT00017,166.0,EA,135285.02,USD,P002,SL03,4,TAN,,C,C,C,814.97,1,SALEUSER3,OR1000000309000010,2024-09-06,,10:42:40,B,8000000309.0,10.0,A,CUST-MAT-3572,42.97,44.64,KG,ST
100,1000000310,10,MAT00028,Material MAT00028,169.0,EA,48546.94,USD,P002,SL03,2,TAN,,C,C,C,287.26,1,SALEUSER1,OR1000000310000010,2024-04-10,,14:56:44,B,8000000310.0,10.0,D,CUST-MAT-7061,58.37,54.36,KG,EA
100,1000000310,20,MAT00023,Material MAT00023,90.0,EA,74763.0,USD,P002,SL03,1,TAN,,C,C,C,830.7,1,SALEUSER1,OR1000000310000020,2024-04-10,,08:50:29,,8000000310.0,20.0,B,,8.94,78.04,KG,L
100,1000000311,10,MAT00027,Material MAT00027,25.0,EA,25419.5,USD,P002,SL03,3,TAN,,C,C,C,1016.78,1,SALEUSER3,OR1000000311000010,2024-08-18,8.0,09:42:40,C,8000000311.0,10.0,A,,12.71,32.64,KG,EA
100,1000000312,10,MAT00027,Material MAT00027,196.0,EA,230886.04,USD,P002,SL02,3,TAN,,C,C,C,1177.99,1,SALEUSER1,OR1000000312000010,2024-04-21,,06:00:15,,8000000312.0,10.0,B,CUST-MAT-1852,12.93,10.02,KG,ST
100,1000000313,10,MAT00032,Material MAT00032,73.0,EA,138198.49,USD,P003,SL03,1,TAN,,C,C,C,1893.13,1,SALEUSER1,OR1000000313000010,2024-07-07,,08:09:41,,8000000313.0,10.0,D,,19.69,81.37,KG,KG
100,1000000314,10,MAT00017,Material MAT00017,107.0,EA,114660.13,USD,P002,SL03,3,TAN,,C,C,C,1071.59,1,SALEUSER3,OR1000000314000010,2024-03-12,,17:50:21,B,8000000314.0,10.0,C,,80.25,67.77,KG,ST
100,1000000315,10,MAT00022,Material MAT00022,31.0,EA,16837.34,USD,P003,SL02,2,TAN,,C,C,C,543.14,1,SALEUSER1,OR1000000315000010,2024-01-19,,11:38:24,,8000000315.0,10.0,C,CUST-MAT-2037,7.65,76.64,KG,PC
100,1000000316,10,MAT00029,Material MAT00029,123.0,EA,222504.54,USD,P002,SL01,2,TAN,,C,C,C,1808.98,1,SALEUSER3,OR1000000316000010,2024-04-21,,12:46:10,,8000000316.0,10.0,D,,62.7,20.13,KG,EA
100,1000000317,10,MAT00019,Material MAT00019,52.0,EA,25421.76,USD,P003,SL02,1,TAN,,C,C,C,488.88,1,SALEUSER1,OR1000000317000010,2024-03-19,,17:56:33,C,8000000317.0,10.0,B,CUST-MAT-4165,16.72,46.72,KG,PC
100,1000000317,20,MAT00024,Material MAT00024,66.0,EA,92112.9,USD,P003,SL02,3,TAN,,C,C,C,1395.65,1,SALEUSER1,OR1000000317000020,2024-03-19,,12:25:20,C,8000000317.0,20.0,D,CUST-MAT-2427,86.69,60.9,KG,EA
100,1000000318,10,MAT00031,Material MAT00031,187.0,EA,351124.29,USD,P001,SL03,5,TAN,,C,C,C,1877.67,1,SALEUSER3,OR1000000318000010,2024-09-27,,16:16:01,B,8000000318.0,10.0,A,CUST-MAT-7579,80.53,3.97,KG,EA
100,1000000319,10,MAT00019,Material MAT00019,54.0,EA,33593.94,USD,P002,SL02,4,TAN,,C,C,C,622.11,1,SALEUSER2,OR1000000319000010,2024-09-03,,13:13:34,,8000000319.0,10.0,D,CUST-MAT-5087,8.35,14.19,KG,L
100,1000000320,10,MAT00032,Material MAT00032,71.0,EA,87853.98,USD,P003,SL01,5,TAN,,C,C,C,1237.38,1,SALEUSER3,OR1000000320000010,2024-09-19,,15:28:31,C,8000000320.0,10.0,C,CUST-MAT-6838,10.91,82.43,KG,PC
100,1000000320,20,MAT00020,Material MAT00020,83.0,EA,148052.91,USD,P003,SL01,2,TAN,,C,C,C,1783.77,1,SALEUSER3,OR1000000320000020,2024-09-19,,16:20:23,,8000000320.0,20.0,D,,48.97,4.31,KG,EA
100,1000000321,10,MAT00020,Material MAT00020,192.0,EA,198756.48,USD,P001,SL03,2,TAN,,C,C,C,1035.19,1,SALEUSER3,OR1000000321000010,2024-07-30,,10:01:52,,8000000321.0,10.0,B,,64.23,72.57,KG,ST
100,1000000322,10,MAT00024,Material MAT00024,21.0,EA,18929.4,USD,P003,SL02,2,TAN,,C,C,C,901.4,1,SALEUSER2,OR1000000322000010,2024-06-05,,12:36:09,C,8000000322.0,10.0,D,,56.8,24.39,KG,ST
100,1000000323,10,MAT00019,Material MAT00019,34.0,EA,24776.14,USD,P002,SL02,2,TAN,,C,C,C,728.71,1,SALEUSER3,OR1000000323000010,2024-06-17,,14:38:36,,8000000323.0,10.0,A,,97.85,48.1,KG,EA
100,1000000323,20,MAT00019,Material MAT00019,20.0,EA,26369.6,USD,P002,SL02,4,TAN,,C,C,C,1318.48,1,SALEUSER3,OR1000000323000020,2024-06-17,,06:59:18,B,8000000323.0,20.0,A,CUST-MAT-1964,84.31,1.79,KG,EA
100,1000000324,10,MAT00023,Material MAT00023,176.0,EA,192169.12,USD,P003,SL01,1,TAN,,C,C,C,1091.87,1,SALEUSER3,OR1000000324000010,2024-02-07,,17:55:22,C,8000000324.0,10.0,B,,81.02,26.78,KG,ST
100,1000000324,20,MAT00033,Material MAT00033,65.0,EA,18261.75,USD,P003,SL01,2,TAN,,C,C,C,280.95,1,SALEUSER3,OR1000000324000020,2024-02-07,,12:26:01,B,8000000324.0,20.0,A,CUST-MAT-8369,86.53,26.44,KG,ST
100,1000000325,10,MAT00032,Material MAT00032,165.0,EA,298353.0,USD,P003,SL03,3,TAN,,C,C,C,1808.2,1,SALEUSER3,OR1000000325000010,2024-04-21,,15:38:02,,8000000325.0,10.0,D,,39.49,52.35,KG,KG
100,1000000326,10,MAT00030,Material MAT00030,2.0,EA,535.24,USD,P003,SL03,4,TAN,,C,C,C,267.62,1,SALEUSER3,OR1000000326000010,2024-08-05,,15:56:37,C,8000000326.0,10.0,B,CUST-MAT-2635,75.85,37.75,KG,L
100,1000000327,10,MAT00029,Material MAT00029,141.0,EA,223657.02,USD,P001,SL01,2,TAN,,C,A,B,1586.22,1,SALEUSER2,OR1000000327000010,2024-05-04,,14:31:01,C,8000000327.0,10.0,A,,31.92,4.65,KG,PC
100,1000000328,10,MAT00017,Material MAT00017,10.0,EA,12274.9,USD,P002,SL02,3,TAN,,C,C,C,1227.49,1,SALEUSER1,OR1000000328000010,2024-03-03,,14:20:27,B,8000000328.0,10.0,A,,96.38,2.85,KG,ST
100,1000000329,10,MAT00028,Material MAT00028,30.0,EA,29122.2,USD,P001,SL03,2,TAN,,C,C,C,970.74,1,SALEUSER2,OR1000000329000010,2024-05-06,,16:21:20,C,8000000329.0,10.0,B,,62.95,4.58,KG,KG
100,1000000330,10,MAT00024,Material MAT00024,184.0,EA,329716.96,USD,P003,SL03,1,TAN,,C,C,C,1791.94,1,SALEUSER1,OR1000000330000010,2024-09-14,,12:13:57,,8000000330.0,10.0,A,,27.36,25.91,KG,L
100,1000000331,10,MAT00032,Material MAT00032,75.0,EA,49368.0,USD,P001,SL01,4,TAN,,C,C,C,658.24,1,SALEUSER3,OR1000000331000010,2024-04-14,,07:15:57,B,8000000331.0,10.0,D,,91.48,54.17,KG,PC
100,1000000332,10,MAT00019,Material MAT00019,189.0,EA,168376.32,USD,P003,SL03,1,TAN,,C,C,C,890.88,1,SALEUSER3,OR1000000332000010,2024-03-19,,13:52:48,,8000000332.0,10.0,A,,70.04,37.76,KG,PC
100,1000000333,10,MAT00018,Material MAT00018,38.0,EA,64307.78,USD,P003,SL02,4,TAN,,C,C,C,1692.31,1,SALEUSER3,OR1000000333000010,2024-07-29,,14:47:02,B,8000000333.0,10.0,D,,18.17,31.95,KG,ST
100,1000000334,10,MAT00024,Material MAT00024,9.0,EA,9326.97,USD,P001,SL03,2,TAN,1.0,A,A,C,1036.33,1,SALEUSER1,OR1000000334000010,2024-06-09,,06:00:07,,,,D,,68.68,20.6,KG,ST
100,1000000335,10,MAT00022,Material MAT00022,162.0,EA,129523.86,USD,P003,SL02,2,TAN,1.0,A,A,C,799.53,1,SALEUSER1,OR1000000335000010,2024-09-26,,13:46:17,C,,,C,,31.77,37.43,KG,KG
100,1000000335,20,MAT00021,Material MAT00021,26.0,EA,24491.22,USD,P003,SL02,4,TAN,1.0,A,A,C,941.97,1,SALEUSER1,OR1000000335000020,2024-09-26,,07:32:09,C,,,B,,28.71,25.99,KG,L
100,1000000336,10,MAT00030,Material MAT00030,195.0,EA,294654.75,USD,P002,SL03,3,TAN,,C,A,B,1511.05,1,SALEUSER3,OR1000000336000010,2024-02-07,,14:14:27,C,8000000336.0,10.0,B,,7.73,15.18,KG,EA
100,1000000337,10,MAT00027,Material MAT00027,19.0,EA,4101.34,USD,P001,SL01,3,TAN,,C,C,C,215.86,1,SALEUSER3,OR1000000337000010,2024-03-09,,06:28:35,B,8000000337.0,10.0,A,,52.13,34.44,KG,EA
100,1000000338,10,MAT00025,Material MAT00025,161.0,EA,111648.67,USD,P002,SL03,2,TAN,,C,C,C,693.47,1,SALEUSER3,OR1000000338000010,2024-06-16,,15:59:59,,8000000338.0,10.0,D,,79.75,70.15,KG,KG
100,1000000339,10,MAT00033,Material MAT00033,185.0,EA,257027.9,USD,P002,SL02,2,TAN,,C,C,C,1389.34,1,SALEUSER1,OR1000000339000010,2024-09-09,,06:31:35,B,8000000339.0,10.0,B,,68.78,62.48,KG,L
100,1000000340,10,MAT00018,Material MAT00018,5.0,EA,7912.7,USD,P001,SL03,1,TAN,,C,A,B,1582.54,1,SALEUSER2,OR1000000340000010,2024-04-15,,13:28:28,B,8000000340.0,10.0,B,,66.61,12.54,KG,EA
100,1000000340,20,MAT00031,Material MAT00031,199.0,EA,354172.24,USD,P001,SL03,2,TAN,,C,A,B,1779.76,1,SALEUSER2,OR1000000340000020,2024-04-15,,13:15:30,C,8000000340.0,20.0,D,,76.47,33.0,KG,L
100,1000000341,10,MAT00016,Material MAT00016,187.0,EA,282581.31,USD,P002,SL03,4,TAN,,C,A,B,1511.13,1,SALEUSER2,OR1000000341000010,2024-03-12,,14:35:58,B,8000000341.0,10.0,A,,69.66,53.49,KG,EA
100,1000000342,10,MAT00027,Material MAT00027,166.0,EA,50309.62,USD,P002,SL01,3,TAN,,C,C,C,303.07,1,SALEUSER1,OR1000000342000010,2024-05-02,,11:55:29,C,8000000342.0,10.0,B,CUST-MAT-2610,8.62,83.06,KG,KG
100,1000000343,10,MAT00018,Material MAT00018,125.0,EA,17053.75,USD,P001,SL01,3,TAN,,C,C,C,136.43,1,SALEUSER2,OR1000000343000010,2024-01-11,,13:02:22,B,8000000343.0,10.0,A,CUST-MAT-5372,38.27,19.95,KG,EA
100,1000000344,10,MAT00019,Material MAT00019,112.0,EA,96770.24,USD,P001,SL02,1,TAN,,C,A,B,864.02,1,SALEUSER1,OR1000000344000010,2024-02-04,,17:25:12,,8000000344.0,10.0,D,,45.07,70.39,KG,ST
100,1000000345,10,MAT00030,Material MAT00030,127.0,EA,187746.64,USD,P001,SL02,3,TAN,,C,C,C,1478.32,1,SALEUSER2,OR1000000345000010,2024-02-24,,16:49:29,B,8000000345.0,10.0,C,CUST-MAT-6026,51.17,20.86,KG,EA
100,1000000346,10,MAT00031,Material MAT00031,194.0,EA,300886.24,USD,P003,SL01,3,TAN,,C,C,C,1550.96,1,SALEUSER1,OR1000000346000010,2024-06-18,,07:02:48,,8000000346.0,10.0,C,,1.93,53.63,KG,EA
100,1000000347,10,MAT00027,Material MAT00027,116.0,EA,175781.76,USD,P003,SL03,5,TAN,,C,C,C,1515.36,1,SALEUSER1,OR1000000347000010,2024-03-29,,12:14:19,B,8000000347.0,10.0,A,,33.88,7.7,KG,ST
100,1000000348,10,MAT00029,Material MAT00029,83.0,EA,87046.25,USD,P003,SL03,4,TAN,,C,C,C,1048.75,1,SALEUSER3,OR1000000348000010,2024-05-02,,16:09:15,,8000000348.0,10.0,A,,5.89,86.18,KG,EA
