MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,USNAM,TCODE,BKTXT,WAERS,KURSF,BSTAT,XNETB,GLVOR,AWTYP,AWKEY,HWAER,CPUTM
100,1000,5000000363,2024,RE,2024-09-09,2024-09-09,09,2024-09-09,FINANCE01,MIRO,Invoice for PO 4500000363,USD,1.00,,,RFBU,RMRP,51000003632024,USD,103509
100,1000,5000000364,2024,RE,2024-03-15,2024-03-15,03,2024-03-15,FINANCE02,MIRO,Invoice for PO 4500000364,USD,1.00,,,RFBU,RMRP,51000003642024,USD,084347
100,1000,5000000365,2024,RE,2024-11-16,2024-11-16,11,2024-11-16,FINANCE02,MIRO,Invoice for PO 4500000365,USD,1.00,,,RFBU,RMRP,51000003652024,USD,145733
100,1000,5000000365,2024,RE,2024-11-30,2024-11-30,11,2024-11-30,FINANCE01,MIRO,Invoice for PO 4500000365,USD,1.00,,,RFBU,RMRP,51000003652024,USD,111053
100,1000,5000000366,2024,RE,2024-04-28,2024-04-28,04,2024-04-28,FINANCE01,MIRO,Invoice for PO 4500000366,USD,1.00,,,RFBU,RMRP,51000003662024,USD,140830
100,1000,5000000367,2024,RE,2024-11-02,2024-11-02,11,2024-11-02,FINANCE02,MIRO,Invoice for PO 4500000367,USD,1.00,,,RFBU,RMRP,51000003672024,USD,162353
100,1000,5000000368,2024,RE,2024-04-05,2024-04-05,04,2024-04-05,FINANCE01,MIRO,Invoice for PO 4500000368,USD,1.00,,,RFBU,RMRP,51000003682024,USD,090545
100,1000,5000000369,2024,RE,2024-07-15,2024-07-15,07,2024-07-15,FINANCE02,MIRO,Invoice for PO 4500000369,USD,1.00,,,RFBU,RMRP,51000003692024,USD,133116
100,1000,5000000370,2024,RE,2024-09-04,2024-09-04,09,2024-09-04,FINANCE01,MIRO,Invoice for PO 4500000370,USD,1.00,,,RFBU,RMRP,51000003702024,USD,153943
100,1000,5000000370,2024,RE,2024-09-07,2024-09-07,09,2024-09-07,FINANCE01,MIRO,Invoice for PO 4500000370,USD,1.00,,,RFBU,RMRP,51000003702024,USD,153943
100,1000,5000000371,2024,RE,2024-04-24,2024-04-24,04,2024-04-24,FINANCE01,MIRO,Invoice for PO 4500000371,USD,1.00,,,RFBU,RMRP,51000003712024,USD,132046
100,1000,5000000372,2024,RE,2024-11-18,2024-11-18,11,2024-11-18,FINANCE01,MIRO,Invoice for PO 4500000372,USD,1.00,,,RFBU,RMRP,51000003722024,USD,151623
100,1000,5000000372,2024,RE,2024-11-19,2024-11-19,11,2024-11-19,FINANCE01,MIRO,Invoice for PO 4500000372,USD,1.00,,,RFBU,RMRP,51000003722024,USD,151623
100,1000,5000000373,2024,RE,2024-07-21,2024-07-21,07,2024-07-21,FINANCE01,MIRO,Invoice for PO 4500000373,USD,1.00,,,RFBU,RMRP,51000003732024,USD,094032
100,1000,5000000373,2024,RE,2024-08-03,2024-08-03,08,2024-08-03,FINANCE02,MIRO,Invoice for PO 4500000373,USD,1.00,,,RFBU,RMRP,51000003732024,USD,143443
100,1000,5000000374,2024,RE,2024-08-22,2024-08-22,08,2024-08-22,FINANCE01,MIRO,Invoice for PO 4500000374,USD,1.00,,,RFBU,RMRP,51000003742024,USD,160830
100,1000,5000000375,2024,RE,2024-04-07,2024-04-07,04,2024-04-07,FINANCE01,MIRO,Invoice for PO 4500000375,USD,1.00,,,RFBU,RMRP,51000003752024,USD,095559
100,1000,5000000376,2024,RE,2024-09-14,2024-09-14,09,2024-09-14,FINANCE01,MIRO,Invoice for PO 4500000376,USD,1.00,,,RFBU,RMRP,51000003762024,USD,110545
100,1000,5000000377,2024,RE,2024-08-07,2024-08-07,08,2024-08-07,FINANCE01,MIRO,Invoice for PO 4500000377,USD,1.00,,,RFBU,RMRP,51000003772024,USD,083347
100,1000,5000000378,2024,RE,2024-12-01,2024-12-01,12,2024-12-01,FINANCE01,MIRO,Invoice for PO 4500000378,USD,1.00,,,RFBU,RMRP,51000003782024,USD,152757
100,1000,5000000379,2024,RE,2024-08-22,2024-08-22,08,2024-08-22,FINANCE02,MIRO,Invoice for PO 4500000379,USD,1.00,,,RFBU,RMRP,51000003792024,USD,144251
100,1000,5000000380,2024,RE,2024-05-20,2024-05-20,05,2024-05-20,FINANCE02,MIRO,Invoice for PO 4500000380,USD,1.00,,,RFBU,RMRP,51000003802024,USD,154536
100,1000,5000000381,2024,RE,2024-04-12,2024-04-12,04,2024-04-12,FINANCE02,MIRO,Invoice for PO 4500000381,USD,1.00,,,RFBU,RMRP,51000003812024,USD,143535
100,1000,5000000382,2024,RE,2024-04-20,2024-04-20,04,2024-04-20,FINANCE01,MIRO,Invoice for PO 4500000382,USD,1.00,,,RFBU,RMRP,51000003822024,USD,121453
100,1000,5000000383,2024,RE,2024-07-24,2024-07-24,07,2024-07-24,FINANCE02,MIRO,Invoice for PO 4500000383,USD,1.00,,,RFBU,RMRP,51000003832024,USD,152250
100,1000,5000000384,2024,RE,2024-11-25,2024-11-25,11,2024-11-25,FINANCE01,MIRO,Invoice for PO 4500000384,USD,1.00,,,RFBU,RMRP,51000003842024,USD,130303
100,1000,5000000385,2024,RE,2024-09-30,2024-09-30,09,2024-09-30,FINANCE02,MIRO,Invoice for PO 4500000385,USD,1.00,,,RFBU,RMRP,51000003852024,USD,100207
100,1000,5000000386,2024,RE,2024-03-17,2024-03-17,03,2024-03-17,FINANCE01,MIRO,Invoice for PO 4500000386,USD,1.00,,,RFBU,RMRP,51000003862024,USD,145707
100,1000,5000000386,2024,RE,2024-03-12,2024-03-12,03,2024-03-12,FINANCE02,MIRO,Invoice for PO 4500000386,USD,1.00,,,RFBU,RMRP,51000003862024,USD,172939
100,1000,5000000387,2024,RE,2024-10-23,2024-10-23,10,2024-10-23,FINANCE01,MIRO,Invoice for PO 4500000387,USD,1.00,,,RFBU,RMRP,51000003872024,USD,165425
100,1000,5000000388,2024,RE,2024-03-14,2024-03-14,03,2024-03-14,FINANCE02,MIRO,Invoice for PO 4500000388,USD,1.00,,,RFBU,RMRP,51000003882024,USD,172454
100,1000,5000000389,2024,RE,2024-11-01,2024-11-01,11,2024-11-01,FINANCE01,MIRO,Invoice for PO 4500000389,USD,1.00,,,RFBU,RMRP,51000003892024,USD,135407
100,1000,5000000390,2024,RE,2024-10-15,2024-10-15,10,2024-10-15,FINANCE02,MIRO,Invoice for PO 4500000390,USD,1.00,,,RFBU,RMRP,51000003902024,USD,161757
100,1000,5000000391,2024,RE,2024-07-04,2024-07-04,07,2024-07-04,FINANCE01,MIRO,Invoice for PO 4500000391,USD,1.00,,,RFBU,RMRP,51000003912024,USD,103947
100,1000,5000000392,2024,RE,2024-02-20,2024-02-20,02,2024-02-20,FINANCE02,MIRO,Invoice for PO 4500000392,USD,1.00,,,RFBU,RMRP,51000003922024,USD,133247
100,1000,5000000393,2024,RE,2024-08-16,2024-08-16,08,2024-08-16,FINANCE01,MIRO,Invoice for PO 4500000393,USD,1.00,,,RFBU,RMRP,51000003932024,USD,103154
100,1000,5000000394,2024,RE,2024-08-19,2024-08-19,08,2024-08-19,FINANCE01,MIRO,Invoice for PO 4500000394,USD,1.00,,,RFBU,RMRP,51000003942024,USD,155559
100,1000,5000000395,2024,RE,2024-11-13,2024-11-13,11,2024-11-13,FINANCE02,MIRO,Invoice for PO 4500000395,USD,1.00,,,RFBU,RMRP,51000003952024,USD,130434
100,1000,5000000396,2024,RE,2024-08-18,2024-08-18,08,2024-08-18,FINANCE02,MIRO,Invoice for PO 4500000396,USD,1.00,,,RFBU,RMRP,51000003962024,USD,164032
100,1000,5000000397,2024,RE,2024-07-16,2024-07-16,07,2024-07-16,FINANCE01,MIRO,Invoice for PO 4500000397,USD,1.00,,,RFBU,RMRP,51000003972024,USD,151430
100,1000,5000000398,2024,RE,2024-06-24,2024-06-24,06,2024-06-24,FINANCE02,MIRO,Invoice for PO 4500000398,USD,1.00,,,RFBU,RMRP,51000003982024,USD,154632
100,1000,5000000399,2024,RE,2024-04-22,2024-04-22,04,2024-04-22,FINANCE01,MIRO,Invoice for PO 4500000399,USD,1.00,,,RFBU,RMRP,51000003992024,USD,135440
100,1000,5000000400,2024,RE,2024-07-14,2024-07-14,07,2024-07-14,FINANCE01,MIRO,Invoice for PO 4500000400,USD,1.00,,,RFBU,RMRP,51000004002024,USD,123128
100,1000,5000000401,2024,RE,2024-08-04,2024-08-04,08,2024-08-04,FINANCE01,MIRO,Invoice for PO 4500000401,USD,1.00,,,RFBU,RMRP,51000004012024,USD,092157
100,1000,5000000401,2024,RE,2024-08-15,2024-08-15,08,2024-08-15,FINANCE01,MIRO,Invoice for PO 4500000401,USD,1.00,,,RFBU,RMRP,51000004012024,USD,092157
100,1000,5000000402,2024,RE,2024-05-20,2024-05-20,05,2024-05-20,FINANCE01,MIRO,Invoice for PO 4500000402,USD,1.00,,,RFBU,RMRP,51000004022024,USD,151904
100,1000,5000000403,2024,RE,2024-10-07,2024-10-07,10,2024-10-07,FINANCE02,MIRO,Invoice for PO 4500000403,USD,1.00,,,RFBU,RMRP,51000004032024,USD,144702
100,1000,5000000404,2024,RE,2024-07-13,2024-07-13,07,2024-07-13,FINANCE02,MIRO,Invoice for PO 4500000404,USD,1.00,,,RFBU,RMRP,51000004042024,USD,144147
100,1000,5000000405,2024,RE,2024-10-14,2024-10-14,10,2024-10-14,FINANCE01,MIRO,Invoice for PO 4500000405,USD,1.00,,,RFBU,RMRP,51000004052024,USD,110345
100,1000,5000000406,2024,RE,2024-10-01,2024-10-01,10,2024-10-01,FINANCE01,MIRO,Invoice for PO 4500000406,USD,1.00,,,RFBU,RMRP,51000004062024,USD,112208
100,1000,5000000407,2024,RE,2024-09-07,2024-09-07,09,2024-09-07,FINANCE01,MIRO,Invoice for PO 4500000407,USD,1.00,,,RFBU,RMRP,51000004072024,USD,164617
100,1000,5000000408,2024,RE,2024-09-17,2024-09-17,09,2024-09-17,FINANCE02,MIRO,Invoice for PO 4500000408,USD,1.00,,,RFBU,RMRP,51000004082024,USD,133921
100,1000,5000000409,2024,RE,2024-06-29,2024-06-29,06,2024-06-29,FINANCE02,MIRO,Invoice for PO 4500000409,USD,1.00,,,RFBU,RMRP,51000004092024,USD,092431
100,1000,5000000409,2024,RE,2024-06-16,2024-06-16,06,2024-06-16,FINANCE01,MIRO,Invoice for PO 4500000409,USD,1.00,,,RFBU,RMRP,51000004092024,USD,121504
100,1000,5000000410,2024,RE,2024-04-10,2024-04-10,04,2024-04-10,FINANCE02,MIRO,Invoice for PO 4500000410,USD,1.00,,,RFBU,RMRP,51000004102024,USD,082301
100,1000,5000000411,2024,RE,2024-11-25,2024-11-25,11,2024-11-25,FINANCE01,MIRO,Invoice for PO 4500000411,USD,1.00,,,RFBU,RMRP,51000004112024,USD,153243
100,1000,5000000412,2024,RE,2024-05-26,2024-05-26,05,2024-05-26,FINANCE02,MIRO,Invoice for PO 4500000412,USD,1.00,,,RFBU,RMRP,51000004122024,USD,120908
100,1000,5000000413,2024,RE,2024-05-23,2024-05-23,05,2024-05-23,FINANCE01,MIRO,Invoice for PO 4500000413,USD,1.00,,,RFBU,RMRP,51000004132024,USD,084347
100,1000,5000000413,2024,RE,2024-05-14,2024-05-14,05,2024-05-14,FINANCE02,MIRO,Invoice for PO 4500000413,USD,1.00,,,RFBU,RMRP,51000004132024,USD,081457
100,1000,5000000414,2024,RE,2024-05-13,2024-05-13,05,2024-05-13,FINANCE02,MIRO,Invoice for PO 4500000414,USD,1.00,,,RFBU,RMRP,51000004142024,USD,110245
100,1000,5000000414,2024,RE,2024-05-06,2024-05-06,05,2024-05-06,FINANCE01,MIRO,Invoice for PO 4500000414,USD,1.00,,,RFBU,RMRP,51000004142024,USD,134940
100,1000,5000000415,2024,RE,2024-04-29,2024-04-29,04,2024-04-29,FINANCE01,MIRO,Invoice for PO 4500000415,USD,1.00,,,RFBU,RMRP,51000004152024,USD,102057
100,1000,5000000416,2024,RE,2024-11-03,2024-11-03,11,2024-11-03,FINANCE02,MIRO,Invoice for PO 4500000416,USD,1.00,,,RFBU,RMRP,51000004162024,USD,133413
100,1000,5000000417,2024,RE,2024-10-28,2024-10-28,10,2024-10-28,FINANCE01,MIRO,Invoice for PO 4500000417,USD,1.00,,,RFBU,RMRP,51000004172024,USD,085010
100,1000,5000000418,2024,RE,2024-03-07,2024-03-07,03,2024-03-07,FINANCE01,MIRO,Invoice for PO 4500000418,USD,1.00,,,RFBU,RMRP,51000004182024,USD,143424
100,1000,5000000419,2024,RE,2024-04-15,2024-04-15,04,2024-04-15,FINANCE02,MIRO,Invoice for PO 4500000419,USD,1.00,,,RFBU,RMRP,51000004192024,USD,150426
100,1000,5000000420,2024,RE,2024-10-05,2024-10-05,10,2024-10-05,FINANCE01,MIRO,Invoice for PO 4500000420,USD,1.00,,,RFBU,RMRP,51000004202024,USD,125941
100,1000,5000000421,2024,RE,2024-11-30,2024-11-30,11,2024-11-30,FINANCE02,MIRO,Invoice for PO 4500000421,USD,1.00,,,RFBU,RMRP,51000004212024,USD,141604
100,1000,5000000421,2024,RE,2024-11-22,2024-11-22,11,2024-11-22,FINANCE02,MIRO,Invoice for PO 4500000421,USD,1.00,,,RFBU,RMRP,51000004212024,USD,141604
100,1000,5000000422,2024,RE,2024-10-24,2024-10-24,10,2024-10-24,FINANCE02,MIRO,Invoice for PO 4500000422,USD,1.00,,,RFBU,RMRP,51000004222024,USD,091808
100,1000,5000000423,2024,RE,2024-05-17,2024-05-17,05,2024-05-17,FINANCE01,MIRO,Invoice for PO 4500000423,USD,1.00,,,RFBU,RMRP,51000004232024,USD,123109
100,1000,5000000424,2024,RE,2024-04-22,2024-04-22,04,2024-04-22,FINANCE01,MIRO,Invoice for PO 4500000424,USD,1.00,,,RFBU,RMRP,51000004242024,USD,132338
100,1000,5000000425,2024,RE,2024-07-09,2024-07-09,07,2024-07-09,FINANCE02,MIRO,Invoice for PO 4500000425,USD,1.00,,,RFBU,RMRP,51000004252024,USD,112701
100,1000,5000000426,2024,RE,2024-04-19,2024-04-19,04,2024-04-19,FINANCE01,MIRO,Invoice for PO 4500000426,USD,1.00,,,RFBU,RMRP,51000004262024,USD,171608
100,1000,5000000427,2024,RE,2024-03-06,2024-03-06,03,2024-03-06,FINANCE01,MIRO,Invoice for PO 4500000427,USD,1.00,,,RFBU,RMRP,51000004272024,USD,174636
100,1000,5000000428,2024,RE,2024-10-06,2024-10-06,10,2024-10-06,FINANCE02,MIRO,Invoice for PO 4500000428,USD,1.00,,,RFBU,RMRP,51000004282024,USD,122705
100,1000,5000000429,2024,RE,2024-06-24,2024-06-24,06,2024-06-24,FINANCE02,MIRO,Invoice for PO 4500000429,USD,1.00,,,RFBU,RMRP,51000004292024,USD,152457
100,1000,5000000429,2024,RE,2024-07-05,2024-07-05,07,2024-07-05,FINANCE01,MIRO,Invoice for PO 4500000429,USD,1.00,,,RFBU,RMRP,51000004292024,USD,165741
100,1000,5000000430,2024,RE,2024-08-16,2024-08-16,08,2024-08-16,FINANCE02,MIRO,Invoice for PO 4500000430,USD,1.00,,,RFBU,RMRP,51000004302024,USD,140230
100,1000,5000000431,2024,RE,2024-05-24,2024-05-24,05,2024-05-24,FINANCE01,MIRO,Invoice for PO 4500000431,USD,1.00,,,RFBU,RMRP,51000004312024,USD,161901
100,1000,5000000432,2024,RE,2024-05-23,2024-05-23,05,2024-05-23,FINANCE01,MIRO,Invoice for PO 4500000432,USD,1.00,,,RFBU,RMRP,51000004322024,USD,092843
100,1000,5000000433,2024,RE,2024-09-21,2024-09-21,09,2024-09-21,FINANCE02,MIRO,Invoice for PO 4500000433,USD,1.00,,,RFBU,RMRP,51000004332024,USD,141119
100,1000,5000000434,2024,RE,2024-07-12,2024-07-12,07,2024-07-12,FINANCE02,MIRO,Invoice for PO 4500000434,USD,1.00,,,RFBU,RMRP,51000004342024,USD,160834
100,1000,5000000435,2024,RE,2024-07-31,2024-07-31,07,2024-07-31,FINANCE01,MIRO,Invoice for PO 4500000435,USD,1.00,,,RFBU,RMRP,51000004352024,USD,133517
100,1000,5000000435,2024,RE,2024-07-28,2024-07-28,07,2024-07-28,FINANCE02,MIRO,Invoice for PO 4500000435,USD,1.00,,,RFBU,RMRP,51000004352024,USD,144128
100,1000,5000000436,2024,RE,2024-03-24,2024-03-24,03,2024-03-24,FINANCE02,MIRO,Invoice for PO 4500000436,USD,1.00,,,RFBU,RMRP,51000004362024,USD,091612
100,1000,5000000437,2024,RE,2024-03-20,2024-03-20,03,2024-03-20,FINANCE01,MIRO,Invoice for PO 4500000437,USD,1.00,,,RFBU,RMRP,51000004372024,USD,092612
100,1000,5000000438,2024,RE,2024-05-15,2024-05-15,05,2024-05-15,FINANCE02,MIRO,Invoice for PO 4500000438,USD,1.00,,,RFBU,RMRP,51000004382024,USD,150845
100,1000,5000000439,2024,RE,2024-04-17,2024-04-17,04,2024-04-17,FINANCE02,MIRO,Invoice for PO 4500000439,USD,1.00,,,RFBU,RMRP,51000004392024,USD,104521
100,1000,5000000440,2024,RE,2024-09-29,2024-09-29,09,2024-09-29,FINANCE01,MIRO,Invoice for PO 4500000440,USD,1.00,,,RFBU,RMRP,51000004402024,USD,125036
100,1000,5000000440,2024,RE,2024-10-02,2024-10-02,10,2024-10-02,FINANCE01,MIRO,Invoice for PO 4500000440,USD,1.00,,,RFBU,RMRP,51000004402024,USD,125036
100,1000,5000000441,2024,RE,2024-11-04,2024-11-04,11,2024-11-04,FINANCE02,MIRO,Invoice for PO 4500000441,USD,1.00,,,RFBU,RMRP,51000004412024,USD,172657
100,1000,5000000441,2024,RE,2024-10-22,2024-10-22,10,2024-10-22,FINANCE02,MIRO,Invoice for PO 4500000441,USD,1.00,,,RFBU,RMRP,51000004412024,USD,172657
100,1000,5000000442,2024,RE,2024-05-09,2024-05-09,05,2024-05-09,FINANCE01,MIRO,Invoice for PO 4500000442,USD,1.00,,,RFBU,RMRP,51000004422024,USD,161838
100,1000,5000000443,2024,RE,2024-07-18,2024-07-18,07,2024-07-18,FINANCE01,MIRO,Invoice for PO 4500000443,USD,1.00,,,RFBU,RMRP,51000004432024,USD,113024
100,1000,5000000444,2024,RE,2024-08-12,2024-08-12,08,2024-08-12,FINANCE01,MIRO,Invoice for PO 4500000444,USD,1.00,,,RFBU,RMRP,51000004442024,USD,095422
100,1000,5000000445,2024,RE,2024-07-12,2024-07-12,07,2024-07-12,FINANCE01,MIRO,Invoice for PO 4500000445,USD,1.00,,,RFBU,RMRP,51000004452024,USD,165859
100,1000,5000000446,2024,RE,2024-10-10,2024-10-10,10,2024-10-10,FINANCE01,MIRO,Invoice for PO 4500000446,USD,1.00,,,RFBU,RMRP,51000004462024,USD,111312
100,1000,5000000446,2024,RE,2024-10-14,2024-10-14,10,2024-10-14,FINANCE01,MIRO,Invoice for PO 4500000446,USD,1.00,,,RFBU,RMRP,51000004462024,USD,111312
100,1000,5000000447,2024,RE,2024-09-22,2024-09-22,09,2024-09-22,FINANCE01,MIRO,Invoice for PO 4500000447,USD,1.00,,,RFBU,RMRP,51000004472024,USD,150330
100,1000,5000000448,2024,RE,2024-09-09,2024-09-09,09,2024-09-09,FINANCE02,MIRO,Invoice for PO 4500000448,USD,1.00,,,RFBU,RMRP,51000004482024,USD,152909
100,1000,5000000449,2024,RE,2024-09-23,2024-09-23,09,2024-09-23,FINANCE02,MIRO,Invoice for PO 4500000449,USD,1.00,,,RFBU,RMRP,51000004492024,USD,092142
100,1000,5000000450,2024,RE,2024-06-12,2024-06-12,06,2024-06-12,FINANCE01,MIRO,Invoice for PO 4500000450,USD,1.00,,,RFBU,RMRP,51000004502024,USD,094006
100,1000,5000000450,2024,RE,2024-06-05,2024-06-05,06,2024-06-05,FINANCE02,MIRO,Invoice for PO 4500000450,USD,1.00,,,RFBU,RMRP,51000004502024,USD,141557
100,1000,5000000451,2024,RE,2024-08-03,2024-08-03,08,2024-08-03,FINANCE02,MIRO,Invoice for PO 4500000451,USD,1.00,,,RFBU,RMRP,51000004512024,USD,121015
100,1000,5000000452,2024,RE,2024-04-01,2024-04-01,04,2024-04-01,FINANCE02,MIRO,Invoice for PO 4500000452,USD,1.00,,,RFBU,RMRP,51000004522024,USD,175914
100,1000,5000000453,2024,RE,2024-06-18,2024-06-18,06,2024-06-18,FINANCE01,MIRO,Invoice for PO 4500000453,USD,1.00,,,RFBU,RMRP,51000004532024,USD,092605
100,1000,5000000454,2024,RE,2024-07-06,2024-07-06,07,2024-07-06,FINANCE01,MIRO,Invoice for PO 4500000454,USD,1.00,,,RFBU,RMRP,51000004542024,USD,175325
100,1000,5000000455,2024,RE,2024-08-31,2024-08-31,08,2024-08-31,FINANCE01,MIRO,Invoice for PO 4500000455,USD,1.00,,,RFBU,RMRP,51000004552024,USD,135210
100,1000,5000000456,2024,RE,2024-05-15,2024-05-15,05,2024-05-15,FINANCE01,MIRO,Invoice for PO 4500000456,USD,1.00,,,RFBU,RMRP,51000004562024,USD,172238
100,1000,5000000457,2024,RE,2024-09-05,2024-09-05,09,2024-09-05,FINANCE01,MIRO,Invoice for PO 4500000457,USD,1.00,,,RFBU,RMRP,51000004572024,USD,130938
100,1000,5000000458,2024,RE,2024-12-03,2024-12-03,12,2024-12-03,FINANCE01,MIRO,Invoice for PO 4500000458,USD,1.00,,,RFBU,RMRP,51000004582024,USD,131041
100,1000,5000000459,2024,RE,2024-07-14,2024-07-14,07,2024-07-14,FINANCE02,MIRO,Invoice for PO 4500000459,USD,1.00,,,RFBU,RMRP,51000004592024,USD,091000
100,1000,5000000460,2024,RE,2024-07-30,2024-07-30,07,2024-07-30,FINANCE01,MIRO,Invoice for PO 4500000460,USD,1.00,,,RFBU,RMRP,51000004602024,USD,140941
100,1000,5000000460,2024,RE,2024-08-01,2024-08-01,08,2024-08-01,FINANCE02,MIRO,Invoice for PO 4500000460,USD,1.00,,,RFBU,RMRP,51000004602024,USD,164744
100,1000,5000000461,2024,RE,2024-04-01,2024-04-01,04,2024-04-01,FINANCE01,MIRO,Invoice for PO 4500000461,USD,1.00,,,RFBU,RMRP,51000004612024,USD,135310
100,1000,5000000462,2024,RE,2024-03-10,2024-03-10,03,2024-03-10,FINANCE02,MIRO,Invoice for PO 4500000462,USD,1.00,,,RFBU,RMRP,51000004622024,USD,081008
100,1000,5000000462,2024,RE,2024-03-13,2024-03-13,03,2024-03-13,FINANCE01,MIRO,Invoice for PO 4500000462,USD,1.00,,,RFBU,RMRP,51000004622024,USD,140407
100,1000,5000000463,2024,RE,2024-08-15,2024-08-15,08,2024-08-15,FINANCE01,MIRO,Invoice for PO 4500000463,USD,1.00,,,RFBU,RMRP,51000004632024,USD,104158
100,1000,5000000464,2024,RE,2024-05-21,2024-05-21,05,2024-05-21,FINANCE01,MIRO,Invoice for PO 4500000464,USD,1.00,,,RFBU,RMRP,51000004642024,USD,145207
100,1000,5000000465,2024,RE,2024-08-21,2024-08-21,08,2024-08-21,FINANCE02,MIRO,Invoice for PO 4500000465,USD,1.00,,,RFBU,RMRP,51000004652024,USD,082412
100,1000,5000000466,2024,RE,2024-06-08,2024-06-08,06,2024-06-08,FINANCE01,MIRO,Invoice for PO 4500000466,USD,1.00,,,RFBU,RMRP,51000004662024,USD,173643
100,1000,5000000466,2024,RE,2024-06-08,2024-06-08,06,2024-06-08,FINANCE02,MIRO,Invoice for PO 4500000466,USD,1.00,,,RFBU,RMRP,51000004662024,USD,114814
100,1000,5000000467,2024,RE,2024-11-01,2024-11-01,11,2024-11-01,FINANCE02,MIRO,Invoice for PO 4500000467,USD,1.00,,,RFBU,RMRP,51000004672024,USD,164702
100,1000,5000000468,2024,RE,2024-07-19,2024-07-19,07,2024-07-19,FINANCE01,MIRO,Invoice for PO 4500000468,USD,1.00,,,RFBU,RMRP,51000004682024,USD,134025
100,1000,5000000468,2024,RE,2024-07-28,2024-07-28,07,2024-07-28,FINANCE02,MIRO,Invoice for PO 4500000468,USD,1.00,,,RFBU,RMRP,51000004682024,USD,095310
100,1000,5000000469,2024,RE,2024-09-19,2024-09-19,09,2024-09-19,FINANCE01,MIRO,Invoice for PO 4500000469,USD,1.00,,,RFBU,RMRP,51000004692024,USD,103447
100,1000,5000000470,2024,RE,2024-07-01,2024-07-01,07,2024-07-01,FINANCE02,MIRO,Invoice for PO 4500000470,USD,1.00,,,RFBU,RMRP,51000004702024,USD,083350
100,1000,5000000470,2024,RE,2024-07-04,2024-07-04,07,2024-07-04,FINANCE01,MIRO,Invoice for PO 4500000470,USD,1.00,,,RFBU,RMRP,51000004702024,USD,152401
100,1000,5000000471,2024,RE,2024-11-27,2024-11-27,11,2024-11-27,FINANCE02,MIRO,Invoice for PO 4500000471,USD,1.00,,,RFBU,RMRP,51000004712024,USD,171931
100,1000,5000000472,2024,RE,2024-08-02,2024-08-02,08,2024-08-02,FINANCE01,MIRO,Invoice for PO 4500000472,USD,1.00,,,RFBU,RMRP,51000004722024,USD,084829
100,1000,5000000473,2024,RE,2024-10-25,2024-10-25,10,2024-10-25,FINANCE01,MIRO,Invoice for PO 4500000473,USD,1.00,,,RFBU,RMRP,51000004732024,USD,091126
100,1000,5000000474,2024,RE,2024-04-03,2024-04-03,04,2024-04-03,FINANCE01,MIRO,Invoice for PO 4500000474,USD,1.00,,,RFBU,RMRP,51000004742024,USD,173146
100,1000,5000000475,2024,RE,2024-07-29,2024-07-29,07,2024-07-29,FINANCE01,MIRO,Invoice for PO 4500000475,USD,1.00,,,RFBU,RMRP,51000004752024,USD,152409
100,1000,5000000475,2024,RE,2024-07-16,2024-07-16,07,2024-07-16,FINANCE02,MIRO,Invoice for PO 4500000475,USD,1.00,,,RFBU,RMRP,51000004752024,USD,144951
100,1000,5000000476,2024,RE,2024-04-03,2024-04-03,04,2024-04-03,FINANCE02,MIRO,Invoice for PO 4500000476,USD,1.00,,,RFBU,RMRP,51000004762024,USD,101030
100,1000,5000000477,2024,RE,2024-09-04,2024-09-04,09,2024-09-04,FINANCE02,MIRO,Invoice for PO 4500000477,USD,1.00,,,RFBU,RMRP,51000004772024,USD,163532
100,1000,5000000478,2024,RE,2024-09-10,2024-09-10,09,2024-09-10,FINANCE02,MIRO,Invoice for PO 4500000478,USD,1.00,,,RFBU,RMRP,51000004782024,USD,161604
100,1000,5000000479,2024,RE,2024-07-23,2024-07-23,07,2024-07-23,FINANCE02,MIRO,Invoice for PO 4500000479,USD,1.00,,,RFBU,RMRP,51000004792024,USD,102639
100,1000,5000000480,2024,RE,2024-08-24,2024-08-24,08,2024-08-24,FINANCE01,MIRO,Invoice for PO 4500000480,USD,1.00,,,RFBU,RMRP,51000004802024,USD,082038
100,1000,5000000481,2024,RE,2024-03-25,2024-03-25,03,2024-03-25,FINANCE01,MIRO,Invoice for PO 4500000481,USD,1.00,,,RFBU,RMRP,51000004812024,USD,115829
100,1000,5000000482,2024,RE,2024-10-09,2024-10-09,10,2024-10-09,FINANCE02,MIRO,Invoice for PO 4500000482,USD,1.00,,,RFBU,RMRP,51000004822024,USD,102520
100,1000,5000000483,2024,RE,2024-11-27,2024-11-27,11,2024-11-27,FINANCE01,MIRO,Invoice for PO 4500000483,USD,1.00,,,RFBU,RMRP,51000004832024,USD,133043
100,1000,5000000484,2024,RE,2024-08-17,2024-08-17,08,2024-08-17,FINANCE02,MIRO,Invoice for PO 4500000484,USD,1.00,,,RFBU,RMRP,51000004842024,USD,133813
100,1000,5000000484,2024,RE,2024-08-03,2024-08-03,08,2024-08-03,FINANCE02,MIRO,Invoice for PO 4500000484,USD,1.00,,,RFBU,RMRP,51000004842024,USD,133813
100,1000,5000000485,2024,RE,2024-08-26,2024-08-26,08,2024-08-26,FINANCE01,MIRO,Invoice for PO 4500000485,USD,1.00,,,RFBU,RMRP,51000004852024,USD,172138
