MANDT,VBELN,ERDAT,ERZET,ERNAM,LFART,KUNNR,KUNAG,WADAT,WADAT_IST,LFDAT,KODAT,VSTEL,ROUTE,LGNUM,TRATY,TRAID,TPADR,VBTYP,KOUHR,PODAT,NTGEW,BTGEW,GEWEI,VOLUM,VOLEH,POTIM
100,8000000363,2024-04-05,09:00:00,WHOUSE02,LF,C00009,C00009,2024-04-20,2024-04-17,2024-04-20,2024-04-20,SP03,R0002,,,,,J,10:53:14,2024-04-06,1727.67,141.0,KG,19.811,M3,04:14:26
100,8000000364,2024-08-30,09:00:00,WHOUSE01,LF,C00007,C00007,2024-09-16,2024-09-14,2024-09-16,2024-09-16,SP01,R0004,,,,,J,10:06:49,2024-08-31,3667.24,182.66,KG,27.119,M3,01:13:29
100,8000000365,2024-08-06,09:00:00,WHOUSE01,LF,C00002,C00002,2024-09-04,2024-09-02,2024-09-04,2024-09-04,SP01,R0002,,,,,J,10:54:37,2024-08-07,3103.03,676.46,KG,20.255,M3,13:34:47
100,8000000366,2024-04-27,09:00:00,WHOUSE01,LF,C00002,C00002,2024-05-04,2024-05-27,2024-05-04,2024-05-04,SP02,R0003,,,,,J,15:13:12,2024-04-28,4090.34,1031.2,KG,26.3,M3,02:06:43
100,8000000367,2024-06-03,09:00:00,WHOUSE01,LF,C00005,C00005,2024-06-25,2024-06-24,2024-06-25,2024-06-25,SP01,R0002,,,,,J,17:53:10,2024-06-04,408.96,4271.06,KG,48.109,M3,17:28:45
100,8000000370,2024-09-25,09:00:00,WHOUSE01,LF,C00004,C00004,2024-10-16,2024-10-17,2024-10-16,2024-10-16,SP03,R0004,,,,,J,08:00:07,2024-09-26,3824.52,403.49,KG,47.17,M3,04:14:47
100,8000000371,2024-04-26,09:00:00,WHOUSE01,LF,C00002,C00002,2024-05-10,2024-05-11,2024-05-10,2024-05-10,SP02,R0003,,,,,J,08:18:27,2024-04-27,3583.39,1402.85,KG,17.761,M3,06:13:23
100,8000000372,2024-07-19,09:00:00,WHOUSE02,LF,C00003,C00003,2024-07-28,2024-07-25,2024-07-28,2024-07-28,SP02,R0001,,,,,J,14:48:29,2024-07-20,69.87,5231.16,KG,30.315,M3,03:02:16
100,8000000373,2024-04-24,09:00:00,WHOUSE02,LF,C00004,C00004,2024-05-24,2024-06-09,2024-05-24,2024-05-24,SP03,R0001,,,,,J,09:11:08,2024-04-25,3723.9,2327.48,KG,35.946,M3,00:58:37
100,8000000374,2024-07-13,09:00:00,WHOUSE01,LF,C00012,C00012,2024-08-11,2024-08-09,2024-08-11,2024-08-11,SP03,R0002,,,,,J,11:55:29,2024-07-14,450.28,1974.04,KG,37.492,M3,13:07:17
100,8000000375,2024-02-08,09:00:00,WHOUSE02,LF,C00003,C00003,2024-03-04,2024-03-05,2024-03-04,2024-03-04,SP01,R0003,,,,,J,07:15:15,2024-02-09,2944.81,2223.67,KG,37.606,M3,20:37:56
100,8000000376,2024-02-04,09:00:00,WHOUSE02,LF,C00003,C00003,2024-02-22,2024-02-19,2024-02-22,2024-02-22,SP01,R0004,,,,,J,12:46:17,2024-02-05,4582.5,3841.63,KG,26.221,M3,14:57:13
100,8000000377,2024-07-06,09:00:00,WHOUSE02,LF,C00013,C00013,2024-07-13,2024-07-14,2024-07-13,2024-07-13,SP03,R0003,,,,,J,09:38:13,2024-07-07,1813.78,1659.58,KG,20.443,M3,02:21:59
100,8000000378,2024-03-25,09:00:00,WHOUSE02,LF,C00006,C00006,2024-04-17,2024-04-17,2024-04-17,2024-04-17,SP02,R0004,,,,,J,12:36:58,2024-03-26,3408.59,2139.96,KG,25.207,M3,07:39:07
100,8000000379,2024-02-22,09:00:00,WHOUSE01,LF,C00014,C00014,2024-03-14,2024-03-15,2024-03-14,2024-03-14,SP02,R0002,,,,,J,06:34:35,2024-02-23,3394.2,1155.96,KG,25.036,M3,02:51:16
100,8000000380,2024-08-05,09:00:00,WHOUSE01,LF,C00005,C00005,2024-08-12,2024-08-10,2024-08-12,2024-08-12,SP02,R0002,,,,,J,12:52:40,2024-08-06,338.74,2363.74,KG,40.261,M3,19:34:47
100,8000000381,2024-09-23,09:00:00,WHOUSE01,LF,C00013,C00013,2024-10-22,2024-10-19,2024-10-22,2024-10-22,SP01,R0001,,,,,J,07:54:48,2024-09-24,1319.56,3248.22,KG,10.424,M3,20:48:15
100,8000000382,2024-01-26,09:00:00,WHOUSE01,LF,C00005,C00005,2024-02-02,2024-02-16,2024-02-02,2024-02-02,SP02,R0004,,,,,J,11:40:13,2024-01-27,4200.23,2637.68,KG,30.03,M3,01:30:44
100,8000000383,2024-08-25,09:00:00,WHOUSE01,LF,C00001,C00001,2024-09-18,2024-09-17,2024-09-18,2024-09-18,SP03,R0002,,,,,J,15:31:09,2024-08-26,2259.43,3386.04,KG,18.438,M3,08:34:10
100,8000000384,2024-05-28,09:00:00,WHOUSE02,LF,C00006,C00006,2024-06-13,2024-06-10,2024-06-13,2024-06-13,SP03,R0004,,,,,J,06:44:47,2024-05-29,3713.54,241.81,KG,14.992,M3,21:48:44
100,8000000385,2024-01-24,09:00:00,WHOUSE02,LF,C00014,C00014,2024-02-02,2024-01-30,2024-02-02,2024-02-02,SP02,R0002,,,,,J,17:01:07,2024-01-25,2407.44,2708.44,KG,30.259,M3,23:00:59
100,8000000386,2024-07-06,09:00:00,WHOUSE01,LF,C00013,C00013,2024-07-26,2024-07-27,2024-07-26,2024-07-26,SP01,R0001,,,,,J,17:28:35,2024-07-07,2503.48,184.97,KG,20.679,M3,15:52:13
100,8000000387,2024-07-04,09:00:00,WHOUSE02,LF,C00015,C00015,2024-07-31,2024-07-31,2024-07-31,2024-07-31,SP01,R0003,,,,,J,11:31:43,2024-07-05,3819.43,1766.14,KG,18.86,M3,13:56:21
100,8000000388,2024-03-14,09:00:00,WHOUSE01,LF,C00004,C00004,2024-03-21,2024-03-18,2024-03-21,2024-03-21,SP03,R0002,,,,,J,09:16:31,2024-03-15,1574.24,182.35,KG,18.744,M3,03:05:32
100,8000000389,2024-09-26,09:00:00,WHOUSE02,LF,C00004,C00004,2024-10-11,2024-11-02,2024-10-11,2024-10-11,SP02,R0004,,,,,J,09:02:26,2024-09-27,4995.5,3857.07,KG,15.796,M3,18:14:59
100,8000000390,2024-04-01,09:00:00,WHOUSE01,LF,C00011,C00011,2024-04-29,2024-04-27,2024-04-29,2024-04-29,SP01,R0002,,,,,J,14:00:56,2024-04-02,959.52,4738.13,KG,10.015,M3,18:17:00
100,8000000391,2024-03-18,09:00:00,WHOUSE02,LF,C00011,C00011,2024-04-09,2024-04-08,2024-04-09,2024-04-09,SP02,R0004,,,,,J,06:03:56,2024-03-19,2940.27,2118.05,KG,0.9,M3,13:44:22
100,8000000392,2024-06-16,09:00:00,WHOUSE02,LF,C00012,C00012,2024-07-07,2024-07-10,2024-07-07,2024-07-07,SP01,R0001,,,,,J,13:32:54,2024-06-17,223.07,2970.13,KG,21.833,M3,11:48:28
100,8000000393,2024-04-07,09:00:00,WHOUSE02,LF,C00010,C00010,2024-04-14,2024-04-12,2024-04-14,2024-04-14,SP02,R0001,,,,,J,07:57:22,2024-04-08,1770.95,549.86,KG,31.959,M3,17:44:10
100,8000000395,2024-06-09,09:00:00,WHOUSE02,LF,C00014,C00014,2024-07-08,2024-07-06,2024-07-08,2024-07-08,SP02,R0004,,,,,J,12:41:51,2024-06-10,2330.07,3790.99,KG,7.444,M3,00:47:06
100,8000000396,2024-06-08,09:00:00,WHOUSE01,LF,C00003,C00003,2024-07-07,2024-07-15,2024-07-07,2024-07-07,SP03,R0002,,,,,J,08:47:40,2024-06-09,2313.58,3415.83,KG,43.273,M3,20:36:01
100,8000000397,2024-01-11,09:00:00,WHOUSE02,LF,C00014,C00014,2024-01-25,2024-01-25,2024-01-25,2024-01-25,SP01,R0001,,,,,J,10:19:01,2024-01-12,4618.0,1938.59,KG,39.547,M3,21:17:12
100,8000000398,2024-04-12,09:00:00,WHOUSE01,LF,C00005,C00005,2024-04-27,2024-04-24,2024-04-27,2024-04-27,SP03,R0002,,,,,J,07:16:04,2024-04-13,4233.94,5342.84,KG,37.486,M3,05:52:10
100,8000000399,2024-04-08,09:00:00,WHOUSE02,LF,C00003,C00003,2024-05-08,2024-05-10,2024-05-08,2024-05-08,SP02,R0001,,,,,J,13:14:34,2024-04-09,4861.66,2702.81,KG,32.489,M3,07:47:02
100,8000000400,2024-06-26,09:00:00,WHOUSE02,LF,C00014,C00014,2024-07-14,2024-07-13,2024-07-14,2024-07-14,SP01,R0003,,,,,J,13:51:44,2024-06-27,2323.48,161.98,KG,15.168,M3,23:11:12
100,8000000401,2024-02-18,09:00:00,WHOUSE01,LF,C00003,C00003,2024-03-12,2024-03-15,2024-03-12,2024-03-12,SP02,R0003,,,,,J,11:22:05,2024-02-19,4496.46,224.23,KG,12.3,M3,06:12:08
100,8000000402,2024-02-25,09:00:00,WHOUSE01,LF,C00009,C00009,2024-03-18,2024-03-20,2024-03-18,2024-03-18,SP03,R0003,,,,,J,11:35:43,2024-02-26,2266.36,2687.12,KG,0.917,M3,09:29:03
100,8000000403,2024-06-07,09:00:00,WHOUSE01,LF,C00012,C00012,2024-06-17,2024-07-01,2024-06-17,2024-06-17,SP02,R0003,,,,,J,16:35:58,2024-06-08,718.99,4983.44,KG,11.431,M3,21:28:14
100,8000000404,2024-05-20,09:00:00,WHOUSE01,LF,C00015,C00015,2024-06-08,2024-06-10,2024-06-08,2024-06-08,SP03,R0003,,,,,J,14:30:50,2024-05-21,3755.25,2618.1,KG,22.007,M3,19:08:02
100,8000000405,2024-02-15,09:00:00,WHOUSE01,LF,C00005,C00005,2024-03-13,2024-04-07,2024-03-13,2024-03-13,SP02,R0001,,,,,J,17:05:49,2024-02-16,2103.79,2996.02,KG,24.39,M3,03:46:58
100,8000000406,2024-01-22,09:00:00,WHOUSE02,LF,C00004,C00004,2024-01-30,2024-02-01,2024-01-30,2024-01-30,SP03,R0002,,,,,J,17:13:23,2024-01-23,132.15,467.31,KG,23.371,M3,23:13:23
100,8000000407,2024-04-02,09:00:00,WHOUSE02,LF,C00003,C00003,2024-04-10,2024-04-13,2024-04-10,2024-04-10,SP03,R0004,,,,,J,16:18:42,2024-04-03,705.77,3986.84,KG,23.314,M3,20:48:56
100,8000000408,2024-01-30,09:00:00,WHOUSE01,LF,C00005,C00005,2024-02-12,2024-02-13,2024-02-12,2024-02-12,SP03,R0004,,,,,J,09:01:30,2024-01-31,1590.45,3939.26,KG,44.131,M3,09:53:43
100,8000000409,2024-03-15,09:00:00,WHOUSE01,LF,C00013,C00013,2024-04-09,2024-04-06,2024-04-09,2024-04-09,SP02,R0004,,,,,J,12:57:22,2024-03-16,4948.91,5073.64,KG,23.219,M3,13:09:44
100,8000000410,2024-02-11,09:00:00,WHOUSE02,LF,C00007,C00007,2024-02-23,2024-02-23,2024-02-23,2024-02-23,SP02,R0003,,,,,J,16:47:29,2024-02-12,3164.64,2507.32,KG,20.848,M3,02:53:57
100,8000000411,2024-01-28,09:00:00,WHOUSE01,LF,C00012,C00012,2024-02-23,2024-02-21,2024-02-23,2024-02-23,SP02,R0003,,,,,J,16:20:23,2024-01-29,2003.1,4122.8,KG,2.662,M3,05:30:24
100,8000000412,2024-03-06,09:00:00,WHOUSE02,LF,C00013,C00013,2024-03-31,2024-04-03,2024-03-31,2024-03-31,SP02,R0004,,,,,J,14:57:11,2024-03-07,79.61,1336.69,KG,47.391,M3,00:10:23
100,8000000413,2024-08-27,09:00:00,WHOUSE02,LF,C00003,C00003,2024-09-16,2024-09-13,2024-09-16,2024-09-16,SP03,R0002,,,,,J,17:40:36,2024-08-28,3958.96,5412.19,KG,44.862,M3,01:34:11
100,8000000414,2024-05-05,09:00:00,WHOUSE02,LF,C00001,C00001,2024-05-27,2024-05-26,2024-05-27,2024-05-27,SP01,R0002,,,,,J,17:38:02,2024-05-06,3312.24,200.47,KG,46.145,M3,21:53:57
100,8000000417,2024-05-29,09:00:00,WHOUSE02,LF,C00012,C00012,2024-06-17,2024-06-18,2024-06-17,2024-06-17,SP01,R0002,,,,,J,15:55:33,2024-05-30,872.17,1712.26,KG,14.841,M3,13:06:05
100,8000000418,2024-06-21,09:00:00,WHOUSE01,LF,C00009,C00009,2024-07-09,2024-07-07,2024-07-09,2024-07-09,SP03,R0004,,,,,J,15:58:41,2024-06-22,2968.76,4277.07,KG,2.751,M3,05:13:04
100,8000000419,2024-01-28,09:00:00,WHOUSE02,LF,C00007,C00007,2024-02-20,2024-02-23,2024-02-20,2024-02-20,SP02,R0003,,,,,J,12:46:55,2024-01-29,927.71,4702.28,KG,23.308,M3,04:26:06
100,8000000420,2024-09-16,09:00:00,WHOUSE02,LF,C00003,C00003,2024-09-26,2024-09-29,2024-09-26,2024-09-26,SP03,R0003,,,,,J,06:27:24,2024-09-17,483.28,1200.46,KG,19.389,M3,13:14:44
100,8000000422,2024-01-28,09:00:00,WHOUSE02,LF,C00010,C00010,2024-02-25,2024-02-26,2024-02-25,2024-02-25,SP03,R0003,,,,,J,09:47:10,2024-01-29,1962.55,2265.41,KG,32.706,M3,05:17:45
100,8000000423,2024-01-30,09:00:00,WHOUSE02,LF,C00012,C00012,2024-02-20,2024-02-22,2024-02-20,2024-02-20,SP03,R0004,,,,,J,12:25:27,2024-01-31,758.0,68.49,KG,21.726,M3,16:45:35
100,8000000424,2024-03-19,09:00:00,WHOUSE01,LF,C00005,C00005,2024-04-12,2024-04-14,2024-04-12,2024-04-12,SP01,R0003,,,,,J,10:40:47,2024-03-20,1693.2,716.57,KG,29.952,M3,21:33:57
100,8000000425,2024-09-19,09:00:00,WHOUSE01,LF,C00006,C00006,2024-10-08,2024-10-09,2024-10-08,2024-10-08,SP02,R0002,,,,,J,13:28:24,2024-09-20,118.19,4746.59,KG,17.803,M3,18:57:58
100,8000000426,2024-01-18,09:00:00,WHOUSE02,LF,C00010,C00010,2024-01-31,2024-02-02,2024-01-31,2024-01-31,SP03,R0002,,,,,J,12:56:22,2024-01-19,1967.24,4297.22,KG,25.677,M3,18:21:56
100,8000000427,2024-08-30,09:00:00,WHOUSE02,LF,C00013,C00013,2024-09-15,2024-09-14,2024-09-15,2024-09-15,SP03,R0004,,,,,J,10:18:27,2024-08-31,1524.58,5146.23,KG,23.908,M3,14:10:53
100,8000000428,2024-03-08,09:00:00,WHOUSE02,LF,C00006,C00006,2024-03-27,2024-03-25,2024-03-27,2024-03-27,SP02,R0002,,,,,J,06:51:48,2024-03-09,4776.43,2451.03,KG,46.705,M3,19:34:42
100,8000000429,2024-09-13,09:00:00,WHOUSE01,LF,C00013,C00013,2024-10-07,2024-10-04,2024-10-07,2024-10-07,SP01,R0004,,,,,J,15:13:08,2024-09-14,2751.15,2767.37,KG,43.445,M3,18:13:28
100,8000000430,2024-04-11,09:00:00,WHOUSE01,LF,C00008,C00008,2024-05-11,2024-05-08,2024-05-11,2024-05-11,SP02,R0002,,,,,J,17:32:17,2024-04-12,1146.42,2553.93,KG,24.025,M3,13:11:39
100,8000000431,2024-03-23,09:00:00,WHOUSE01,LF,C00013,C00013,2024-04-11,2024-04-13,2024-04-11,2024-04-11,SP02,R0003,,,,,J,07:12:30,2024-03-24,2437.81,3837.86,KG,17.689,M3,14:17:20
100,8000000432,2024-07-29,09:00:00,WHOUSE02,LF,C00005,C00005,2024-08-26,2024-08-24,2024-08-26,2024-08-26,SP02,R0003,,,,,J,12:03:03,2024-07-30,3621.41,2142.32,KG,9.755,M3,08:38:13
100,8000000433,2024-08-13,09:00:00,WHOUSE01,LF,C00014,C00014,2024-09-05,2024-09-07,2024-09-05,2024-09-05,SP01,R0001,,,,,J,16:51:06,2024-08-14,2169.95,5088.29,KG,46.107,M3,23:51:49
100,8000000434,2024-01-23,09:00:00,WHOUSE02,LF,C00006,C00006,2024-02-12,2024-02-09,2024-02-12,2024-02-12,SP03,R0001,,,,,J,06:36:54,2024-01-24,4737.18,3599.52,KG,8.381,M3,00:12:25
100,8000000435,2024-07-01,09:00:00,WHOUSE01,LF,C00008,C00008,2024-07-19,2024-08-13,2024-07-19,2024-07-19,SP03,R0001,,,,,J,08:18:08,2024-07-02,807.51,279.35,KG,49.606,M3,09:24:49
100,8000000436,2024-07-30,09:00:00,WHOUSE02,LF,C00011,C00011,2024-08-28,2024-08-26,2024-08-28,2024-08-28,SP02,R0002,,,,,J,17:02:11,2024-07-31,4845.81,3226.11,KG,7.382,M3,17:29:59
100,8000000439,2024-02-28,09:00:00,WHOUSE01,LF,C00011,C00011,2024-03-16,2024-03-17,2024-03-16,2024-03-16,SP01,R0003,,,,,J,16:27:09,2024-02-29,308.2,3843.81,KG,35.584,M3,02:55:37
100,8000000440,2024-03-23,09:00:00,WHOUSE01,LF,C00015,C00015,2024-04-20,2024-04-19,2024-04-20,2024-04-20,SP02,R0004,,,,,J,06:39:43,2024-03-24,4807.58,2707.15,KG,13.553,M3,03:50:44
100,8000000441,2024-03-02,09:00:00,WHOUSE02,LF,C00011,C00011,2024-04-01,2024-04-17,2024-04-01,2024-04-01,SP02,R0001,,,,,J,09:16:42,2024-03-03,343.86,4963.61,KG,1.332,M3,04:57:03
100,8000000442,2024-03-20,09:00:00,WHOUSE02,LF,C00005,C00005,2024-04-16,2024-04-18,2024-04-16,2024-04-16,SP01,R0004,,,,,J,11:04:52,2024-03-21,1623.18,1622.12,KG,11.013,M3,07:47:44
100,8000000443,2024-07-31,09:00:00,WHOUSE02,LF,C00005,C00005,2024-08-25,2024-08-24,2024-08-25,2024-08-25,SP03,R0003,,,,,J,12:03:52,2024-08-01,2388.73,905.15,KG,26.102,M3,17:54:07
100,8000000444,2024-03-05,09:00:00,WHOUSE01,LF,C00010,C00010,2024-03-19,2024-03-20,2024-03-19,2024-03-19,SP02,R0003,,,,,J,09:57:29,2024-03-06,1453.72,1605.09,KG,1.305,M3,17:30:25
100,8000000445,2024-07-03,09:00:00,WHOUSE01,LF,C00015,C00015,2024-07-15,2024-07-15,2024-07-15,2024-07-15,SP01,R0001,,,,,J,15:32:39,2024-07-04,1183.41,1830.81,KG,20.23,M3,20:37:45
100,8000000446,2024-01-14,09:00:00,WHOUSE02,LF,C00008,C00008,2024-02-05,2024-02-02,2024-02-05,2024-02-05,SP01,R0002,,,,,J,12:01:00,2024-01-15,4717.26,613.89,KG,39.946,M3,23:52:08
100,8000000448,2024-02-13,09:00:00,WHOUSE02,LF,C00012,C00012,2024-03-11,2024-03-13,2024-03-11,2024-03-11,SP03,R0001,,,,,J,10:20:31,2024-02-14,4020.07,861.52,KG,23.069,M3,01:33:11
100,8000000449,2024-09-23,09:00:00,WHOUSE02,LF,C00006,C00006,2024-10-21,2024-10-19,2024-10-21,2024-10-21,SP01,R0003,,,,,J,10:16:53,2024-09-24,2087.56,4607.51,KG,31.126,M3,17:56:14
100,8000000451,2024-02-06,09:00:00,WHOUSE02,LF,C00006,C00006,2024-02-21,2024-02-20,2024-02-21,2024-02-21,SP02,R0001,,,,,J,11:48:10,2024-02-07,74.71,1104.79,KG,14.318,M3,04:15:58
100,8000000452,2024-05-27,09:00:00,WHOUSE01,LF,C00003,C00003,2024-06-14,2024-06-17,2024-06-14,2024-06-14,SP03,R0003,,,,,J,10:26:09,2024-05-28,1546.96,2680.53,KG,2.641,M3,01:32:54
100,8000000453,2024-04-25,09:00:00,WHOUSE02,LF,C00001,C00001,2024-05-25,2024-05-25,2024-05-25,2024-05-25,SP01,R0003,,,,,J,06:57:14,2024-04-26,801.43,43.24,KG,25.898,M3,19:34:56
100,8000000454,2024-09-28,09:00:00,WHOUSE02,LF,C00009,C00009,2024-10-20,2024-10-18,2024-10-20,2024-10-20,SP03,R0002,,,,,J,07:31:54,2024-09-29,3155.99,4269.26,KG,6.253,M3,02:15:34
100,8000000455,2024-04-20,09:00:00,WHOUSE02,LF,C00006,C00006,2024-04-27,2024-04-29,2024-04-27,2024-04-27,SP03,R0003,,,,,J,11:51:25,2024-04-21,3423.45,4439.73,KG,21.976,M3,17:05:21
100,8000000456,2024-02-04,09:00:00,WHOUSE02,LF,C00011,C00011,2024-02-12,2024-02-11,2024-02-12,2024-02-12,SP02,R0004,,,,,J,17:50:44,2024-02-05,2150.7,4980.89,KG,24.427,M3,16:34:05
100,8000000457,2024-04-26,09:00:00,WHOUSE01,LF,C00001,C00001,2024-05-11,2024-05-09,2024-05-11,2024-05-11,SP02,R0002,,,,,J,12:40:02,2024-04-27,618.02,4251.28,KG,38.206,M3,08:16:21
100,8000000458,2024-01-08,09:00:00,WHOUSE02,LF,C00005,C00005,2024-02-04,2024-02-02,2024-02-04,2024-02-04,SP02,R0004,,,,,J,11:23:35,2024-01-09,655.85,252.78,KG,1.904,M3,17:08:52
100,8000000459,2024-08-05,09:00:00,WHOUSE02,LF,C00006,C00006,2024-08-28,2024-08-28,2024-08-28,2024-08-28,SP01,R0001,,,,,J,06:11:04,2024-08-06,1416.67,1014.54,KG,38.987,M3,05:02:27
100,8000000460,2024-07-25,09:00:00,WHOUSE01,LF,C00008,C00008,2024-08-19,2024-09-13,2024-08-19,2024-08-19,SP02,R0003,,,,,J,14:23:08,2024-07-26,3626.54,1878.31,KG,36.46,M3,15:54:53
100,8000000461,2024-08-22,09:00:00,WHOUSE02,LF,C00009,C00009,2024-08-30,2024-09-10,2024-08-30,2024-08-30,SP03,R0002,,,,,J,17:42:43,2024-08-23,4037.55,3760.49,KG,28.361,M3,06:08:51
100,8000000462,2024-05-14,09:00:00,WHOUSE01,LF,C00014,C00014,2024-05-22,2024-05-21,2024-05-22,2024-05-22,SP02,R0003,,,,,J,16:55:03,2024-05-15,4321.85,4652.31,KG,3.458,M3,07:44:40
100,8000000463,2024-09-30,09:00:00,WHOUSE02,LF,C00003,C00003,2024-10-07,2024-10-10,2024-10-07,2024-10-07,SP02,R0002,,,,,J,11:30:46,2024-10-01,1854.14,1267.28,KG,48.41,M3,02:33:09
100,8000000464,2024-09-08,09:00:00,WHOUSE02,LF,C00005,C00005,2024-09-22,2024-09-25,2024-09-22,2024-09-22,SP02,R0001,,,,,J,08:28:58,2024-09-09,4852.45,2452.33,KG,46.654,M3,19:28:04
100,8000000465,2024-01-29,09:00:00,WHOUSE02,LF,C00013,C00013,2024-02-21,2024-02-18,2024-02-21,2024-02-21,SP03,R0004,,,,,J,14:44:17,2024-01-30,324.99,3857.88,KG,18.958,M3,13:46:40
100,8000000466,2024-07-17,09:00:00,WHOUSE01,LF,C00014,C00014,2024-08-04,2024-08-06,2024-08-04,2024-08-04,SP03,R0001,,,,,J,07:54:44,2024-07-18,2240.92,5015.16,KG,33.065,M3,17:05:47
100,8000000467,2024-09-03,09:00:00,WHOUSE02,LF,C00012,C00012,2024-10-02,2024-09-30,2024-10-02,2024-10-02,SP03,R0004,,,,,J,15:53:07,2024-09-04,2090.83,569.24,KG,22.049,M3,10:29:10
100,8000000468,2024-01-11,09:00:00,WHOUSE01,LF,C00002,C00002,2024-02-05,2024-02-07,2024-02-05,2024-02-05,SP03,R0003,,,,,J,13:42:40,2024-01-12,1055.19,775.96,KG,36.155,M3,21:17:54
100,8000000469,2024-04-21,09:00:00,WHOUSE01,LF,C00014,C00014,2024-05-20,2024-05-17,2024-05-20,2024-05-20,SP03,R0002,,,,,J,17:22:08,2024-04-22,1637.74,4075.08,KG,13.429,M3,10:01:02
100,8000000470,2024-08-31,09:00:00,WHOUSE01,LF,C00010,C00010,2024-09-10,2024-09-07,2024-09-10,2024-09-10,SP03,R0004,,,,,J,06:25:50,2024-09-01,1174.86,5207.34,KG,7.196,M3,00:49:01
100,8000000471,2024-05-20,09:00:00,WHOUSE02,LF,C00013,C00013,2024-05-30,2024-06-13,2024-05-30,2024-05-30,SP03,R0002,,,,,J,15:20:53,2024-05-21,4360.65,3100.49,KG,45.758,M3,21:44:01
100,8000000473,2024-08-14,09:00:00,WHOUSE02,LF,C00001,C00001,2024-09-04,2024-09-27,2024-09-04,2024-09-04,SP01,R0002,,,,,J,14:47:02,2024-08-15,1569.56,2416.28,KG,4.75,M3,23:01:05
100,8000000474,2024-08-15,09:00:00,WHOUSE02,LF,C00007,C00007,2024-09-01,2024-09-04,2024-09-01,2024-09-01,SP02,R0003,,,,,J,08:34:02,2024-08-16,4579.53,2024.32,KG,19.256,M3,10:10:48
100,8000000475,2024-07-18,09:00:00,WHOUSE02,LF,C00015,C00015,2024-08-09,2024-08-09,2024-08-09,2024-08-09,SP01,R0002,,,,,J,13:19:01,2024-07-19,4862.91,3847.68,KG,19.781,M3,23:51:40
100,8000000476,2024-01-11,09:00:00,WHOUSE01,LF,C00006,C00006,2024-01-26,2024-01-26,2024-01-26,2024-01-26,SP01,R0003,,,,,J,16:41:02,2024-01-12,3936.16,124.71,KG,2.19,M3,18:05:05
100,8000000477,2024-09-03,09:00:00,WHOUSE01,LF,C00013,C00013,2024-09-21,2024-10-03,2024-09-21,2024-09-21,SP03,R0003,,,,,J,12:15:08,2024-09-04,2779.43,2894.16,KG,15.215,M3,22:12:30
100,8000000478,2024-05-24,09:00:00,WHOUSE01,LF,C00006,C00006,2024-06-20,2024-06-18,2024-06-20,2024-06-20,SP01,R0004,,,,,J,09:15:23,2024-05-25,2890.33,3819.64,KG,47.683,M3,03:28:50
100,8000000479,2024-06-09,09:00:00,WHOUSE01,LF,C00005,C00005,2024-06-16,2024-06-19,2024-06-16,2024-06-16,SP03,R0002,,,,,J,12:31:13,2024-06-10,1661.99,3495.96,KG,9.805,M3,17:41:23
100,8000000480,2024-04-12,09:00:00,WHOUSE01,LF,C00013,C00013,2024-04-27,2024-05-05,2024-04-27,2024-04-27,SP01,R0001,,,,,J,13:49:21,2024-04-13,979.95,595.53,KG,28.508,M3,01:50:40
100,8000000481,2024-02-06,09:00:00,WHOUSE01,LF,C00010,C00010,2024-03-06,2024-03-07,2024-03-06,2024-03-06,SP02,R0001,,,,,J,11:58:59,2024-02-07,644.39,2611.44,KG,20.938,M3,23:38:01
100,8000000482,2024-08-03,09:00:00,WHOUSE02,LF,C00003,C00003,2024-08-23,2024-08-26,2024-08-23,2024-08-23,SP02,R0002,,,,,J,16:00:41,2024-08-04,1615.95,1542.62,KG,41.314,M3,23:09:22
100,8000000483,2024-01-22,09:00:00,WHOUSE02,LF,C00004,C00004,2024-02-10,2024-03-05,2024-02-10,2024-02-10,SP02,R0002,,,,,J,12:04:34,2024-01-23,3167.08,3070.36,KG,7.667,M3,10:24:43
100,8000000484,2024-03-02,09:00:00,WHOUSE02,LF,C00007,C00007,2024-03-30,2024-04-04,2024-03-30,2024-03-30,SP02,R0002,,,,,J,08:01:41,2024-03-03,4855.97,2329.34,KG,27.398,M3,03:50:58
100,8000000485,2024-03-08,09:00:00,WHOUSE01,LF,C00015,C00015,2024-04-03,2024-04-04,2024-04-03,2024-04-03,SP03,R0003,,,,,J,17:19:12,2024-03-09,1152.34,369.68,KG,12.832,M3,16:41:18
100,8000000486,2024-02-26,09:00:00,WHOUSE02,LF,C00006,C00006,2024-03-27,2024-03-24,2024-03-27,2024-03-27,SP03,R0003,,,,,J,07:17:49,2024-02-27,2968.25,1454.11,KG,45.812,M3,09:16:10
100,8000000487,2024-05-08,09:00:00,WHOUSE01,LF,C00015,C00015,2024-05-24,2024-06-16,2024-05-24,2024-05-24,SP03,R0003,,,,,J,15:49:29,2024-05-09,1192.72,5218.26,KG,0.128,M3,02:34:52
100,8000000488,2024-06-06,09:00:00,WHOUSE01,LF,C00010,C00010,2024-07-04,2024-07-03,2024-07-04,2024-07-04,SP02,R0003,,,,,J,17:26:16,2024-06-07,4100.09,1974.74,KG,3.405,M3,04:38:42
