MANDT,VBELN,POSNR,MATNR,ARKTX,LFIMG,MEINS,LGMNG,WERKS,LGORT,VGBEL,VGPOS,VGTYP,ERNAM,ERDAT,ERZET,VRKME,NTGEW,GEWEI,VOLUM,VOLEH
100,8000000404,10,MAT00019,Material MAT00019,14.0,EA,14.0,P001,SL02,1000000404,10,C,WHOUSE01,2024-06-10,13:56:56,ST,20.66,KG,8.836,M3
100,8000000404,20,MAT00024,Material MAT00024,41.0,EA,41.0,P001,SL02,1000000404,20,C,WHOUSE01,2024-06-10,11:59:52,ST,78.82,KG,5.224,M3
100,8000000405,10,MAT00029,Material MAT00029,171.0,EA,171.0,P003,SL02,1000000405,10,C,WHOUSE01,2024-04-07,14:05:15,ST,154.11,KG,7.377,M3
100,8000000406,10,MAT00031,Material MAT00031,10.0,EA,10.0,P002,SL01,1000000406,10,C,WHOUSE02,2024-02-01,09:07:45,M,319.94,KG,2.339,M3
100,8000000406,20,MAT00033,Material MAT00033,191.0,EA,191.0,P002,SL01,1000000406,20,C,WHOUSE02,2024-02-01,17:43:13,EA,293.58,KG,9.829,M3
100,8000000407,10,MAT00019,Material MAT00019,72.0,EA,72.0,P001,SL03,1000000407,10,C,WHOUSE02,2024-04-13,08:06:22,PC,439.33,KG,9.725,M3
100,8000000407,20,MAT00025,Material MAT00025,112.0,EA,112.0,P001,SL03,1000000407,20,C,WHOUSE02,2024-04-13,11:49:14,L,37.3,KG,3.744,M3
100,8000000408,10,MAT00032,Material MAT00032,10.0,EA,10.0,P003,SL01,1000000408,10,C,WHOUSE01,2024-02-13,16:00:15,KG,118.97,KG,9.326,M3
100,8000000409,10,MAT00021,Material MAT00021,22.0,EA,22.0,P001,SL01,1000000409,10,C,WHOUSE01,2024-04-06,13:40:02,PC,321.68,KG,5.396,M3
100,8000000410,10,MAT00027,Material MAT00027,42.0,EA,42.0,P003,SL01,1000000410,10,C,WHOUSE02,2024-02-23,16:32:35,L,413.08,KG,0.627,M3
100,8000000411,10,MAT00022,Material MAT00022,180.0,EA,180.0,P003,SL01,1000000411,10,C,WHOUSE01,2024-02-21,15:06:22,PC,495.61,KG,0.267,M3
100,8000000412,10,MAT00026,Material MAT00026,199.0,EA,199.0,P002,SL01,1000000412,10,C,WHOUSE02,2024-04-03,10:38:13,M,58.75,KG,5.406,M3
100,8000000412,20,MAT00030,Material MAT00030,155.0,EA,155.0,P002,SL01,1000000412,20,C,WHOUSE02,2024-04-03,08:36:24,ST,163.66,KG,4.194,M3
100,8000000413,10,MAT00031,Material MAT00031,97.0,EA,97.0,P002,SL02,1000000413,10,C,WHOUSE02,2024-09-13,16:11:34,PC,159.37,KG,3.209,M3
100,8000000414,10,MAT00027,Material MAT00027,81.0,EA,81.0,P003,SL01,1000000414,10,C,WHOUSE02,2024-05-26,08:33:09,KG,104.96,KG,6.669,M3
100,8000000417,10,MAT00018,Material MAT00018,1.0,EA,1.0,P001,SL02,1000000417,10,C,WHOUSE02,2024-06-18,07:24:16,KG,162.66,KG,8.29,M3
100,8000000418,10,MAT00029,Material MAT00029,151.0,EA,151.0,P002,SL03,1000000418,10,C,WHOUSE01,2024-07-07,12:51:40,L,240.78,KG,1.807,M3
100,8000000419,10,MAT00022,Material MAT00022,101.0,EA,101.0,P001,SL03,1000000419,10,C,WHOUSE02,2024-02-23,12:23:50,PC,261.37,KG,1.897,M3
100,8000000420,10,MAT00030,Material MAT00030,53.0,EA,53.0,P002,SL01,1000000420,10,C,WHOUSE02,2024-09-29,15:34:58,EA,317.08,KG,5.639,M3
100,8000000422,10,MAT00021,Material MAT00021,120.0,EA,120.0,P002,SL02,1000000422,10,C,WHOUSE02,2024-02-26,11:58:37,L,213.42,KG,3.003,M3
100,8000000423,10,MAT00023,Material MAT00023,86.0,EA,86.0,P002,SL01,1000000423,10,C,WHOUSE02,2024-02-22,17:20:31,EA,369.34,KG,4.038,M3
100,8000000423,20,MAT00028,Material MAT00028,47.0,EA,47.0,P002,SL01,1000000423,20,C,WHOUSE02,2024-02-22,10:42:43,PC,341.32,KG,7.648,M3
100,8000000424,10,MAT00023,Material MAT00023,159.0,EA,159.0,P001,SL02,1000000424,10,C,WHOUSE01,2024-04-14,11:22:05,L,142.67,KG,6.683,M3
100,8000000424,20,MAT00030,Material MAT00030,7.0,EA,7.0,P001,SL02,1000000424,20,C,WHOUSE01,2024-04-14,09:00:11,PC,142.9,KG,9.342,M3
100,8000000425,10,MAT00019,Material MAT00019,92.0,EA,92.0,P001,SL02,1000000425,10,C,WHOUSE01,2024-10-09,09:50:18,PC,260.38,KG,5.114,M3
100,8000000425,20,MAT00022,Material MAT00022,115.0,EA,115.0,P001,SL02,1000000425,20,C,WHOUSE01,2024-10-09,11:56:07,KG,308.84,KG,5.002,M3
100,8000000426,10,MAT00030,Material MAT00030,124.0,EA,124.0,P001,SL03,1000000426,10,C,WHOUSE02,2024-02-02,17:51:18,KG,193.53,KG,8.173,M3
100,8000000427,10,MAT00019,Material MAT00019,131.0,EA,131.0,P001,SL03,1000000427,10,C,WHOUSE02,2024-09-14,11:40:06,KG,310.36,KG,2.711,M3
100,8000000428,10,MAT00030,Material MAT00030,173.0,EA,173.0,P001,SL01,1000000428,10,C,WHOUSE02,2024-03-25,17:20:53,EA,358.65,KG,1.662,M3
100,8000000429,10,MAT00027,Material MAT00027,24.0,EA,24.0,P002,SL03,1000000429,10,C,WHOUSE01,2024-10-04,09:02:22,KG,72.89,KG,6.707,M3
100,8000000430,10,MAT00025,Material MAT00025,155.0,EA,155.0,P003,SL03,1000000430,10,C,WHOUSE01,2024-05-08,06:46:02,KG,481.58,KG,5.601,M3
100,8000000431,10,MAT00032,Material MAT00032,184.0,EA,184.0,P002,SL02,1000000431,10,C,WHOUSE01,2024-04-13,13:02:07,L,345.49,KG,5.052,M3
100,8000000432,10,MAT00020,Material MAT00020,54.0,EA,54.0,P001,SL03,1000000432,10,C,WHOUSE02,2024-08-24,15:25:24,KG,468.39,KG,4.639,M3
100,8000000432,20,MAT00022,Material MAT00022,113.0,EA,113.0,P001,SL03,1000000432,20,C,WHOUSE02,2024-08-24,14:00:03,M,212.11,KG,7.524,M3
100,8000000433,10,MAT00029,Material MAT00029,176.0,EA,176.0,P003,SL02,1000000433,10,C,WHOUSE01,2024-09-07,06:22:05,M,449.54,KG,5.79,M3
100,8000000434,10,MAT00023,Material MAT00023,43.0,EA,43.0,P002,SL03,1000000434,10,C,WHOUSE02,2024-02-09,13:31:24,PC,394.62,KG,9.99,M3
100,8000000435,10,MAT00027,Material MAT00027,14.0,EA,14.0,P001,SL02,1000000435,10,C,WHOUSE01,2024-08-13,07:41:43,PC,359.96,KG,9.303,M3
100,8000000435,20,MAT00033,Material MAT00033,101.0,EA,101.0,P001,SL02,1000000435,20,C,WHOUSE01,2024-08-13,14:54:07,EA,147.04,KG,4.777,M3
100,8000000436,10,MAT00020,Material MAT00020,91.0,EA,91.0,P002,SL02,1000000436,10,C,WHOUSE02,2024-08-26,07:10:04,M,207.23,KG,6.358,M3
100,8000000439,10,MAT00026,Material MAT00026,5.0,EA,5.0,P001,SL02,1000000439,10,C,WHOUSE01,2024-03-17,08:29:31,PC,373.7,KG,2.679,M3
100,8000000439,20,MAT00020,Material MAT00020,131.0,EA,131.0,P001,SL02,1000000439,20,C,WHOUSE01,2024-03-17,12:39:17,ST,65.74,KG,5.893,M3
100,8000000440,10,MAT00017,Material MAT00017,95.0,EA,95.0,P002,SL03,1000000440,10,C,WHOUSE01,2024-04-19,08:24:54,EA,423.14,KG,2.301,M3
100,8000000441,10,MAT00029,Material MAT00029,73.0,EA,73.0,P003,SL03,1000000441,10,C,WHOUSE02,2024-04-17,12:18:53,PC,492.41,KG,1.188,M3
100,8000000442,10,MAT00025,Material MAT00025,191.0,EA,191.0,P001,SL01,1000000442,10,C,WHOUSE02,2024-04-18,09:46:44,M,352.14,KG,9.048,M3
100,8000000442,20,MAT00031,Material MAT00031,69.0,EA,69.0,P001,SL01,1000000442,20,C,WHOUSE02,2024-04-18,17:19:46,KG,459.7,KG,0.893,M3
100,8000000443,10,MAT00027,Material MAT00027,119.0,EA,119.0,P003,SL01,1000000443,10,C,WHOUSE02,2024-08-24,07:41:28,M,144.67,KG,5.814,M3
100,8000000444,10,MAT00019,Material MAT00019,200.0,EA,200.0,P001,SL03,1000000444,10,C,WHOUSE01,2024-03-20,08:36:51,ST,474.9,KG,1.134,M3
100,8000000444,20,MAT00033,Material MAT00033,36.0,EA,36.0,P001,SL03,1000000444,20,C,WHOUSE01,2024-03-20,17:12:08,EA,35.73,KG,4.277,M3
100,8000000445,10,MAT00018,Material MAT00018,54.0,EA,54.0,P002,SL01,1000000445,10,C,WHOUSE01,2024-07-15,12:36:09,M,110.0,KG,4.949,M3
100,8000000446,10,MAT00023,Material MAT00023,135.0,EA,135.0,P003,SL02,1000000446,10,C,WHOUSE02,2024-02-02,12:43:55,M,406.97,KG,5.523,M3
100,8000000448,10,MAT00030,Material MAT00030,54.0,EA,54.0,P003,SL03,1000000448,10,C,WHOUSE02,2024-03-13,11:49:06,EA,354.08,KG,2.489,M3
100,8000000449,10,MAT00030,Material MAT00030,124.0,EA,124.0,P001,SL01,1000000449,10,C,WHOUSE02,2024-10-19,13:25:24,ST,404.06,KG,4.88,M3
100,8000000449,20,MAT00031,Material MAT00031,167.0,EA,167.0,P001,SL01,1000000449,20,C,WHOUSE02,2024-10-19,10:42:28,M,53.82,KG,6.745,M3
100,8000000451,10,MAT00031,Material MAT00031,103.0,EA,103.0,P001,SL01,1000000451,10,C,WHOUSE02,2024-02-20,11:59:59,KG,67.73,KG,8.087,M3
100,8000000452,10,MAT00031,Material MAT00031,54.0,EA,54.0,P001,SL02,1000000452,10,C,WHOUSE01,2024-06-17,11:47:17,ST,418.33,KG,5.537,M3
100,8000000453,10,MAT00030,Material MAT00030,150.0,EA,150.0,P001,SL03,1000000453,10,C,WHOUSE02,2024-05-25,11:50:44,KG,64.02,KG,2.249,M3
100,8000000454,10,MAT00033,Material MAT00033,69.0,EA,69.0,P001,SL02,1000000454,10,C,WHOUSE02,2024-10-18,10:07:00,L,303.68,KG,7.231,M3
100,8000000455,10,MAT00025,Material MAT00025,30.0,EA,30.0,P002,SL02,1000000455,10,C,WHOUSE02,2024-04-29,15:35:09,PC,439.45,KG,3.547,M3
100,8000000456,10,MAT00020,Material MAT00020,139.0,EA,139.0,P001,SL03,1000000456,10,C,WHOUSE02,2024-02-11,15:15:08,ST,322.93,KG,7.793,M3
100,8000000456,20,MAT00023,Material MAT00023,104.0,EA,104.0,P001,SL03,1000000456,20,C,WHOUSE02,2024-02-11,17:00:45,KG,313.83,KG,4.608,M3
100,8000000457,10,MAT00032,Material MAT00032,106.0,EA,106.0,P001,SL03,1000000457,10,C,WHOUSE01,2024-05-09,08:36:21,PC,312.41,KG,7.981,M3
100,8000000457,20,MAT00016,Material MAT00016,158.0,EA,158.0,P001,SL03,1000000457,20,C,WHOUSE01,2024-05-09,06:29:05,PC,30.43,KG,8.05,M3
100,8000000458,10,MAT00029,Material MAT00029,128.0,EA,128.0,P002,SL02,1000000458,10,C,WHOUSE02,2024-02-02,13:31:13,KG,369.41,KG,6.704,M3
100,8000000459,10,MAT00020,Material MAT00020,194.0,EA,194.0,P002,SL01,1000000459,10,C,WHOUSE02,2024-08-28,11:30:50,L,442.86,KG,3.988,M3
100,8000000460,10,MAT00022,Material MAT00022,109.0,EA,109.0,P002,SL03,1000000460,10,C,WHOUSE01,2024-09-13,11:07:19,ST,260.28,KG,2.936,M3
100,8000000461,10,MAT00019,Material MAT00019,107.0,EA,107.0,P002,SL01,1000000461,10,C,WHOUSE02,2024-09-10,15:02:52,ST,208.27,KG,0.461,M3
100,8000000462,10,MAT00026,Material MAT00026,63.0,EA,63.0,P002,SL01,1000000462,10,C,WHOUSE01,2024-05-21,12:14:23,PC,245.28,KG,6.051,M3
100,8000000463,10,MAT00020,Material MAT00020,47.0,EA,47.0,P003,SL03,1000000463,10,C,WHOUSE02,2024-10-10,07:17:49,L,102.77,KG,4.222,M3
100,8000000464,10,MAT00016,Material MAT00016,115.0,EA,115.0,P001,SL02,1000000464,10,C,WHOUSE02,2024-09-25,08:39:32,ST,276.82,KG,6.4,M3
100,8000000465,10,MAT00030,Material MAT00030,61.0,EA,61.0,P002,SL01,1000000465,10,C,WHOUSE02,2024-02-18,13:45:51,KG,173.16,KG,8.353,M3
100,8000000466,10,MAT00024,Material MAT00024,95.0,EA,95.0,P001,SL03,1000000466,10,C,WHOUSE01,2024-08-06,14:24:54,PC,266.72,KG,3.769,M3
100,8000000467,10,MAT00020,Material MAT00020,146.0,EA,146.0,P001,SL03,1000000467,10,C,WHOUSE02,2024-09-30,09:42:17,KG,383.7,KG,5.473,M3
100,8000000468,10,MAT00024,Material MAT00024,101.0,EA,101.0,P001,SL03,1000000468,10,C,WHOUSE01,2024-02-07,09:21:05,ST,202.61,KG,7.206,M3
100,8000000469,10,MAT00023,Material MAT00023,61.0,EA,61.0,P001,SL02,1000000469,10,C,WHOUSE01,2024-05-17,08:00:18,PC,353.38,KG,9.356,M3
100,8000000470,10,MAT00023,Material MAT00023,185.0,EA,185.0,P001,SL03,1000000470,10,C,WHOUSE01,2024-09-07,06:20:05,EA,332.91,KG,4.299,M3
100,8000000470,20,MAT00028,Material MAT00028,58.0,EA,58.0,P001,SL03,1000000470,20,C,WHOUSE01,2024-09-07,15:06:52,L,89.29,KG,2.664,M3
100,8000000471,10,MAT00030,Material MAT00030,85.0,EA,85.0,P003,SL01,1000000471,10,C,WHOUSE02,2024-06-13,15:42:58,EA,91.15,KG,5.122,M3
100,8000000473,10,MAT00025,Material MAT00025,115.0,EA,115.0,P003,SL03,1000000473,10,C,WHOUSE02,2024-09-27,06:54:40,L,175.69,KG,1.525,M3
100,8000000474,10,MAT00032,Material MAT00032,31.0,EA,31.0,P001,SL03,1000000474,10,C,WHOUSE02,2024-09-04,11:47:47,M,232.67,KG,4.445,M3
100,8000000475,10,MAT00022,Material MAT00022,167.0,EA,167.0,P002,SL02,1000000475,10,C,WHOUSE02,2024-08-09,17:32:02,ST,130.91,KG,1.538,M3
100,8000000476,10,MAT00029,Material MAT00029,145.0,EA,145.0,P001,SL03,1000000476,10,C,WHOUSE01,2024-01-26,14:19:19,EA,486.67,KG,3.387,M3
100,8000000476,20,MAT00026,Material MAT00026,129.0,EA,129.0,P001,SL03,1000000476,20,C,WHOUSE01,2024-01-26,10:46:10,KG,281.46,KG,3.865,M3
100,8000000477,10,MAT00018,Material MAT00018,46.0,EA,46.0,P003,SL02,1000000477,10,C,WHOUSE01,2024-10-03,07:59:07,ST,133.55,KG,1.606,M3
100,8000000477,20,MAT00020,Material MAT00020,162.0,EA,162.0,P003,SL02,1000000477,20,C,WHOUSE01,2024-10-03,15:59:56,PC,68.7,KG,9.335,M3
100,8000000478,10,MAT00022,Material MAT00022,50.0,EA,50.0,P003,SL03,1000000478,10,C,WHOUSE01,2024-06-18,11:22:05,PC,78.22,KG,5.804,M3
100,8000000479,10,MAT00016,Material MAT00016,183.0,EA,183.0,P001,SL03,1000000479,10,C,WHOUSE01,2024-06-19,08:39:06,M,286.04,KG,2.439,M3
100,8000000480,10,MAT00029,Material MAT00029,150.0,EA,150.0,P002,SL01,1000000480,10,C,WHOUSE01,2024-05-05,17:11:34,L,17.31,KG,6.307,M3
100,8000000480,20,MAT00017,Material MAT00017,106.0,EA,106.0,P002,SL01,1000000480,20,C,WHOUSE01,2024-05-05,17:14:30,EA,72.08,KG,2.759,M3
100,8000000481,10,MAT00026,Material MAT00026,101.0,EA,101.0,P003,SL02,1000000481,10,C,WHOUSE01,2024-03-07,16:06:11,PC,46.03,KG,5.472,M3
100,8000000482,10,MAT00028,Material MAT00028,162.0,EA,162.0,P003,SL01,1000000482,10,C,WHOUSE02,2024-08-26,07:59:37,KG,408.52,KG,0.013,M3
100,8000000483,10,MAT00030,Material MAT00030,70.0,EA,70.0,P002,SL01,1000000483,10,C,WHOUSE02,2024-03-05,15:21:50,M,427.58,KG,9.677,M3
100,8000000484,10,MAT00017,Material MAT00017,113.0,EA,113.0,P001,SL01,1000000484,10,C,WHOUSE02,2024-04-04,08:30:50,PC,371.21,KG,9.602,M3
100,8000000485,10,MAT00027,Material MAT00027,192.0,EA,192.0,P003,SL01,1000000485,10,C,WHOUSE01,2024-04-04,06:38:09,L,191.82,KG,7.789,M3
100,8000000486,10,MAT00032,Material MAT00032,169.0,EA,169.0,P002,SL01,1000000486,10,C,WHOUSE02,2024-03-24,14:06:11,PC,329.18,KG,2.667,M3
100,8000000487,10,MAT00027,Material MAT00027,122.0,EA,122.0,P003,SL03,1000000487,10,C,WHOUSE01,2024-06-16,17:16:53,ST,121.3,KG,4.007,M3
100,8000000488,10,MAT00028,Material MAT00028,117.0,EA,117.0,P001,SL02,1000000488,10,C,WHOUSE01,2024-07-03,09:00:15,KG,52.02,KG,6.97,M3
100,8000000489,10,MAT00017,Material MAT00017,176.0,EA,176.0,P003,SL02,1000000489,10,C,WHOUSE02,2024-10-04,17:35:43,M,27.5,KG,2.287,M3
100,8000000490,10,MAT00019,Material MAT00019,179.0,EA,179.0,P001,SL02,1000000490,10,C,WHOUSE01,2024-03-20,09:55:33,ST,434.65,KG,0.42,M3
100,8000000490,20,MAT00017,Material MAT00017,157.0,EA,157.0,P001,SL02,1000000490,20,C,WHOUSE01,2024-03-20,12:01:18,L,359.43,KG,4.365,M3
100,8000000491,10,MAT00018,Material MAT00018,104.0,EA,104.0,P001,SL02,1000000491,10,C,WHOUSE01,2024-09-14,17:29:09,EA,480.21,KG,9.85,M3
100,8000000492,10,MAT00016,Material MAT00016,192.0,EA,192.0,P003,SL02,1000000492,10,C,WHOUSE01,2024-02-29,08:06:22,PC,323.06,KG,3.958,M3
100,8000000493,10,MAT00032,Material MAT00032,75.0,EA,75.0,P003,SL03,1000000493,10,C,WHOUSE02,2024-09-24,08:54:25,M,88.6,KG,1.522,M3
100,8000000493,20,MAT00018,Material MAT00018,101.0,EA,101.0,P003,SL03,1000000493,20,C,WHOUSE02,2024-09-24,11:48:14,PC,229.13,KG,9.875,M3
100,8000000494,10,MAT00022,Material MAT00022,78.0,EA,78.0,P003,SL01,1000000494,10,C,WHOUSE01,2024-03-12,06:12:49,M,108.32,KG,5.277,M3
100,8000000495,10,MAT00022,Material MAT00022,134.0,EA,134.0,P001,SL02,1000000495,10,C,WHOUSE02,2024-10-14,12:24:39,L,222.01,KG,6.023,M3
100,8000000495,20,MAT00017,Material MAT00017,75.0,EA,75.0,P001,SL02,1000000495,20,C,WHOUSE02,2024-10-14,07:30:28,M,358.88,KG,0.691,M3
100,8000000496,10,MAT00031,Material MAT00031,39.0,EA,39.0,P003,SL02,1000000496,10,C,WHOUSE01,2024-05-22,14:26:16,ST,109.42,KG,0.23,M3
100,8000000497,10,MAT00026,Material MAT00026,125.0,EA,125.0,P002,SL02,1000000497,10,C,WHOUSE02,2024-06-11,13:19:42,EA,282.68,KG,8.332,M3
100,8000000498,10,MAT00019,Material MAT00019,171.0,EA,171.0,P003,SL02,1000000498,10,C,WHOUSE01,2024-01-23,14:42:25,KG,291.69,KG,0.901,M3
100,8000000499,10,MAT00027,Material MAT00027,26.0,EA,26.0,P002,SL01,1000000499,10,C,WHOUSE01,2024-06-21,11:01:48,EA,93.89,KG,0.748,M3
100,8000000499,20,MAT00025,Material MAT00025,39.0,EA,39.0,P002,SL01,1000000499,20,C,WHOUSE01,2024-06-21,12:25:31,PC,419.09,KG,9.987,M3
