MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,USNAM,TCODE,XBLNR,BKTXT
100,4900000661,2023,WA,WA,,2023-01-28,2023-01-28,2023-01-28,133100,WHOUSE01,MIGO,REF-4900000661,
100,4900000662,2024,WA,WA,,2024-07-23,2024-07-23,2024-07-23,091900,WHOUSE01,MIGO,REF-4900000662,
100,4900000663,2023,WA,WA,,2023-02-22,2023-02-22,2023-02-22,150800,WHOUSE02,MIGO,REF-4900000663,
100,4900000664,2023,WE,WE,,2023-08-14,2023-08-14,2023-08-14,104000,WHOUSE01,MIGO,REF-4900000664,
100,4900000665,2023,WE,WE,,2023-08-30,2023-08-30,2023-08-30,105600,WHOUSE02,MIGO,REF-4900000665,
100,4900000666,2023,WA,WA,,2023-07-14,2023-07-14,2023-07-14,130500,WHOUSE01,MIGO,REF-4900000666,
100,4900000667,2024,WA,WA,,2024-07-09,2024-07-09,2024-07-09,081400,WHOUSE02,MIGO,REF-4900000667,
100,4900000668,2024,UML,WA,,2024-09-05,2024-09-05,2024-09-05,075400,WHOUSE02,MIGO,REF-4900000668,
100,4900000669,2024,WE,WE,,2024-10-13,2024-10-13,2024-10-13,153600,WHOUSE02,MIGO,REF-4900000669,
100,4900000670,2023,WA,WA,,2023-01-10,2023-01-10,2023-01-10,105800,WHOUSE02,MIGO,REF-4900000670,
100,4900000671,2023,WE,WE,,2023-05-24,2023-05-24,2023-05-24,142600,WHOUSE02,MIGO,REF-4900000671,
100,4900000672,2023,WE,WE,,2023-01-31,2023-01-31,2023-01-31,073000,WHOUSE01,MIGO,REF-4900000672,
100,4900000673,2024,WA,WA,,2024-09-27,2024-09-27,2024-09-27,135800,WHOUSE02,MIGO,REF-4900000673,
100,4900000674,2024,UML,WA,,2024-07-04,2024-07-04,2024-07-04,160600,WHOUSE02,MIGO,REF-4900000674,
100,4900000675,2023,WE,WE,,2023-09-15,2023-09-15,2023-09-15,100400,WHOUSE01,MIGO,REF-4900000675,
100,4900000676,2023,WE,WE,,2023-12-08,2023-12-08,2023-12-08,150700,WHOUSE01,MIGO,REF-4900000676,
100,4900000677,2024,WA,WA,,2024-02-08,2024-02-08,2024-02-08,125700,WHOUSE02,MIGO,REF-4900000677,
100,4900000678,2024,WA,WA,,2024-06-16,2024-06-16,2024-06-16,171100,WHOUSE02,MIGO,REF-4900000678,
100,4900000679,2024,WE,WE,,2024-11-29,2024-11-29,2024-11-29,102100,WHOUSE02,MIGO,REF-4900000679,
100,4900000680,2024,WA,WA,,2024-07-30,2024-07-30,2024-07-30,082000,WHOUSE01,MIGO,REF-4900000680,
100,4900000681,2024,WA,WA,,2024-07-22,2024-07-22,2024-07-22,151300,WHOUSE01,MIGO,REF-4900000681,
100,4900000682,2024,UML,WA,,2024-08-09,2024-08-09,2024-08-09,172600,WHOUSE01,MIGO,REF-4900000682,
100,4900000683,2023,WA,WA,,2023-01-28,2023-01-28,2023-01-28,153200,WHOUSE02,MIGO,REF-4900000683,
100,4900000684,2024,WA,WA,,2024-07-17,2024-07-17,2024-07-17,092300,WHOUSE01,MIGO,REF-4900000684,
100,4900000685,2024,WA,WA,,2024-12-14,2024-12-14,2024-12-14,103700,WHOUSE01,MIGO,REF-4900000685,
100,4900000686,2023,WA,WA,,2023-12-16,2023-12-16,2023-12-16,095900,WHOUSE01,MIGO,REF-4900000686,
100,4900000687,2024,WA,WA,,2024-05-13,2024-05-13,2024-05-13,082400,WHOUSE01,MIGO,REF-4900000687,
100,4900000688,2023,WE,WE,,2023-11-03,2023-11-03,2023-11-03,095000,WHOUSE01,MIGO,REF-4900000688,
100,4900000689,2024,WE,WE,,2024-02-16,2024-02-16,2024-02-16,153400,WHOUSE01,MIGO,REF-4900000689,
100,4900000690,2024,WA,WA,,2024-02-28,2024-02-28,2024-02-28,115200,WHOUSE02,MIGO,REF-4900000690,
100,4900000691,2023,WA,WA,,2023-12-11,2023-12-11,2023-12-11,073700,WHOUSE02,MIGO,REF-4900000691,
100,4900000692,2024,UML,WA,,2024-03-01,2024-03-01,2024-03-01,075300,WHOUSE01,MIGO,REF-4900000692,
100,4900000693,2024,WE,WE,,2024-12-08,2024-12-08,2024-12-08,093900,WHOUSE01,MIGO,REF-4900000693,
100,4900000694,2024,WE,WE,,2024-11-14,2024-11-14,2024-11-14,073000,WHOUSE02,MIGO,REF-4900000694,
100,4900000695,2024,WA,WA,,2024-01-25,2024-01-25,2024-01-25,082300,WHOUSE01,MIGO,REF-4900000695,
100,4900000696,2023,WA,WA,,2023-07-10,2023-07-10,2023-07-10,120400,WHOUSE02,MIGO,REF-4900000696,
100,4900000697,2024,WA,WA,,2024-03-01,2024-03-01,2024-03-01,113600,WHOUSE02,MIGO,REF-4900000697,
100,4900000698,2024,UML,WA,,2024-08-14,2024-08-14,2024-08-14,163300,WHOUSE01,MIGO,REF-4900000698,
100,4900000699,2023,WE,WE,,2023-11-05,2023-11-05,2023-11-05,143600,WHOUSE02,MIGO,REF-4900000699,
100,4900000700,2023,WA,WA,,2023-05-04,2023-05-04,2023-05-04,075100,WHOUSE02,MIGO,REF-4900000700,
100,4900000701,2024,WE,WE,,2024-11-01,2024-11-01,2024-11-01,153500,WHOUSE01,MIGO,REF-4900000701,
100,4900000702,2023,WA,WA,,2023-06-04,2023-06-04,2023-06-04,163800,WHOUSE01,MIGO,REF-4900000702,
100,4900000703,2023,WA,WA,,2023-01-04,2023-01-04,2023-01-04,105800,WHOUSE01,MIGO,REF-4900000703,
100,4900000704,2024,WE,WE,,2024-03-28,2024-03-28,2024-03-28,133300,WHOUSE01,MIGO,REF-4900000704,
100,4900000705,2023,WA,WA,,2023-04-26,2023-04-26,2023-04-26,163200,WHOUSE01,MIGO,REF-4900000705,
100,4900000706,2023,WE,WE,,2023-02-05,2023-02-05,2023-02-05,164500,WHOUSE02,MIGO,REF-4900000706,
100,4900000707,2024,WA,WA,,2024-11-14,2024-11-14,2024-11-14,102100,WHOUSE01,MIGO,REF-4900000707,
100,4900000708,2023,WE,WE,,2023-10-19,2023-10-19,2023-10-19,123400,WHOUSE01,MIGO,REF-4900000708,
100,4900000709,2023,WA,WA,,2023-02-04,2023-02-04,2023-02-04,092400,WHOUSE01,MIGO,REF-4900000709,
100,4900000710,2024,WA,WA,,2024-12-19,2024-12-19,2024-12-19,134900,WHOUSE01,MIGO,REF-4900000710,
100,4900000711,2023,WA,WA,,2023-07-28,2023-07-28,2023-07-28,112500,WHOUSE01,MIGO,REF-4900000711,
100,4900000712,2024,WA,WA,,2024-11-14,2024-11-14,2024-11-14,103800,WHOUSE02,MIGO,REF-4900000712,
100,4900000713,2024,UML,WA,,2024-08-06,2024-08-06,2024-08-06,083700,WHOUSE01,MIGO,REF-4900000713,
100,4900000714,2024,UML,WA,,2024-01-27,2024-01-27,2024-01-27,150800,WHOUSE01,MIGO,REF-4900000714,
100,4900000715,2024,WA,WA,,2024-09-15,2024-09-15,2024-09-15,123700,WHOUSE02,MIGO,REF-4900000715,
100,4900000716,2023,WE,WE,,2023-09-16,2023-09-16,2023-09-16,112900,WHOUSE01,MIGO,REF-4900000716,
100,4900000717,2024,WE,WE,,2024-03-25,2024-03-25,2024-03-25,161400,WHOUSE02,MIGO,REF-4900000717,
100,4900000718,2023,WA,WA,,2023-04-27,2023-04-27,2023-04-27,174300,WHOUSE02,MIGO,REF-4900000718,
100,4900000719,2023,WA,WA,,2023-03-01,2023-03-01,2023-03-01,162200,WHOUSE01,MIGO,REF-4900000719,
100,4900000720,2023,WE,WE,,2023-08-26,2023-08-26,2023-08-26,133400,WHOUSE01,MIGO,REF-4900000720,
100,4900000721,2024,WA,WA,,2024-11-29,2024-11-29,2024-11-29,122400,WHOUSE02,MIGO,REF-4900000721,
100,4900000722,2024,WA,WA,,2024-04-04,2024-04-04,2024-04-04,082200,WHOUSE02,MIGO,REF-4900000722,
100,4900000723,2023,WA,WA,,2023-06-10,2023-06-10,2023-06-10,172800,WHOUSE02,MIGO,REF-4900000723,
100,4900000724,2023,WE,WE,,2023-11-27,2023-11-27,2023-11-27,073700,WHOUSE02,MIGO,REF-4900000724,
100,4900000725,2024,WA,WA,,2024-12-23,2024-12-23,2024-12-23,153600,WHOUSE01,MIGO,REF-4900000725,
100,4900000726,2024,WA,WA,,2024-05-21,2024-05-21,2024-05-21,165600,WHOUSE01,MIGO,REF-4900000726,
100,4900000727,2024,WE,WE,,2024-06-21,2024-06-21,2024-06-21,173000,WHOUSE01,MIGO,REF-4900000727,
100,4900000728,2023,UML,WA,,2023-06-29,2023-06-29,2023-06-29,071400,WHOUSE01,MIGO,REF-4900000728,
100,4900000729,2023,WA,WA,,2023-05-05,2023-05-05,2023-05-05,164100,WHOUSE01,MIGO,REF-4900000729,
100,4900000730,2023,WA,WA,,2023-06-25,2023-06-25,2023-06-25,171800,WHOUSE02,MIGO,REF-4900000730,
100,4900000731,2023,WA,WA,,2023-03-13,2023-03-13,2023-03-13,075100,WHOUSE01,MIGO,REF-4900000731,
100,4900000732,2023,WA,WA,,2023-06-09,2023-06-09,2023-06-09,071200,WHOUSE02,MIGO,REF-4900000732,
100,4900000733,2023,WE,WE,,2023-02-02,2023-02-02,2023-02-02,075200,WHOUSE01,MIGO,REF-4900000733,
100,4900000734,2024,WA,WA,,2024-01-13,2024-01-13,2024-01-13,093100,WHOUSE02,MIGO,REF-4900000734,
100,4900000735,2024,WA,WA,,2024-02-29,2024-02-29,2024-02-29,121300,WHOUSE02,MIGO,REF-4900000735,
100,4900000736,2024,WA,WA,,2024-10-30,2024-10-30,2024-10-30,072900,WHOUSE01,MIGO,REF-4900000736,
100,4900000737,2023,WA,WA,,2023-04-24,2023-04-24,2023-04-24,145800,WHOUSE02,MIGO,REF-4900000737,
100,4900000738,2024,WA,WA,,2024-05-10,2024-05-10,2024-05-10,085200,WHOUSE01,MIGO,REF-4900000738,
100,4900000739,2023,WA,WA,,2023-05-27,2023-05-27,2023-05-27,125000,WHOUSE02,MIGO,REF-4900000739,
100,4900000740,2024,WA,WA,,2024-03-31,2024-03-31,2024-03-31,135200,WHOUSE01,MIGO,REF-4900000740,
100,4900000741,2024,WA,WA,,2024-08-27,2024-08-27,2024-08-27,115200,WHOUSE02,MIGO,REF-4900000741,
100,4900000742,2024,WA,WA,,2024-10-21,2024-10-21,2024-10-21,102700,WHOUSE01,MIGO,REF-4900000742,
100,4900000743,2023,WA,WA,,2023-06-16,2023-06-16,2023-06-16,114000,WHOUSE02,MIGO,REF-4900000743,
100,4900000744,2024,WA,WA,,2024-05-20,2024-05-20,2024-05-20,103000,WHOUSE01,MIGO,REF-4900000744,
100,4900000745,2023,UML,WA,,2023-11-19,2023-11-19,2023-11-19,081200,WHOUSE02,MIGO,REF-4900000745,
100,4900000746,2024,WE,WE,,2024-05-11,2024-05-11,2024-05-11,085400,WHOUSE02,MIGO,REF-4900000746,
100,4900000747,2023,WA,WA,,2023-04-15,2023-04-15,2023-04-15,152000,WHOUSE01,MIGO,REF-4900000747,
100,4900000748,2024,WE,WE,,2024-09-20,2024-09-20,2024-09-20,111300,WHOUSE01,MIGO,REF-4900000748,
100,4900000749,2024,WE,WE,,2024-12-22,2024-12-22,2024-12-22,140000,WHOUSE01,MIGO,REF-4900000749,
100,4900000750,2023,WA,WA,,2023-10-18,2023-10-18,2023-10-18,072800,WHOUSE01,MIGO,REF-4900000750,
100,4900000751,2024,WE,WE,,2024-07-08,2024-07-08,2024-07-08,162700,WHOUSE02,MIGO,REF-4900000751,
100,4900000752,2023,WA,WA,,2023-03-23,2023-03-23,2023-03-23,101200,WHOUSE01,MIGO,REF-4900000752,
100,4900000753,2023,WE,WE,,2023-12-17,2023-12-17,2023-12-17,071500,WHOUSE01,MIGO,REF-4900000753,
100,4900000754,2023,UML,WA,,2023-02-06,2023-02-06,2023-02-06,072200,WHOUSE02,MIGO,REF-4900000754,
100,4900000755,2024,WA,WA,,2024-01-06,2024-01-06,2024-01-06,075900,WHOUSE01,MIGO,REF-4900000755,
100,4900000756,2024,WA,WA,,2024-11-01,2024-11-01,2024-11-01,175700,WHOUSE02,MIGO,REF-4900000756,
100,4900000757,2024,WE,WE,,2024-04-07,2024-04-07,2024-04-07,122500,WHOUSE02,MIGO,REF-4900000757,
100,4900000758,2023,WE,WE,,2023-07-02,2023-07-02,2023-07-02,075200,WHOUSE02,MIGO,REF-4900000758,
100,4900000759,2023,WA,WA,,2023-07-01,2023-07-01,2023-07-01,131000,WHOUSE02,MIGO,REF-4900000759,
100,4900000760,2024,WA,WA,,2024-09-14,2024-09-14,2024-09-14,161300,WHOUSE01,MIGO,REF-4900000760,
100,4900000761,2024,WE,WE,,2024-03-04,2024-03-04,2024-03-04,105400,WHOUSE01,MIGO,REF-4900000761,
100,4900000762,2023,WA,WA,,2023-03-26,2023-03-26,2023-03-26,174700,WHOUSE01,MIGO,REF-4900000762,
100,4900000763,2023,WA,WA,,2023-11-25,2023-11-25,2023-11-25,130700,WHOUSE02,MIGO,REF-4900000763,
100,4900000764,2023,WA,WA,,2023-03-25,2023-03-25,2023-03-25,080400,WHOUSE01,MIGO,REF-4900000764,
100,4900000765,2024,WA,WA,,2024-07-04,2024-07-04,2024-07-04,154400,WHOUSE01,MIGO,REF-4900000765,
100,4900000766,2023,WA,WA,,2023-06-08,2023-06-08,2023-06-08,131700,WHOUSE01,MIGO,REF-4900000766,
100,4900000767,2023,WA,WA,,2023-10-23,2023-10-23,2023-10-23,163300,WHOUSE02,MIGO,REF-4900000767,
100,4900000768,2024,WA,WA,,2024-04-20,2024-04-20,2024-04-20,105200,WHOUSE01,MIGO,REF-4900000768,
100,4900000769,2024,WA,WA,,2024-02-28,2024-02-28,2024-02-28,150400,WHOUSE01,MIGO,REF-4900000769,
100,4900000770,2024,WE,WE,,2024-11-19,2024-11-19,2024-11-19,160000,WHOUSE01,MIGO,REF-4900000770,
100,4900000771,2024,WA,WA,,2024-07-17,2024-07-17,2024-07-17,094800,WHOUSE01,MIGO,REF-4900000771,
100,4900000772,2024,WA,WA,,2024-08-01,2024-08-01,2024-08-01,154200,WHOUSE02,MIGO,REF-4900000772,
100,4900000773,2023,UML,WA,,2023-12-18,2023-12-18,2023-12-18,100900,WHOUSE02,MIGO,REF-4900000773,
100,4900000774,2023,WA,WA,,2023-06-23,2023-06-23,2023-06-23,120200,WHOUSE02,MIGO,REF-4900000774,
100,4900000775,2024,WA,WA,,2024-10-10,2024-10-10,2024-10-10,165000,WHOUSE02,MIGO,REF-4900000775,
100,4900000776,2023,WE,WE,,2023-10-22,2023-10-22,2023-10-22,091600,WHOUSE01,MIGO,REF-4900000776,
100,4900000777,2024,WA,WA,,2024-01-22,2024-01-22,2024-01-22,100500,WHOUSE01,MIGO,REF-4900000777,
100,4900000778,2024,WA,WA,,2024-02-22,2024-02-22,2024-02-22,154400,WHOUSE01,MIGO,REF-4900000778,
100,4900000779,2024,WA,WA,,2024-10-06,2024-10-06,2024-10-06,105800,WHOUSE01,MIGO,REF-4900000779,
100,4900000780,2023,WA,WA,,2023-12-11,2023-12-11,2023-12-11,111200,WHOUSE02,MIGO,REF-4900000780,
100,4900000781,2024,WA,WA,,2024-09-29,2024-09-29,2024-09-29,111000,WHOUSE01,MIGO,REF-4900000781,
100,4900000782,2024,WA,WA,,2024-01-23,2024-01-23,2024-01-23,105200,WHOUSE01,MIGO,REF-4900000782,
100,4900000783,2023,UML,WA,,2023-04-04,2023-04-04,2023-04-04,132300,WHOUSE01,MIGO,REF-4900000783,
100,4900000784,2024,UML,WA,,2024-07-15,2024-07-15,2024-07-15,123500,WHOUSE02,MIGO,REF-4900000784,
100,4900000785,2024,WA,WA,,2024-10-19,2024-10-19,2024-10-19,122200,WHOUSE01,MIGO,REF-4900000785,
100,4900000786,2023,WA,WA,,2023-08-31,2023-08-31,2023-08-31,133300,WHOUSE02,MIGO,REF-4900000786,
100,4900000787,2024,WA,WA,,2024-10-14,2024-10-14,2024-10-14,115500,WHOUSE01,MIGO,REF-4900000787,
100,4900000788,2023,WA,WA,,2023-09-08,2023-09-08,2023-09-08,080800,WHOUSE01,MIGO,REF-4900000788,
100,4900000789,2024,WA,WA,,2024-12-19,2024-12-19,2024-12-19,140000,WHOUSE02,MIGO,REF-4900000789,
100,4900000790,2024,WA,WA,,2024-09-16,2024-09-16,2024-09-16,072000,WHOUSE02,MIGO,REF-4900000790,
100,4900000791,2024,WA,WA,,2024-08-19,2024-08-19,2024-08-19,092400,WHOUSE02,MIGO,REF-4900000791,
100,4900000792,2023,WA,WA,,2023-08-02,2023-08-02,2023-08-02,160200,WHOUSE02,MIGO,REF-4900000792,
100,4900000793,2024,WA,WA,,2024-03-18,2024-03-18,2024-03-18,080400,WHOUSE02,MIGO,REF-4900000793,
100,4900000794,2024,WA,WA,,2024-08-07,2024-08-07,2024-08-07,170200,WHOUSE02,MIGO,REF-4900000794,
100,4900000795,2024,WA,WA,,2024-09-16,2024-09-16,2024-09-16,101500,WHOUSE01,MIGO,REF-4900000795,
100,4900000796,2024,UML,WA,,2024-11-05,2024-11-05,2024-11-05,093200,WHOUSE02,MIGO,REF-4900000796,
100,4900000797,2024,UML,WA,,2024-07-16,2024-07-16,2024-07-16,160500,WHOUSE02,MIGO,REF-4900000797,
100,4900000798,2023,UML,WA,,2023-08-15,2023-08-15,2023-08-15,102700,WHOUSE02,MIGO,REF-4900000798,
100,4900000799,2024,UML,WA,,2024-11-12,2024-11-12,2024-11-12,143100,WHOUSE02,MIGO,REF-4900000799,
100,4900000800,2023,UML,WA,,2023-06-10,2023-06-10,2023-06-10,104900,WHOUSE01,MIGO,REF-4900000800,
100,4900000801,2024,WA,WA,,2024-11-16,2024-11-16,2024-11-16,110500,WHOUSE02,MIGO,REF-4900000801,
100,4900000802,2023,WA,WA,,2023-12-11,2023-12-11,2023-12-11,102600,WHOUSE02,MIGO,REF-4900000802,
100,4900000803,2023,WA,WA,,2023-12-26,2023-12-26,2023-12-26,092600,WHOUSE02,MIGO,REF-4900000803,
100,4900000804,2024,WA,WA,,2024-03-14,2024-03-14,2024-03-14,080300,WHOUSE02,MIGO,REF-4900000804,
100,4900000805,2024,WA,WA,,2024-01-28,2024-01-28,2024-01-28,134600,WHOUSE02,MIGO,REF-4900000805,
100,4900000806,2024,WE,WE,,2024-05-09,2024-05-09,2024-05-09,163300,WHOUSE02,MIGO,REF-4900000806,
100,4900000807,2023,WA,WA,,2023-04-30,2023-04-30,2023-04-30,083700,WHOUSE01,MIGO,REF-4900000807,
100,4900000808,2024,WE,WE,,2024-04-08,2024-04-08,2024-04-08,080800,WHOUSE02,MIGO,REF-4900000808,
100,4900000809,2023,WA,WA,,2023-12-29,2023-12-29,2023-12-29,145400,WHOUSE01,MIGO,REF-4900000809,
100,4900000810,2023,WA,WA,,2023-04-29,2023-04-29,2023-04-29,161100,WHOUSE02,MIGO,REF-4900000810,
100,4900000811,2024,UML,WA,,2024-08-20,2024-08-20,2024-08-20,173200,WHOUSE01,MIGO,REF-4900000811,
100,4900000812,2024,WE,WE,,2024-11-13,2024-11-13,2024-11-13,090500,WHOUSE02,MIGO,REF-4900000812,
100,4900000813,2024,WA,WA,,2024-10-11,2024-10-11,2024-10-11,122300,WHOUSE01,MIGO,REF-4900000813,
100,4900000814,2024,WA,WA,,2024-10-02,2024-10-02,2024-10-02,122500,WHOUSE01,MIGO,REF-4900000814,
100,4900000815,2024,WA,WA,,2024-09-04,2024-09-04,2024-09-04,142100,WHOUSE01,MIGO,REF-4900000815,
100,4900000816,2023,WA,WA,,2023-05-21,2023-05-21,2023-05-21,093200,WHOUSE02,MIGO,REF-4900000816,
100,4900000817,2024,WA,WA,,2024-05-26,2024-05-26,2024-05-26,153100,WHOUSE02,MIGO,REF-4900000817,
100,4900000818,2024,WA,WA,,2024-08-04,2024-08-04,2024-08-04,165200,WHOUSE01,MIGO,REF-4900000818,
100,4900000819,2024,WA,WA,,2024-10-05,2024-10-05,2024-10-05,072700,WHOUSE01,MIGO,REF-4900000819,
100,4900000820,2023,WA,WA,,2023-03-30,2023-03-30,2023-03-30,074500,WHOUSE01,MIGO,REF-4900000820,
100,4900000821,2024,UML,WA,,2024-03-20,2024-03-20,2024-03-20,133900,WHOUSE01,MIGO,REF-4900000821,
100,4900000822,2023,WA,WA,,2023-09-02,2023-09-02,2023-09-02,152600,WHOUSE02,MIGO,REF-4900000822,
100,4900000823,2024,WA,WA,,2024-02-06,2024-02-06,2024-02-06,134000,WHOUSE01,MIGO,REF-4900000823,
100,4900000824,2024,WA,WA,,2024-07-24,2024-07-24,2024-07-24,174800,WHOUSE02,MIGO,REF-4900000824,
100,4900000825,2024,WA,WA,,2024-04-30,2024-04-30,2024-04-30,134900,WHOUSE02,MIGO,REF-4900000825,
100,4900000826,2024,WE,WE,,2024-04-10,2024-04-10,2024-04-10,174000,WHOUSE02,MIGO,REF-4900000826,
100,4900000827,2024,WA,WA,,2024-07-04,2024-07-04,2024-07-04,094200,WHOUSE01,MIGO,REF-4900000827,
100,4900000828,2023,WA,WA,,2023-12-19,2023-12-19,2023-12-19,164700,WHOUSE01,MIGO,REF-4900000828,
100,4900000829,2023,WA,WA,,2023-08-21,2023-08-21,2023-08-21,083300,WHOUSE02,MIGO,REF-4900000829,
100,4900000830,2023,WA,WA,,2023-07-07,2023-07-07,2023-07-07,140400,WHOUSE01,MIGO,REF-4900000830,
100,4900000831,2024,WA,WA,,2024-02-29,2024-02-29,2024-02-29,124600,WHOUSE02,MIGO,REF-4900000831,
100,4900000832,2023,WA,WA,,2023-02-03,2023-02-03,2023-02-03,120300,WHOUSE01,MIGO,REF-4900000832,
100,4900000833,2024,UML,WA,,2024-12-22,2024-12-22,2024-12-22,141300,WHOUSE02,MIGO,REF-4900000833,
100,4900000834,2024,WA,WA,,2024-04-21,2024-04-21,2024-04-21,145100,WHOUSE02,MIGO,REF-4900000834,
100,4900000835,2024,WA,WA,,2024-03-28,2024-03-28,2024-03-28,073100,WHOUSE02,MIGO,REF-4900000835,
100,4900000836,2023,WA,WA,,2023-12-19,2023-12-19,2023-12-19,164300,WHOUSE02,MIGO,REF-4900000836,
100,4900000837,2023,WA,WA,,2023-03-11,2023-03-11,2023-03-11,104200,WHOUSE02,MIGO,REF-4900000837,
100,4900000838,2023,WA,WA,,2023-01-31,2023-01-31,2023-01-31,163900,WHOUSE02,MIGO,REF-4900000838,
100,4900000839,2023,WA,WA,,2023-11-04,2023-11-04,2023-11-04,133500,WHOUSE01,MIGO,REF-4900000839,
100,4900000840,2023,WA,WA,,2023-06-25,2023-06-25,2023-06-25,070500,WHOUSE02,MIGO,REF-4900000840,
100,4900000841,2023,WA,WA,,2023-04-13,2023-04-13,2023-04-13,071700,WHOUSE02,MIGO,REF-4900000841,
100,4900000842,2023,UML,WA,,2023-02-06,2023-02-06,2023-02-06,124800,WHOUSE02,MIGO,REF-4900000842,
100,4900000843,2023,WA,WA,,2023-06-12,2023-06-12,2023-06-12,112000,WHOUSE01,MIGO,REF-4900000843,
100,4900000844,2024,WA,WA,,2024-08-02,2024-08-02,2024-08-02,091900,WHOUSE02,MIGO,REF-4900000844,
100,4900000845,2024,WA,WA,,2024-02-07,2024-02-07,2024-02-07,170100,WHOUSE02,MIGO,REF-4900000845,
100,4900000846,2023,WA,WA,,2023-12-07,2023-12-07,2023-12-07,091900,WHOUSE01,MIGO,REF-4900000846,
100,4900000847,2023,WA,WA,,2023-06-25,2023-06-25,2023-06-25,112800,WHOUSE02,MIGO,REF-4900000847,
100,4900000848,2024,WA,WA,,2024-04-26,2024-04-26,2024-04-26,151000,WHOUSE02,MIGO,REF-4900000848,
100,4900000849,2024,WA,WA,,2024-03-03,2024-03-03,2024-03-03,173200,WHOUSE02,MIGO,REF-4900000849,
100,4900000850,2024,UML,WA,,2024-01-24,2024-01-24,2024-01-24,172100,WHOUSE01,MIGO,REF-4900000850,
100,4900000851,2024,WA,WA,,2024-08-13,2024-08-13,2024-08-13,172800,WHOUSE01,MIGO,REF-4900000851,
100,4900000852,2024,WA,WA,,2024-04-25,2024-04-25,2024-04-25,102600,WHOUSE01,MIGO,REF-4900000852,
100,4900000853,2023,UML,WA,,2023-04-28,2023-04-28,2023-04-28,172500,WHOUSE01,MIGO,REF-4900000853,
100,4900000854,2024,WA,WA,,2024-09-16,2024-09-16,2024-09-16,122500,WHOUSE02,MIGO,REF-4900000854,
100,4900000855,2024,WA,WA,,2024-09-05,2024-09-05,2024-09-05,132500,WHOUSE01,MIGO,REF-4900000855,
100,4900000856,2024,WA,WA,,2024-09-16,2024-09-16,2024-09-16,132300,WHOUSE02,MIGO,REF-4900000856,
100,4900000857,2024,WA,WA,,2024-06-09,2024-06-09,2024-06-09,081200,WHOUSE02,MIGO,REF-4900000857,
100,4900000858,2023,WA,WA,,2023-05-13,2023-05-13,2023-05-13,160400,WHOUSE02,MIGO,REF-4900000858,
100,4900000859,2024,WA,WA,,2024-11-04,2024-11-04,2024-11-04,150500,WHOUSE02,MIGO,REF-4900000859,
100,4900000860,2023,WA,WA,,2023-10-17,2023-10-17,2023-10-17,145300,WHOUSE01,MIGO,REF-4900000860,
100,4900000861,2023,WA,WA,,2023-12-12,2023-12-12,2023-12-12,094500,WHOUSE01,MIGO,REF-4900000861,
100,4900000862,2024,WE,WE,,2024-07-26,2024-07-26,2024-07-26,120900,WHOUSE01,MIGO,REF-4900000862,
100,4900000863,2023,WA,WA,,2023-08-03,2023-08-03,2023-08-03,100100,WHOUSE02,MIGO,REF-4900000863,
100,4900000864,2024,WA,WA,,2024-11-24,2024-11-24,2024-11-24,150600,WHOUSE02,MIGO,REF-4900000864,
100,4900000865,2023,WE,WE,,2023-10-30,2023-10-30,2023-10-30,141900,WHOUSE01,MIGO,REF-4900000865,
100,4900000866,2023,WA,WA,,2023-10-15,2023-10-15,2023-10-15,071600,WHOUSE02,MIGO,REF-4900000866,
100,4900000867,2024,WA,WA,,2024-05-07,2024-05-07,2024-05-07,094600,WHOUSE02,MIGO,REF-4900000867,
100,4900000868,2023,WA,WA,,2023-10-10,2023-10-10,2023-10-10,150400,WHOUSE02,MIGO,REF-4900000868,
100,4900000869,2024,WA,WA,,2024-03-10,2024-03-10,2024-03-10,174000,WHOUSE02,MIGO,REF-4900000869,
100,4900000870,2024,UML,WA,,2024-03-13,2024-03-13,2024-03-13,130400,WHOUSE01,MIGO,REF-4900000870,
100,4900000871,2024,WA,WA,,2024-11-17,2024-11-17,2024-11-17,080800,WHOUSE02,MIGO,REF-4900000871,
100,4900000872,2023,WA,WA,,2023-05-03,2023-05-03,2023-05-03,164400,WHOUSE02,MIGO,REF-4900000872,
100,4900000873,2024,WA,WA,,2024-10-30,2024-10-30,2024-10-30,103600,WHOUSE02,MIGO,REF-4900000873,
100,4900000874,2023,WE,WE,,2023-07-20,2023-07-20,2023-07-20,103300,WHOUSE01,MIGO,REF-4900000874,
100,4900000875,2024,WA,WA,,2024-01-29,2024-01-29,2024-01-29,075200,WHOUSE02,MIGO,REF-4900000875,
100,4900000876,2023,WE,WE,,2023-07-06,2023-07-06,2023-07-06,125400,WHOUSE01,MIGO,REF-4900000876,
100,4900000877,2023,WA,WA,,2023-01-11,2023-01-11,2023-01-11,135900,WHOUSE01,MIGO,REF-4900000877,
100,4900000878,2023,WA,WA,,2023-12-18,2023-12-18,2023-12-18,170300,WHOUSE01,MIGO,REF-4900000878,
100,4900000879,2024,WA,WA,,2024-05-31,2024-05-31,2024-05-31,095900,WHOUSE02,MIGO,REF-4900000879,
100,4900000880,2023,WA,WA,,2023-05-01,2023-05-01,2023-05-01,141800,WHOUSE02,MIGO,REF-4900000880,
100,4900000881,2024,WA,WA,,2024-10-08,2024-10-08,2024-10-08,150300,WHOUSE02,MIGO,REF-4900000881,
