MANDT,OBJNR,STAT,INACT,CHGNR,UDATE,UTIME,USNAM,STSMA,VORGNG,VORZUSTAND,CDTCODE
100,OR1000000371000010,E0004,,2183,2024-05-16,11:26:24,FINANCE01,,,,VF01
100,OR1000000371000010,E0005,,2184,2024-05-18,07:29:39,AUTOCLR,,,,VF02
100,OR1000000372000010,E0001,,2185,2024-07-19,17:12:00,SALEUSER3,,,,VA01
100,OR1000000372000010,E0002,,2186,2024-07-25,16:15:49,WHOUSE02,,,,VL01N
100,OR1000000372000010,E0003,,2187,2024-07-25,15:29:13,WHOUSE02,,,,VL02N
100,OR1000000372000010,E0004,,2188,2024-07-29,14:07:41,FINANCE02,,,,VF01
100,OR1000000372000010,E0005,,2189,2024-08-01,16:49:18,FINANCE01,,,,VF02
100,OR1000000373000010,E0001,,2190,2024-04-24,08:47:44,SALEUSER2,,,,VA01
100,OR1000000373000010,E0002,,2191,2024-06-09,14:06:11,WHOUSE01,,,,VL01N
100,OR1000000373000010,E0003,,2192,2024-06-09,10:38:32,WHOUSE01,,,,VL02N
100,OR1000000373000010,E0004,,2193,2024-06-13,06:21:08,FINANCE02,,,,VF01
100,OR1000000373000010,E0005,,2194,2024-06-15,17:49:48,AUTOCLR,,,,VF02
100,OR1000000374000010,E0001,,2195,2024-07-13,07:10:53,SALEUSER2,,,,VA01
100,OR1000000374000010,E0002,,2196,2024-08-09,12:11:38,WHOUSE02,,,,VL01N
100,OR1000000374000010,E0003,,2197,2024-08-10,17:01:15,WHOUSE01,,,,VL02N
100,OR1000000374000010,E0004,,2198,2024-08-14,12:29:54,FINANCE02,,,,VF01
100,OR1000000374000010,E0005,,2199,2024-08-17,10:37:02,AUTOCLR,,,,VF02
100,OR1000000375000010,E0001,,2200,2024-02-08,15:27:27,SALEUSER3,,,,VA01
100,OR1000000375000010,E0002,,2201,2024-03-05,06:34:50,WHOUSE02,,,,VL01N
100,OR1000000375000010,E0003,,2202,2024-03-06,16:01:11,WHOUSE02,,,,VL02N
100,OR1000000375000010,E0004,,2203,2024-03-06,09:07:49,FINANCE02,,,,VF01
100,OR1000000375000010,E0005,,2204,2024-03-08,15:23:01,AUTOCLR,,,,VF02
100,OR1000000375000020,E0001,,2205,2024-02-08,07:51:03,SALEUSER3,,,,VA01
100,OR1000000375000020,E0002,,2206,2024-03-05,08:57:33,WHOUSE02,,,,VL01N
100,OR1000000375000020,E0003,,2207,2024-03-07,08:54:07,WHOUSE02,,,,VL02N
100,OR1000000375000020,E0004,,2208,2024-03-06,17:47:40,FINANCE01,,,,VF01
100,OR1000000375000020,E0005,,2209,2024-03-08,13:07:26,AUTOCLR,,,,VF02
100,OR1000000376000010,E0001,,2210,2024-02-04,08:20:46,SALEUSER3,,,,VA01
100,OR1000000376000010,E0002,,2211,2024-02-19,06:54:07,WHOUSE02,,,,VL01N
100,OR1000000376000010,E0003,,2212,2024-02-20,16:20:53,WHOUSE02,,,,VL02N
100,OR1000000376000010,E0004,,2213,2024-02-24,10:19:12,FINANCE02,,,,VF01
100,OR1000000376000010,E0005,,2214,2024-02-25,16:05:00,AUTOCLR,,,,VF02
100,OR1000000377000010,E0001,,2215,2024-07-06,10:38:39,SALEUSER2,,,,VA01
100,OR1000000377000010,E0002,,2216,2024-07-14,06:27:54,WHOUSE01,,,,VL01N
100,OR1000000377000010,E0003,,2217,2024-07-16,10:20:12,WHOUSE02,,,,VL02N
100,OR1000000377000010,E0004,,2218,2024-07-19,17:39:43,FINANCE02,,,,VF01
100,OR1000000377000010,E0005,,2219,2024-07-21,14:00:56,AUTOCLR,,,,VF02
100,OR1000000378000010,E0001,,2220,2024-03-25,09:33:17,SALEUSER3,,,,VA01
100,OR1000000378000010,I0001,,2221,2024-03-26,10:44:25,SALEUSER1,,,,VA02
100,OR1000000378000010,I0001,X,2222,2024-04-03,11:28:16,SALEUSER1,,,,VA02
100,OR1000000378000010,E0002,,2223,2024-04-17,16:11:11,WHOUSE02,,,,VL01N
100,OR1000000378000010,E0003,,2224,2024-04-19,16:01:45,WHOUSE02,,,,VL02N
100,OR1000000378000020,E0001,,2225,2024-03-25,08:19:04,SALEUSER3,,,,VA01
100,OR1000000378000020,I0001,,2226,2024-03-26,09:50:36,SALEUSER1,,,,VA02
100,OR1000000378000020,E0002,,2227,2024-04-17,10:59:26,WHOUSE02,,,,VL01N
100,OR1000000378000020,E0003,,2228,2024-04-19,15:26:24,WHOUSE01,,,,VL02N
100,OR1000000379000010,E0001,,2229,2024-02-22,12:40:28,SALEUSER2,,,,VA01
100,OR1000000379000010,E0002,,2230,2024-03-15,09:30:43,WHOUSE02,,,,VL01N
100,OR1000000379000010,E0003,,2231,2024-03-15,12:28:05,WHOUSE01,,,,VL02N
100,OR1000000379000010,E0004,,2232,2024-03-16,07:30:46,FINANCE01,,,,VF01
100,OR1000000379000010,E0005,,2233,2024-03-19,15:28:05,AUTOCLR,,,,VF02
100,OR1000000380000010,E0001,,2234,2024-08-05,07:18:27,SALEUSER2,,,,VA01
100,OR1000000380000010,E0002,,2235,2024-08-10,07:21:12,WHOUSE01,,,,VL01N
100,OR1000000380000010,E0003,,2236,2024-08-10,10:02:03,WHOUSE01,,,,VL02N
100,OR1000000381000010,E0001,,2237,2024-09-23,09:32:50,SALEUSER1,,,,VA01
100,OR1000000381000010,E0002,,2238,2024-10-19,09:56:59,WHOUSE01,,,,VL01N
100,OR1000000381000010,E0003,,2239,2024-10-19,11:26:57,WHOUSE01,,,,VL02N
100,OR1000000381000010,E0004,,2240,2024-10-22,06:59:48,FINANCE02,,,,VF01
100,OR1000000381000010,E0005,,2241,2024-10-25,16:39:58,AUTOCLR,,,,VF02
100,OR1000000382000010,E0001,,2242,2024-01-26,10:57:03,SALEUSER1,,,,VA01
100,OR1000000382000010,I0001,,2243,2024-01-27,06:28:05,SALEUSER1,,,,VA02
100,OR1000000382000010,I0001,X,2244,2024-02-02,13:07:56,FINANCE01,,,,VA02
100,OR1000000382000010,E0002,,2245,2024-02-16,09:49:51,WHOUSE02,,,,VL01N
100,OR1000000382000010,E0003,,2246,2024-02-17,08:00:15,WHOUSE02,,,,VL02N
100,OR1000000383000010,E0001,,2247,2024-08-25,08:44:17,SALEUSER1,,,,VA01
100,OR1000000383000010,E0002,,2248,2024-09-17,09:09:19,WHOUSE02,,,,VL01N
100,OR1000000383000010,E0003,,2249,2024-09-17,08:30:31,WHOUSE01,,,,VL02N
100,OR1000000384000010,E0001,,2250,2024-05-28,09:32:20,SALEUSER2,,,,VA01
100,OR1000000384000010,E0002,,2251,2024-06-10,08:42:47,WHOUSE02,,,,VL01N
100,OR1000000384000010,E0003,,2252,2024-06-12,14:08:26,WHOUSE02,,,,VL02N
100,OR1000000384000010,E0004,,2253,2024-06-15,11:41:47,FINANCE01,,,,VF01
100,OR1000000384000010,E0005,,2254,2024-06-18,14:53:40,FINANCE01,,,,VF02
100,OR1000000385000010,E0001,,2255,2024-01-24,06:24:54,SALEUSER3,,,,VA01
100,OR1000000385000010,E0002,,2256,2024-01-30,08:10:45,WHOUSE02,,,,VL01N
100,OR1000000385000010,E0003,,2257,2024-01-31,06:48:36,WHOUSE01,,,,VL02N
100,OR1000000386000010,E0001,,2258,2024-07-06,07:21:42,SALEUSER1,,,,VA01
100,OR1000000386000010,E0002,,2259,2024-07-27,14:13:04,WHOUSE01,,,,VL01N
100,OR1000000386000010,E0003,,2260,2024-07-27,08:02:41,WHOUSE01,,,,VL02N
100,OR1000000386000010,E0004,,2261,2024-08-01,10:16:16,FINANCE01,,,,VF01
100,OR1000000386000010,E0005,,2262,2024-08-03,13:36:17,AUTOCLR,,,,VF02
100,OR1000000386000020,E0001,,2263,2024-07-06,16:42:25,SALEUSER1,,,,VA01
100,OR1000000386000020,E0002,,2264,2024-07-27,07:35:43,WHOUSE01,,,,VL01N
100,OR1000000386000020,E0003,,2265,2024-07-28,16:18:38,WHOUSE02,,,,VL02N
100,OR1000000386000020,E0004,,2266,2024-08-01,14:14:57,FINANCE02,,,,VF01
100,OR1000000386000020,E0005,,2267,2024-08-03,11:50:55,FINANCE01,,,,VF02
100,OR1000000387000010,E0001,,2268,2024-07-04,06:18:27,SALEUSER2,,,,VA01
100,OR1000000387000010,E0002,,2269,2024-07-31,13:22:20,WHOUSE01,,,,VL01N
100,OR1000000387000010,E0003,,2270,2024-08-01,09:41:32,WHOUSE02,,,,VL02N
100,OR1000000387000010,E0004,,2271,2024-08-05,14:00:48,FINANCE02,,,,VF01
100,OR1000000387000010,E0005,,2272,2024-08-06,09:14:57,AUTOCLR,,,,VF02
100,OR1000000387000020,E0001,,2273,2024-07-04,17:51:29,SALEUSER2,,,,VA01
100,OR1000000387000020,E0002,,2274,2024-07-31,12:04:00,WHOUSE01,,,,VL01N
100,OR1000000387000020,E0003,,2275,2024-08-01,09:09:11,WHOUSE02,,,,VL02N
100,OR1000000387000020,E0004,,2276,2024-08-05,09:42:02,FINANCE02,,,,VF01
100,OR1000000387000020,E0005,,2277,2024-08-06,17:18:31,FINANCE01,,,,VF02
100,OR1000000388000010,E0001,,2278,2024-03-14,15:37:13,SALEUSER1,,,,VA01
100,OR1000000388000010,E0002,,2279,2024-03-18,07:36:13,WHOUSE02,,,,VL01N
100,OR1000000388000010,E0003,,2280,2024-03-19,11:34:28,WHOUSE02,,,,VL02N
100,OR1000000388000010,E0004,,2281,2024-03-21,12:42:51,FINANCE01,,,,VF01
100,OR1000000388000010,E0005,,2282,2024-03-22,16:29:28,AUTOCLR,,,,VF02
100,OR1000000389000010,E0001,,2283,2024-09-26,17:30:05,SALEUSER3,,,,VA01
100,OR1000000389000010,E0002,,2284,2024-11-02,09:57:26,WHOUSE02,,,,VL01N
100,OR1000000389000010,E0003,,2285,2024-11-02,16:40:13,WHOUSE02,,,,VL02N
100,OR1000000389000010,E0004,,2286,2024-11-03,09:33:50,FINANCE02,,,,VF01
100,OR1000000389000010,E0005,,2287,2024-11-06,14:48:29,FINANCE01,,,,VF02
100,OR1000000390000010,E0001,,2288,2024-04-01,15:02:45,SALEUSER3,,,,VA01
100,OR1000000390000010,E0002,,2289,2024-04-27,11:52:25,WHOUSE02,,,,VL01N
100,OR1000000390000010,E0003,,2290,2024-04-27,09:21:01,WHOUSE01,,,,VL02N
100,OR1000000390000010,E0004,,2291,2024-04-28,06:18:34,FINANCE02,,,,VF01
100,OR1000000390000010,E0005,,2292,2024-04-30,17:00:22,AUTOCLR,,,,VF02
100,OR1000000391000010,E0001,,2293,2024-03-18,15:42:06,SALEUSER3,,,,VA01
100,OR1000000391000010,I0001,,2294,2024-03-19,15:20:27,SALEUSER2,,,,VA02
100,OR1000000391000010,I0001,X,2295,2024-03-22,11:08:00,SALEUSER1,,,,VA02
100,OR1000000391000010,E0002,,2296,2024-04-08,08:27:57,WHOUSE02,,,,VL01N
100,OR1000000391000010,E0003,,2297,2024-04-08,06:57:56,WHOUSE01,,,,VL02N
100,OR1000000391000010,E0004,,2298,2024-04-10,06:16:08,FINANCE02,,,,VF01
100,OR1000000391000020,E0001,,2299,2024-03-18,14:56:37,SALEUSER3,,,,VA01
100,OR1000000391000020,I0001,,2300,2024-03-19,12:01:11,SALEUSER2,,,,VA02
100,OR1000000391000020,I0001,X,2301,2024-03-27,15:48:14,SALEUSER1,,,,VA02
100,OR1000000391000020,E0002,,2302,2024-04-08,17:17:27,WHOUSE01,,,,VL01N
100,OR1000000391000020,E0003,,2303,2024-04-09,08:33:09,WHOUSE02,,,,VL02N
100,OR1000000391000020,E0004,,2304,2024-04-10,10:37:21,FINANCE02,,,,VF01
100,OR1000000392000010,E0001,,2305,2024-06-16,07:39:06,SALEUSER1,,,,VA01
100,OR1000000392000010,E0002,,2306,2024-07-10,09:40:25,WHOUSE01,,,,VL01N
100,OR1000000392000010,E0003,,2307,2024-07-11,07:17:08,WHOUSE02,,,,VL02N
100,OR1000000392000010,E0004,,2308,2024-07-12,08:52:18,FINANCE02,,,,VF01
100,OR1000000392000010,E0005,,2309,2024-07-15,16:35:09,AUTOCLR,,,,VF02
100,OR1000000393000010,E0001,,2310,2024-04-07,11:53:07,SALEUSER3,,,,VA01
100,OR1000000393000010,E0002,,2311,2024-04-12,16:42:02,WHOUSE01,,,,VL01N
100,OR1000000393000010,E0003,,2312,2024-04-12,07:03:03,WHOUSE01,,,,VL02N
100,OR1000000393000010,E0004,,2313,2024-04-17,08:09:30,FINANCE01,,,,VF01
100,OR1000000393000010,E0005,,2314,2024-04-19,17:11:08,AUTOCLR,,,,VF02
100,OR1000000393000020,E0001,,2315,2024-04-07,08:10:19,SALEUSER3,,,,VA01
100,OR1000000393000020,E0002,,2316,2024-04-12,14:28:24,WHOUSE02,,,,VL01N
100,OR1000000393000020,E0003,,2317,2024-04-13,07:39:39,WHOUSE02,,,,VL02N
100,OR1000000393000020,E0004,,2318,2024-04-17,14:53:40,FINANCE02,,,,VF01
100,OR1000000393000020,E0005,,2319,2024-04-20,11:53:07,FINANCE01,,,,VF02
100,OR1000000394000010,E0001,,2320,2024-07-11,14:35:54,SALEUSER2,,,,VA01
100,OR1000000394000010,I0002,,2321,2024-07-12,09:19:31,SALEUSER2,,,,VA02
100,OR1000000394000010,E0006,,2322,2024-07-13,14:37:02,SALEUSER3,,,,VA02
100,OR1000000395000010,E0001,,2323,2024-06-09,07:35:28,SALEUSER2,,,,VA01
100,OR1000000395000010,E0002,,2324,2024-07-06,12:18:19,WHOUSE01,,,,VL01N
100,OR1000000395000010,E0003,,2325,2024-07-06,13:52:18,WHOUSE02,,,,VL02N
100,OR1000000395000010,E0004,,2326,2024-07-09,15:08:08,FINANCE02,,,,VF01
100,OR1000000395000010,E0005,,2327,2024-07-11,08:05:07,FINANCE01,,,,VF02
100,OR1000000396000010,E0001,,2328,2024-06-08,11:55:22,SALEUSER1,,,,VA01
100,OR1000000396000010,E0002,,2329,2024-07-15,10:59:03,WHOUSE01,,,,VL01N
100,OR1000000396000010,E0003,,2330,2024-07-16,17:05:34,WHOUSE01,,,,VL02N
100,OR1000000396000010,E0004,,2331,2024-07-18,09:43:36,FINANCE01,,,,VF01
100,OR1000000396000010,E0005,,2332,2024-07-20,14:01:52,FINANCE01,,,,VF02
100,OR1000000397000010,E0001,,2333,2024-01-11,07:40:21,SALEUSER3,,,,VA01
100,OR1000000397000010,E0002,,2334,2024-01-25,08:18:31,WHOUSE01,,,,VL01N
100,OR1000000397000010,E0003,,2335,2024-01-25,13:28:54,WHOUSE02,,,,VL02N
100,OR1000000397000010,E0004,,2336,2024-01-30,16:58:44,FINANCE01,,,,VF01
100,OR1000000397000010,E0005,,2337,2024-02-01,06:24:35,AUTOCLR,,,,VF02
100,OR1000000397000020,E0001,,2338,2024-01-11,13:37:36,SALEUSER3,,,,VA01
100,OR1000000397000020,E0002,,2339,2024-01-25,08:16:04,WHOUSE01,,,,VL01N
100,OR1000000397000020,E0003,,2340,2024-01-25,14:04:52,WHOUSE01,,,,VL02N
100,OR1000000397000020,E0004,,2341,2024-01-30,10:19:38,FINANCE02,,,,VF01
100,OR1000000397000020,E0005,,2342,2024-01-31,12:53:03,AUTOCLR,,,,VF02
100,OR1000000398000010,E0001,,2343,2024-04-12,09:44:06,SALEUSER2,,,,VA01
100,OR1000000398000010,I0001,,2344,2024-04-13,16:20:01,SALEUSER1,,,,VA02
100,OR1000000398000010,I0001,X,2345,2024-04-15,08:54:55,SALEUSER1,,,,VA02
100,OR1000000398000010,E0002,,2346,2024-04-24,08:53:44,WHOUSE01,,,,VL01N
100,OR1000000398000010,E0003,,2347,2024-04-26,11:46:25,WHOUSE02,,,,VL02N
100,OR1000000398000010,E0004,,2348,2024-04-27,14:48:10,FINANCE02,,,,VF01
100,OR1000000399000010,E0001,,2349,2024-04-08,11:20:57,SALEUSER3,,,,VA01
100,OR1000000399000010,E0002,,2350,2024-05-10,11:09:11,WHOUSE02,,,,VL01N
100,OR1000000399000010,E0003,,2351,2024-05-11,16:34:32,WHOUSE01,,,,VL02N
100,OR1000000399000010,E0004,,2352,2024-05-15,06:19:53,FINANCE02,,,,VF01
100,OR1000000399000010,E0005,,2353,2024-05-18,16:05:52,AUTOCLR,,,,VF02
100,OR1000000400000010,E0001,,2354,2024-06-26,17:58:41,SALEUSER3,,,,VA01
100,OR1000000400000010,E0002,,2355,2024-07-13,16:09:15,WHOUSE02,,,,VL01N
100,OR1000000400000010,E0003,,2356,2024-07-13,08:34:50,WHOUSE02,,,,VL02N
100,OR1000000400000010,E0004,,2357,2024-07-16,06:21:42,FINANCE02,,,,VF01
100,OR1000000400000010,E0005,,2358,2024-07-19,07:30:05,FINANCE01,,,,VF02
100,OR1000000401000010,E0001,,2359,2024-02-18,14:09:26,SALEUSER1,,,,VA01
100,OR1000000401000010,E0002,,2360,2024-03-15,10:25:39,WHOUSE02,,,,VL01N
100,OR1000000401000010,E0003,,2361,2024-03-17,08:00:30,WHOUSE02,,,,VL02N
100,OR1000000402000010,E0001,,2362,2024-02-25,15:22:12,SALEUSER3,,,,VA01
100,OR1000000402000010,E0002,,2363,2024-03-20,15:47:06,WHOUSE02,,,,VL01N
100,OR1000000402000010,E0003,,2364,2024-03-22,11:09:49,WHOUSE02,,,,VL02N
100,OR1000000402000010,E0004,,2365,2024-03-24,16:31:39,FINANCE02,,,,VF01
100,OR1000000402000010,E0005,,2366,2024-03-26,14:28:01,FINANCE01,,,,VF02
100,OR1000000403000010,E0001,,2367,2024-06-07,13:06:26,SALEUSER1,,,,VA01
100,OR1000000403000010,I0001,,2368,2024-06-08,10:00:15,SALEUSER1,,,,VA02
100,OR1000000403000010,I0001,X,2369,2024-06-14,12:03:33,FINANCE01,,,,VA02
100,OR1000000403000010,E0002,,2370,2024-07-01,06:09:26,WHOUSE02,,,,VL01N
100,OR1000000403000010,E0003,,2371,2024-07-01,17:08:34,WHOUSE02,,,,VL02N
100,OR1000000403000010,E0004,,2372,2024-07-03,08:14:12,FINANCE01,,,,VF01
100,OR1000000404000010,E0001,,2373,2024-05-20,09:23:57,SALEUSER3,,,,VA01
100,OR1000000404000010,E0002,,2374,2024-06-10,15:42:51,WHOUSE01,,,,VL01N
100,OR1000000404000010,E0003,,2375,2024-06-12,08:27:31,WHOUSE02,,,,VL02N
100,OR1000000404000020,E0001,,2376,2024-05-20,07:18:38,SALEUSER3,,,,VA01
100,OR1000000404000020,E0002,,2377,2024-06-10,06:45:06,WHOUSE01,,,,VL01N
100,OR1000000404000020,E0003,,2378,2024-06-12,12:23:20,WHOUSE01,,,,VL02N
100,OR1000000405000010,E0001,,2379,2024-02-15,10:37:09,SALEUSER3,,,,VA01
100,OR1000000405000010,E0002,,2380,2024-04-07,14:38:06,WHOUSE01,,,,VL01N
100,OR1000000405000010,E0003,,2381,2024-04-09,16:38:24,WHOUSE01,,,,VL02N
100,OR1000000405000010,E0004,,2382,2024-04-13,07:39:17,FINANCE01,,,,VF01
100,OR1000000405000010,E0005,,2383,2024-04-15,14:59:03,FINANCE01,,,,VF02
100,OR1000000406000010,E0001,,2384,2024-01-22,14:53:29,SALEUSER1,,,,VA01
100,OR1000000406000010,E0002,,2385,2024-02-01,17:27:35,WHOUSE01,,,,VL01N
100,OR1000000406000010,E0003,,2386,2024-02-03,16:52:18,WHOUSE01,,,,VL02N
100,OR1000000406000010,E0004,,2387,2024-02-03,08:17:01,FINANCE02,,,,VF01
100,OR1000000406000010,E0005,,2388,2024-02-06,16:38:36,AUTOCLR,,,,VF02
100,OR1000000406000020,E0001,,2389,2024-01-22,16:54:52,SALEUSER1,,,,VA01
100,OR1000000406000020,E0002,,2390,2024-02-01,09:40:51,WHOUSE01,,,,VL01N
100,OR1000000406000020,E0003,,2391,2024-02-01,06:24:54,WHOUSE02,,,,VL02N
100,OR1000000406000020,E0004,,2392,2024-02-03,09:37:39,FINANCE02,,,,VF01
100,OR1000000406000020,E0005,,2393,2024-02-04,13:32:02,AUTOCLR,,,,VF02
100,OR1000000407000010,E0001,,2394,2024-04-02,14:02:45,SALEUSER3,,,,VA01
100,OR1000000407000010,E0002,,2395,2024-04-13,10:56:33,WHOUSE02,,,,VL01N
100,OR1000000407000010,E0003,,2396,2024-04-13,07:48:03,WHOUSE02,,,,VL02N
100,OR1000000407000010,E0004,,2397,2024-04-18,07:33:43,FINANCE01,,,,VF01
100,OR1000000407000010,E0005,,2398,2024-04-20,06:12:53,FINANCE01,,,,VF02
100,OR1000000407000020,E0001,,2399,2024-04-02,06:31:54,SALEUSER3,,,,VA01
100,OR1000000407000020,E0002,,2400,2024-04-13,09:51:06,WHOUSE02,,,,VL01N
100,OR1000000407000020,E0003,,2401,2024-04-15,08:47:59,WHOUSE01,,,,VL02N
100,OR1000000407000020,E0004,,2402,2024-04-18,17:39:47,FINANCE02,,,,VF01
100,OR1000000407000020,E0005,,2403,2024-04-21,10:16:53,AUTOCLR,,,,VF02
100,OR1000000408000010,E0001,,2404,2024-01-30,09:15:30,SALEUSER2,,,,VA01
100,OR1000000408000010,I0002,,2405,2024-01-31,17:52:22,SALEUSER2,,,,VA02
100,OR1000000408000010,I0002,X,2406,2024-02-09,17:06:15,SALEUSER2,,,,VA02
100,OR1000000408000010,E0002,,2407,2024-02-13,11:26:57,WHOUSE02,,,,VL01N
100,OR1000000408000010,E0003,,2408,2024-02-15,15:30:54,WHOUSE02,,,,VL02N
100,OR1000000409000010,E0001,,2409,2024-03-15,08:30:24,SALEUSER2,,,,VA01
100,OR1000000409000010,E0002,,2410,2024-04-06,12:42:13,WHOUSE01,,,,VL01N
100,OR1000000409000010,E0003,,2411,2024-04-08,06:28:31,WHOUSE01,,,,VL02N
100,OR1000000409000010,E0004,,2412,2024-04-08,13:58:37,FINANCE01,,,,VF01
100,OR1000000409000010,E0005,,2413,2024-04-11,08:04:00,AUTOCLR,,,,VF02
100,OR1000000410000010,E0001,,2414,2024-02-11,17:42:40,SALEUSER1,,,,VA01
100,OR1000000410000010,E0002,,2415,2024-02-23,14:32:43,WHOUSE01,,,,VL01N
100,OR1000000410000010,E0003,,2416,2024-02-23,06:19:01,WHOUSE01,,,,VL02N
100,OR1000000410000010,E0004,,2417,2024-02-28,16:16:42,FINANCE01,,,,VF01
100,OR1000000410000010,E0005,,2418,2024-03-01,12:33:50,FINANCE01,,,,VF02
100,OR1000000411000010,E0001,,2419,2024-01-28,16:18:04,SALEUSER3,,,,VA01
100,OR1000000411000010,E0002,,2420,2024-02-21,16:19:57,WHOUSE01,,,,VL01N
100,OR1000000411000010,E0003,,2421,2024-02-23,17:50:33,WHOUSE02,,,,VL02N
100,OR1000000411000010,E0004,,2422,2024-02-26,13:46:06,FINANCE02,,,,VF01
100,OR1000000411000010,E0005,,2423,2024-02-29,07:07:34,AUTOCLR,,,,VF02
100,OR1000000412000010,E0001,,2424,2024-03-06,09:33:09,SALEUSER1,,,,VA01
100,OR1000000412000010,E0002,,2425,2024-04-03,15:26:39,WHOUSE01,,,,VL01N
100,OR1000000412000010,E0003,,2426,2024-04-03,14:20:05,WHOUSE02,,,,VL02N
100,OR1000000412000020,E0001,,2427,2024-03-06,17:25:24,SALEUSER1,,,,VA01
100,OR1000000412000020,E0002,,2428,2024-04-03,12:34:24,WHOUSE01,,,,VL01N
100,OR1000000412000020,E0003,,2429,2024-04-05,07:37:51,WHOUSE01,,,,VL02N
100,OR1000000413000010,E0001,,2430,2024-08-27,06:51:55,SALEUSER2,,,,VA01
100,OR1000000413000010,E0002,,2431,2024-09-13,12:45:59,WHOUSE02,,,,VL01N
100,OR1000000413000010,E0003,,2432,2024-09-14,17:57:52,WHOUSE02,,,,VL02N
100,OR1000000413000010,E0004,,2433,2024-09-15,14:11:19,FINANCE02,,,,VF01
100,OR1000000413000010,E0005,,2434,2024-09-16,17:25:09,FINANCE01,,,,VF02
100,OR1000000414000010,E0001,,2435,2024-05-05,09:36:58,SALEUSER2,,,,VA01
100,OR1000000414000010,E0002,,2436,2024-05-26,07:30:20,WHOUSE01,,,,VL01N
100,OR1000000414000010,E0003,,2437,2024-05-26,11:43:02,WHOUSE02,,,,VL02N
100,OR1000000414000010,E0004,,2438,2024-05-27,07:30:50,FINANCE01,,,,VF01
100,OR1000000414000010,E0005,,2439,2024-05-28,07:15:57,AUTOCLR,,,,VF02
100,OR1000000415000010,E0001,,2440,2024-04-17,10:54:48,SALEUSER3,,,,VA01
100,OR1000000415000010,E0006,,2441,2024-04-18,16:30:46,SALEUSER2,,,,VA02
100,OR1000000416000010,E0001,,2442,2024-01-21,17:14:12,SALEUSER2,,,,VA01
100,OR1000000416000010,E0006,,2443,2024-01-25,11:28:05,SALEUSER3,,,,VA02
100,OR1000000417000010,E0001,,2444,2024-05-29,11:13:49,SALEUSER3,,,,VA01
100,OR1000000417000010,E0002,,2445,2024-06-18,17:10:38,WHOUSE02,,,,VL01N
100,OR1000000417000010,E0003,,2446,2024-06-19,12:24:46,WHOUSE01,,,,VL02N
100,OR1000000417000010,E0004,,2447,2024-06-23,06:23:46,FINANCE02,,,,VF01
100,OR1000000417000010,E0005,,2448,2024-06-24,13:04:45,FINANCE01,,,,VF02
100,OR1000000418000010,E0001,,2449,2024-06-21,13:40:36,SALEUSER1,,,,VA01
100,OR1000000418000010,E0002,,2450,2024-07-07,16:28:35,WHOUSE02,,,,VL01N
100,OR1000000418000010,E0003,,2451,2024-07-09,08:12:45,WHOUSE02,,,,VL02N
100,OR1000000418000010,E0004,,2452,2024-07-10,13:55:07,FINANCE01,,,,VF01
100,OR1000000418000010,E0005,,2453,2024-07-13,09:46:40,AUTOCLR,,,,VF02
100,OR1000000419000010,E0001,,2454,2024-01-28,10:25:27,SALEUSER2,,,,VA01
100,OR1000000419000010,I0001,,2455,2024-01-29,11:47:36,SALEUSER1,,,,VA02
100,OR1000000419000010,I0001,X,2456,2024-02-01,07:35:58,FINANCE01,,,,VA02
100,OR1000000419000010,E0002,,2457,2024-02-23,10:33:39,WHOUSE01,,,,VL01N
100,OR1000000419000010,E0003,,2458,2024-02-25,12:05:52,WHOUSE02,,,,VL02N
100,OR1000000419000010,E0004,,2459,2024-02-28,16:41:58,FINANCE02,,,,VF01
100,OR1000000420000010,E0001,,2460,2024-09-16,17:01:45,SALEUSER1,,,,VA01
100,OR1000000420000010,E0002,,2461,2024-09-29,17:42:58,WHOUSE01,,,,VL01N
100,OR1000000420000010,E0003,,2462,2024-09-30,08:57:03,WHOUSE02,,,,VL02N
100,OR1000000420000010,E0004,,2463,2024-10-02,09:46:10,FINANCE02,,,,VF01
100,OR1000000420000010,E0005,,2464,2024-10-05,15:47:17,FINANCE01,,,,VF02
100,OR1000000421000010,E0001,,2465,2024-04-06,08:20:01,SALEUSER3,,,,VA01
100,OR1000000421000010,I0002,,2466,2024-04-07,11:15:04,SALEUSER3,,,,VA02
100,OR1000000421000010,I0002,X,2467,2024-04-18,13:34:02,SALEUSER3,,,,VA02
100,OR1000000421000010,E0006,,2468,2024-04-08,11:42:10,SALEUSER3,,,,VA02
100,OR1000000422000010,E0001,,2469,2024-01-28,06:04:45,SALEUSER2,,,,VA01
100,OR1000000422000010,I0001,,2470,2024-01-29,06:38:36,SALEUSER1,,,,VA02
100,OR1000000422000010,I0001,X,2471,2024-02-06,15:33:17,FINANCE01,,,,VA02
100,OR1000000422000010,E0002,,2472,2024-02-26,09:41:02,WHOUSE01,,,,VL01N
100,OR1000000422000010,E0003,,2473,2024-02-28,15:57:03,WHOUSE01,,,,VL02N
100,OR1000000422000010,E0004,,2474,2024-02-27,16:49:40,FINANCE02,,,,VF01
100,OR1000000423000010,E0001,,2475,2024-01-30,13:17:38,SALEUSER1,,,,VA01
100,OR1000000423000010,E0002,,2476,2024-02-22,12:06:52,WHOUSE02,,,,VL01N
100,OR1000000423000010,E0003,,2477,2024-02-23,08:03:33,WHOUSE01,,,,VL02N
