MANDT,BUKRS,BELNR,GJAHR,BUZEI,KOART,KUNNR,LIFNR,HKONT,SHKZG,DMBTR,WRBTR,WAERS,ZFBDT,ZTERM,AUGDT,AUGBL,AUGGJ,BSCHL
100,1000,6000000445,2024,0001,D,C00015,,0000130000,S,90958.68,90958.68,USD,2024-07-18,N060,2024-10-03,CL6000000445,2024,01
100,1000,6000000445,2024,0002,S,,,0000800000,H,90958.68,90958.68,USD,,,,,,50
100,1000,6000000446,2024,0001,D,C00008,,0000130000,S,134707.05,134707.05,USD,2024-02-06,N060,2024-04-21,CL6000000446,2024,01
100,1000,6000000446,2024,0002,S,,,0000800000,H,134707.05,134707.05,USD,,,,,,50
100,1000,6000000448,2024,0001,D,C00012,,0000130000,S,20345.04,20345.04,USD,2024-03-14,2/10N30,2024-04-16,CL6000000448,2024,01
100,1000,6000000448,2024,0002,S,,,0000800000,H,20345.04,20345.04,USD,,,,,,50
100,1000,6000000449,2024,0001,D,C00006,,0000130000,S,130709.45,130709.45,USD,2024-10-23,N014,2025-01-12,CL6000000449,2025,01
100,1000,6000000449,2024,0002,S,,,0000800000,H,130709.45,130709.45,USD,,,,,,50
100,1000,6000000451,2024,0001,D,C00006,,0000130000,S,145425.8,145425.8,USD,2024-02-24,2/10N30,2024-05-22,CL6000000451,2024,01
100,1000,6000000451,2024,0002,S,,,0000800000,H,145425.8,145425.8,USD,,,,,,50
100,1000,6000000452,2024,0001,D,C00003,,0000130000,S,31395.06,31395.06,USD,2024-06-19,N060,,,,01
100,1000,6000000452,2024,0002,S,,,0000800000,H,31395.06,31395.06,USD,,,,,,50
100,1000,6000000453,2024,0001,D,C00001,,0000130000,S,247537.5,247537.5,USD,2024-05-28,N030,,,,01
100,1000,6000000453,2024,0002,S,,,0000800000,H,247537.5,247537.5,USD,,,,,,50
100,1000,6000000454,2024,0001,D,C00009,,0000130000,S,104564.32,104564.32,USD,2024-10-19,N030,2024-11-05,CL6000000454,2024,01
100,1000,6000000454,2024,0002,S,,,0000800000,H,104564.32,104564.32,USD,,,,,,50
100,1000,6000000455,2024,0001,D,C00006,,0000130000,S,48622.8,48622.8,USD,2024-05-02,N030,2024-06-26,CL6000000455,2024,01
100,1000,6000000455,2024,0002,S,,,0000800000,H,48622.8,48622.8,USD,,,,,,50
100,1000,6000000456,2024,0001,D,C00011,,0000130000,S,308326.76,308326.76,USD,2024-02-12,N030,2024-04-16,CL6000000456,2024,01
100,1000,6000000456,2024,0002,S,,,0000800000,H,308326.76,308326.76,USD,,,,,,50
100,1000,6000000457,2024,0001,D,C00001,,0000130000,S,326067.26,326067.26,USD,2024-05-11,2/10N30,,,,01
100,1000,6000000457,2024,0002,S,,,0000800000,H,326067.26,326067.26,USD,,,,,,50
100,1000,6000000458,2024,0001,D,C00005,,0000130000,S,50208.21,50208.21,USD,2024-02-03,2/10N30,2024-04-26,CL6000000458,2024,01
100,1000,6000000458,2024,0002,S,,,0000800000,H,50208.21,50208.21,USD,,,,,,50
100,1000,6000000459,2024,0001,D,C00006,,0000130000,S,139777.0,139777.0,USD,2024-08-29,2/10N30,2024-10-12,CL6000000459,2024,01
100,1000,6000000459,2024,0002,S,,,0000800000,H,139777.0,139777.0,USD,,,,,,50
100,1000,6000000460,2024,0001,D,C00008,,0000130000,S,121847.83,121847.83,USD,2024-09-18,2/10N30,2024-11-08,CL6000000460,2024,01
100,1000,6000000460,2024,0002,S,,,0000800000,H,121847.83,121847.83,USD,,,,,,50
100,1000,6000000461,2024,0001,D,C00009,,0000130000,S,50003.24,50003.24,USD,2024-09-14,N030,2024-11-14,CL6000000461,2024,01
100,1000,6000000461,2024,0002,S,,,0000800000,H,50003.24,50003.24,USD,,,,,,50
100,1000,6000000462,2024,0001,D,C00014,,0000130000,S,84985.74,84985.74,USD,2024-05-26,N030,2024-06-28,CL6000000462,2024,01
100,1000,6000000462,2024,0002,S,,,0000800000,H,84985.74,84985.74,USD,,,,,,50
100,1000,6000000463,2024,0001,D,C00003,,0000130000,S,80904.86,80904.86,USD,2024-10-11,N014,2024-11-18,CL6000000463,2024,01
100,1000,6000000463,2024,0002,S,,,0000800000,H,80904.86,80904.86,USD,,,,,,50
100,1000,6000000464,2024,0001,D,C00005,,0000130000,S,353665.6,353665.6,USD,2024-09-28,N014,2024-12-26,CL6000000464,2024,01
100,1000,6000000464,2024,0002,S,,,0000800000,H,353665.6,353665.6,USD,,,,,,50
100,1000,6000000465,2024,0001,D,C00013,,0000130000,S,102910.66,102910.66,USD,2024-02-19,2/10N30,2024-03-06,CL6000000465,2024,01
100,1000,6000000465,2024,0002,S,,,0000800000,H,102910.66,102910.66,USD,,,,,,50
100,1000,6000000466,2024,0001,D,C00014,,0000130000,S,31443.1,31443.1,USD,2024-08-11,2/10N30,2024-10-15,CL6000000466,2024,01
100,1000,6000000466,2024,0002,S,,,0000800000,H,31443.1,31443.1,USD,,,,,,50
100,1000,6000000467,2024,0001,D,C00012,,0000130000,S,62007.66,62007.66,USD,2024-10-04,N060,2024-10-22,CL6000000467,2024,01
100,1000,6000000467,2024,0002,S,,,0000800000,H,62007.66,62007.66,USD,,,,,,50
100,1000,6000000468,2024,0001,D,C00002,,0000130000,S,194695.68,194695.68,USD,2024-02-11,2/10N30,2024-04-02,CL6000000468,2024,01
100,1000,6000000468,2024,0002,S,,,0000800000,H,194695.68,194695.68,USD,,,,,,50
100,1000,6000000469,2024,0001,D,C00014,,0000130000,S,55852.21,55852.21,USD,2024-05-19,N060,2024-07-19,CL6000000469,2024,01
100,1000,6000000469,2024,0002,S,,,0000800000,H,55852.21,55852.21,USD,,,,,,50
100,1000,6000000470,2024,0001,D,C00010,,0000130000,S,245897.08,245897.08,USD,2024-09-10,N060,,,,01
100,1000,6000000470,2024,0002,S,,,0000800000,H,245897.08,245897.08,USD,,,,,,50
100,1000,6000000471,2024,0001,D,C00013,,0000130000,S,16222.25,16222.25,USD,2024-06-20,N060,2024-09-12,CL6000000471,2024,01
100,1000,6000000471,2024,0002,S,,,0000800000,H,16222.25,16222.25,USD,,,,,,50
100,1000,6000000474,2024,0001,D,C00007,,0000130000,S,39127.58,39127.58,USD,2024-09-05,N060,2024-11-29,CL6000000474,2024,01
100,1000,6000000474,2024,0002,S,,,0000800000,H,39127.58,39127.58,USD,,,,,,50
100,1000,6000000475,2024,0001,D,C00015,,0000130000,S,203078.68,203078.68,USD,2024-08-12,N060,,,,01
100,1000,6000000475,2024,0002,S,,,0000800000,H,203078.68,203078.68,USD,,,,,,50
100,1000,6000000476,2024,0001,D,C00006,,0000130000,S,250771.78,250771.78,USD,2024-01-28,N030,2024-04-08,CL6000000476,2024,01
100,1000,6000000476,2024,0002,S,,,0000800000,H,250771.78,250771.78,USD,,,,,,50
100,1000,6000000478,2024,0001,D,C00006,,0000130000,S,50124.0,50124.0,USD,2024-06-23,N060,2024-09-13,CL6000000478,2024,01
100,1000,6000000478,2024,0002,S,,,0000800000,H,50124.0,50124.0,USD,,,,,,50
100,1000,6000000479,2024,0001,D,C00005,,0000130000,S,57930.48,57930.48,USD,2024-06-22,N014,,,,01
100,1000,6000000479,2024,0002,S,,,0000800000,H,57930.48,57930.48,USD,,,,,,50
100,1000,6000000480,2024,0001,D,C00013,,0000130000,S,255834.14,255834.14,USD,2024-05-08,N030,2024-07-26,CL6000000480,2024,01
100,1000,6000000480,2024,0002,S,,,0000800000,H,255834.14,255834.14,USD,,,,,,50
100,1000,6000000482,2024,0001,D,C00003,,0000130000,S,298232.28,298232.28,USD,2024-08-31,N014,2024-09-10,CL6000000482,2024,01
100,1000,6000000482,2024,0002,S,,,0000800000,H,298232.28,298232.28,USD,,,,,,50
100,1000,6000000483,2024,0001,D,C00004,,0000130000,S,92923.6,92923.6,USD,2024-03-09,N060,2024-04-01,CL6000000483,2024,01
100,1000,6000000483,2024,0002,S,,,0000800000,H,92923.6,92923.6,USD,,,,,,50
100,1000,6000000484,2024,0001,D,C00007,,0000130000,S,95690.66,95690.66,USD,2024-04-11,2/10N30,2024-05-17,CL6000000484,2024,01
100,1000,6000000484,2024,0002,S,,,0000800000,H,95690.66,95690.66,USD,,,,,,50
100,1000,6000000485,2024,0001,D,C00015,,0000130000,S,261621.12,261621.12,USD,2024-04-08,N014,2024-06-03,CL6000000485,2024,01
100,1000,6000000485,2024,0002,S,,,0000800000,H,261621.12,261621.12,USD,,,,,,50
100,1000,6000000487,2024,0001,D,C00015,,0000130000,S,28221.04,28221.04,USD,2024-06-18,2/10N30,,,,01
100,1000,6000000487,2024,0002,S,,,0000800000,H,28221.04,28221.04,USD,,,,,,50
100,1000,6000000488,2024,0001,D,C00010,,0000130000,S,215434.44,215434.44,USD,2024-07-08,2/10N30,2024-08-09,CL6000000488,2024,01
100,1000,6000000488,2024,0002,S,,,0000800000,H,215434.44,215434.44,USD,,,,,,50
100,1000,6000000489,2024,0001,D,C00002,,0000130000,S,16881.92,16881.92,USD,2024-10-06,N060,2024-10-28,CL6000000489,2024,01
100,1000,6000000489,2024,0002,S,,,0000800000,H,16881.92,16881.92,USD,,,,,,50
100,1000,6000000490,2024,0001,D,C00004,,0000130000,S,186991.04,186991.04,USD,2024-03-23,2/10N30,2024-05-20,CL6000000490,2024,01
100,1000,6000000490,2024,0002,S,,,0000800000,H,186991.04,186991.04,USD,,,,,,50
100,1000,6000000491,2024,0001,D,C00003,,0000130000,S,154366.8,154366.8,USD,2024-09-15,2/10N30,2024-11-03,CL6000000491,2024,01
100,1000,6000000491,2024,0002,S,,,0000800000,H,154366.8,154366.8,USD,,,,,,50
100,1000,6000000492,2024,0001,D,C00007,,0000130000,S,215141.76,215141.76,USD,2024-03-03,N014,2024-03-18,CL6000000492,2024,01
100,1000,6000000492,2024,0002,S,,,0000800000,H,215141.76,215141.76,USD,,,,,,50
100,1000,6000000493,2024,0001,D,C00010,,0000130000,S,62298.49,62298.49,USD,2024-09-28,N030,2024-12-27,CL6000000493,2024,01
100,1000,6000000493,2024,0002,S,,,0000800000,H,62298.49,62298.49,USD,,,,,,50
100,1000,6000000494,2024,0001,D,C00010,,0000130000,S,121192.5,121192.5,USD,2024-03-14,N060,2024-05-06,CL6000000494,2024,01
100,1000,6000000494,2024,0002,S,,,0000800000,H,121192.5,121192.5,USD,,,,,,50
100,1000,6000000495,2024,0001,D,C00002,,0000130000,S,362308.65,362308.65,USD,2024-10-17,N030,2024-11-05,CL6000000495,2024,01
100,1000,6000000495,2024,0002,S,,,0000800000,H,362308.65,362308.65,USD,,,,,,50
100,1000,6000000496,2024,0001,D,C00008,,0000130000,S,58709.82,58709.82,USD,2024-05-23,N014,2024-08-14,CL6000000496,2024,01
100,1000,6000000496,2024,0002,S,,,0000800000,H,58709.82,58709.82,USD,,,,,,50
100,1000,6000000497,2024,0001,D,C00007,,0000130000,S,162655.0,162655.0,USD,2024-06-16,2/10N30,2024-07-22,CL6000000497,2024,01
100,1000,6000000497,2024,0002,S,,,0000800000,H,162655.0,162655.0,USD,,,,,,50
100,1000,6000000498,2024,0001,D,C00004,,0000130000,S,102105.81,102105.81,USD,2024-01-28,2/10N30,2024-03-31,CL6000000498,2024,01
100,1000,6000000498,2024,0002,S,,,0000800000,H,102105.81,102105.81,USD,,,,,,50
100,1000,6000000499,2024,0001,D,C00007,,0000130000,S,114081.24,114081.24,USD,2024-06-24,N060,2024-07-24,CL6000000499,2024,01
100,1000,6000000499,2024,0002,S,,,0000800000,H,114081.24,114081.24,USD,,,,,,50
